country,Code,population,Class,Category,HDI (2018),IHDI (2018),Gini Coefficient(%),Year and survey,Population in Multidimensional poverty (%),Population Vulnerable to Multidimensional poverty (%),Last CPI,Previous CPI,Reference last CPI,last_percent_change_CPI,HAQ_Index,Year_HAQ,"('thousands', 'Accommodation and food service activities')","('thousands', 'Agriculture, Forestry and Fishing')","('thousands', 'Construction')","('thousands', 'Education')","('thousands', 'Finantial and insurance activities')","('thousands', 'Human health and social work activities')","('thousands', 'Manufacturing')","('thousands', 'Mining and Quarrying')","('thousands', 'Other services')","('thousands', 'Public administration and defense; Compulsory social security')","('thousands', 'Real state; Business and administrative activities')","('thousands', 'Total')","('thousands', 'Transport; Storage and Communication')","('thousands', 'Utilities')","('thousands', 'Wholesale and retail trade; repair of motor vehicles')",High impacted sectors (thousands),Medium-high impacted sectors (thousands),Medium impacted sectors (thousands),Low-medium impacted sectors (thousands),Low impacted sectors (thousands),"('percent', 'Accommodation and food service activities')","('percent', 'Agriculture, Forestry and Fishing')","('percent', 'Construction')","('percent', 'Education')","('percent', 'Finantial and insurance activities')","('percent', 'Human health and social work activities')","('percent', 'Manufacturing')","('percent', 'Mining and Quarrying')","('percent', 'Other services')","('percent', 'Public administration and defense; Compulsory social security')","('percent', 'Real state; Business and administrative activities')","('percent', 'Total')","('percent', 'Transport; Storage and Communication')","('percent', 'Utilities')","('percent', 'Wholesale and retail trade; repair of motor vehicles')",Normalized_Confirmed,High impacted sectors (percent),Medium-high impacted sectors (percent),Medium impacted sectors (percent),Low-medium impacted sectors (percent),Low impacted sectors (percent),S1_SIX,S2_SIX,S3_SIX,S4_SIX,S5_SIX,S6_SIX,S7_SIX,S_1,S_10,S_11,S_12,S_13,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,StringencyIx,date_last_stringency,informality_rate,year,countrydesc,cip_2017,cipRank_2017
Honduras,HND,9587522.0,Lower_Middle_Income,medium human development,0.622981,0.464245737,50.5,2011/2012 D,19.30274,22.26267,340.0,339.0,2020-03-01,0.294985,53.9,2015.0,244.648,1349.097,262.402,155.404,50.948,84.404,586.452,7.509,457.684,116.907,133.922,4481.632,185.695,26.1,820.462,1785.484,643.379,320.859,1349.097,382.815,0.054589,0.301028,0.058551,0.034676,0.011368,0.018833,0.130857,0.001676,0.102124,0.026086,0.029882,1.0,0.041435,0.005824,0.183072,54.13,0.3984,0.143559,0.071594,0.301028,0.085419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,4.5,100.0,2020-04-23,73.4,2017.0,Honduras,0.015786965,93.0
"Hong Kong, China (SAR)",,,,very high human development,0.938809,0.815299778,,,,,112.0,110.0,2020-02-01,1.818182,,,291.115,6.227,292.354,317.685,230.125,289.793,123.435,1.375,246.614,160.358,537.373,3739.735,465.34,13.749,764.191,1716.114,711.954,523.854,6.227,781.585,0.077844,0.001665,0.078175,0.084949,0.061535,0.07749,0.033006,0.000368,0.065944,0.04288,0.143693,1.0,0.124431,0.003676,0.204344,,0.458887,0.190376,0.140078,0.001665,0.208995,,,,,,,,,,,,,,,,,,,,,,,,2017.0,"Hong Kong, China (SAR)",0.020743276,87.0
Hungary,HUN,9775564.0,Upper_Middle_Income,very high human development,0.8447,0.777074626,30.4,,,,1351.0,1348.0,2020-03-01,0.222552,79.6,2015.0,189.096,205.828,349.003,346.362,90.593,312.871,1017.964,12.012,182.956,406.179,342.78,4502.951,413.119,97.953,536.236,2086.076,596.075,451.608,205.828,1163.365,0.041994,0.04571,0.077505,0.076919,0.020119,0.069481,0.226066,0.002668,0.04063,0.090203,0.076123,1.0,0.091744,0.021753,0.119085,233.64,0.463269,0.132374,0.100292,0.04571,0.258356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.9,90.48,2020-04-23,,2017.0,Hungary,0.145932844,26.0
Iceland,ISL,352721.0,High_Income,very high human development,0.938474,0.8845636,27.8,,,,475.0,474.0,2020-03-01,0.21097,93.6,2015.0,11.36,7.625,12.154,25.167,6.071,23.195,16.977,0.171,11.52,10.575,23.469,198.918,23.798,2.728,24.106,75.912,35.318,18.396,7.625,61.665,0.057109,0.038332,0.061101,0.126519,0.03052,0.116606,0.085347,0.00086,0.057913,0.053163,0.117983,1.0,0.119637,0.013714,0.121186,5060.66,0.381625,0.177551,0.09248,0.038332,0.310002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.75,61.9,2020-04-23,,2017.0,Iceland,0.031298032,73.0
India,IND,1350000000.0,Lower_Middle_Income,medium human development,0.646901,0.476618107,35.7,2015/2016 D,27.90772,19.26568,149.0,149.0,2020-03-01,0.0,44.8,2015.0,9464.621,196641.1,60305.58,18930.5,5234.374,5955.382,59048.52,1963.867,16068.49,7778.058,12001.05,473952.1,29351.87,2778.566,48430.14,128944.3,45420.37,67503.82,196641.1,35442.5,0.01997,0.414897,0.12724,0.039942,0.011044,0.012565,0.124588,0.004144,0.033903,0.016411,0.025321,1.0,0.06193,0.005863,0.102184,15.82,0.272062,0.095833,0.142428,0.414897,0.074781,100.0,100.0,100.0,100.0,100.0,100.0,66.67,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,4.4,100.0,2020-04-23,84.7,2017.0,India,0.084400846,39.0
Indonesia,IDN,268000000.0,Lower_Middle_Income,high human development,0.706858,0.583579473,38.1,2012 D,7.012319,9.139799,105.0,105.0,2020-03-01,0.0,49.2,2015.0,6875.46,36067.18,8137.621,7119.211,2225.798,1857.603,19042.57,1705.333,6900.766,4625.083,2594.495,130085.5,6477.239,579.886,25877.28,54389.8,13378.01,12068.75,36067.18,14181.78,0.052853,0.277257,0.062556,0.054727,0.01711,0.01428,0.146385,0.013109,0.053048,0.035554,0.019945,1.0,0.049792,0.004458,0.198925,27.71,0.418108,0.10284,0.092776,0.277257,0.109019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,4.5,76.19,2020-04-23,72.5,2017.0,Indonesia,0.089239924,38.0
Iran (Islamic Republic of),,,,high human development,0.797483,0.705604367,40.0,,,,200.0,198.0,2020-03-01,1.010101,,,392.406,4434.686,2988.028,1514.744,323.827,836.569,4022.867,202.984,840.619,1480.89,841.693,24891.83,2704.914,334.705,3972.892,9229.858,3545.533,3514.839,4434.686,4166.908,0.015764,0.178158,0.120041,0.060853,0.013009,0.033608,0.161614,0.008155,0.033771,0.059493,0.033814,1.0,0.108667,0.013446,0.159606,,0.370799,0.142438,0.141205,0.178158,0.167401,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Iran (Islamic Republic of),0.061630792000000004,49.0
Iraq,IRQ,38433600.0,Upper_Middle_Income,medium human development,0.688784,0.552431731,29.5,2018 M,8.635419,5.243732,105.0,105.0,2020-01-01,0.0,60.1,2015.0,144.153,1676.025,1211.071,830.066,122.099,380.6,702.925,120.11,418.407,948.368,363.772,9422.374,800.803,72.046,1631.93,2842.78,1219.21,1453.28,1676.025,2231.08,0.015299,0.177877,0.128531,0.088095,0.012958,0.040393,0.074602,0.012747,0.044406,0.100651,0.038607,1.0,0.08499,0.007646,0.173197,41.68,0.301705,0.129395,0.154237,0.177877,0.236785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,503000000.0,0.0,76.19,2020-04-23,,2017.0,Iraq,0.000576394,146.0
Ireland,IRL,4867309.0,High_Income,very high human development,0.942473,0.865261517,31.8,,,,103.0,102.0,2020-03-01,0.980392,88.4,2015.0,181.045,102.745,149.178,175.246,96.927,292.148,244.165,6.269,121.508,107.256,262.836,2289.877,224.215,24.726,301.614,989.66,345.723,252.374,102.745,599.376,0.079063,0.044869,0.065147,0.076531,0.042328,0.127582,0.106628,0.002738,0.053063,0.046839,0.114782,1.0,0.097916,0.010798,0.131716,3425.1,0.432189,0.150979,0.110213,0.044869,0.26175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,85.71,2020-04-23,,2017.0,Ireland,0.323695087,6.0
Israel,ISR,8882800.0,High_Income,very high human development,0.906235,0.808722386,38.9,,,,101.0,100.0,2020-03-01,1.0,85.5,2015.0,181.718,34.635,199.078,554.832,136.996,486.536,408.348,3.472,282.816,216.305,549.259,3847.268,287.551,36.344,469.377,1608.702,570.367,339.546,34.635,1294.017,0.047233,0.009002,0.051745,0.144215,0.035609,0.126463,0.10614,0.000902,0.073511,0.056223,0.142766,1.0,0.074742,0.009447,0.122003,1642.73,0.418141,0.148252,0.088256,0.009002,0.336347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.1,100.0,2020-04-23,,2017.0,Israel,0.12427829800000001,29.0
Italy,ITA,60421760.0,High_Income,very high human development,0.882584,0.775545273,35.4,,,,103.0,103.0,2020-03-01,0.0,88.7,2015.0,1507.582,845.169,1387.438,1620.578,641.385,1946.898,4220.451,24.068,1821.42,1238.582,2732.289,23420.31,1783.657,366.711,3284.079,11744.4,3605.077,2052.891,845.169,5172.769,0.064371,0.036087,0.059241,0.069195,0.027386,0.083129,0.180205,0.001028,0.077771,0.052885,0.116663,1.0,0.076159,0.015658,0.140224,3100.32,0.501462,0.15393,0.087654,0.036087,0.220867,0.0,0.0,0.0,66.67,0.0,100.0,66.67,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,95.24,2020-04-23,,2017.0,Italy,0.269007471,9.0
Jamaica,JAM,2934855.0,Upper_Middle_Income,high human development,0.725679,0.60448029,,2014 N,4.686904,6.412926,270.0,268.0,2020-02-01,0.746269,63.7,2015.0,119.719,216.985,119.734,83.014,29.049,38.55,90.216,6.946,144.844,68.948,98.902,1382.647,85.92,7.465,272.355,581.192,230.764,155.729,216.985,197.977,0.086587,0.156934,0.086598,0.06004,0.02101,0.027881,0.065249,0.005024,0.104758,0.049867,0.071531,1.0,0.062142,0.005399,0.196981,85.86,0.420347,0.1669,0.112631,0.156934,0.143187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,182000000.0,3.5,71.43,2020-04-23,,2017.0,Jamaica,0.011887625,101.0
Japan,JPN,127000000.0,High_Income,very high human development,0.914696,0.881687061,32.1,,,,102.0,102.0,2020-02-01,0.0,89.0,2015.0,3738.959,2236.201,5084.137,4221.224,1682.261,10965.21,10637.36,29.313,3604.837,3086.275,5953.391,66589.14,5419.191,275.434,9655.333,29985.04,9024.028,6795.711,2236.201,18548.15,0.05615,0.033582,0.076351,0.063392,0.025263,0.16467,0.159746,0.00044,0.054136,0.046348,0.089405,1.0,0.081383,0.004136,0.144999,93.04,0.450299,0.135518,0.102054,0.033582,0.278546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,-0.1,66.67,2020-04-23,,2017.0,Japan,0.40434962799999996,2.0
Jordan,JOR,9956011.0,Upper_Middle_Income,high human development,0.723445,0.617063788,33.7,2017/2018 D,0.431203,0.694641,102.0,102.0,2020-02-01,0.0,76.5,2015.0,71.066,69.578,230.434,260.276,34.357,101.514,270.085,29.15,176.187,347.558,147.977,2292.577,209.409,28.923,316.064,805.192,385.596,293.941,69.578,738.271,0.030998,0.030349,0.100513,0.11353,0.014986,0.044279,0.117808,0.012715,0.076851,0.151601,0.064546,1.0,0.091342,0.012616,0.137864,42.99,0.351217,0.168193,0.128214,0.030349,0.322027,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.5,95.24,2020-04-23,,2017.0,Jordan,0.025002205,82.0
Kazakhstan,KAZ,18272430.0,Upper_Middle_Income,very high human development,0.817244,0.759090669,27.5,2015 M,0.453043,1.77985,810.0,803.0,2020-03-01,0.871731,61.1,2015.0,201.237,1339.316,701.089,1072.09,203.549,488.148,525.451,280.196,435.324,483.239,612.508,8671.068,825.7,269.429,1233.792,2572.988,1261.024,1184.834,1339.316,2312.906,0.023208,0.154458,0.080854,0.12364,0.023475,0.056296,0.060598,0.032314,0.050204,0.05573,0.070638,1.0,0.095225,0.031072,0.142288,119.91,0.296733,0.145429,0.136642,0.154458,0.266738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,9.5,85.71,2020-04-23,,2017.0,Kazakhstan,0.037451467,66.0
Kenya,KEN,51393010.0,Low_Income,medium human development,0.578588,0.426224453,40.8,2014 D,38.67761,34.87915,107.0,106.0,2020-03-01,0.943396,48.7,2015.0,471.976,12955.36,888.068,690.991,95.133,492.27,654.566,174.287,2003.537,546.083,441.02,24074.02,617.405,73.65,3969.676,5537.238,2620.942,1157.488,12955.36,1802.994,0.019605,0.538147,0.036889,0.028703,0.003952,0.020448,0.02719,0.00724,0.083224,0.022683,0.018319,1.0,0.025646,0.003059,0.164895,5.9,0.230009,0.10887,0.04808,0.538147,0.074894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,7.25,80.95,2020-04-23,,2017.0,Kenya,0.009287927,112.0
Kiribati,KIR,,,medium human development,0.623244,,,,,,,,,,44.9,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea (Democratic People's Rep. of),,,,other countries or territories,,,,,,,,,,,,,212.938,8242.277,756.476,395.156,94.345,289.725,1127.009,180.271,1631.9,349.489,135.993,16128.53,998.09,71.42,1643.44,3119.38,2629.99,1031.092,8242.277,1105.79,0.013203,0.511037,0.046903,0.0245,0.00585,0.017964,0.069877,0.011177,0.101181,0.021669,0.008432,1.0,0.061884,0.004428,0.101896,,0.193408,0.163064,0.06393,0.511037,0.068561,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea (Republic of),,,,very high human development,0.905832,0.776702451,31.6,,,,106.0,106.0,2020-03-01,0.0,,,2284.283,1283.052,2057.003,1864.236,828.504,2094.792,4454.613,18.918,1736.71,1126.324,3020.806,26917.7,2290.726,201.231,3656.504,13416.21,4027.436,2904.425,1283.052,5286.583,0.084862,0.047666,0.076418,0.069257,0.030779,0.077822,0.16549,0.000703,0.064519,0.041843,0.112224,1.0,0.085101,0.007476,0.13584,,0.498416,0.14962,0.1079,0.047666,0.196398,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Korea (Republic of),0.36461093200000005,4.0
Kuwait,KWT,4137309.0,High_Income,very high human development,0.808352,,,,,,114.0,113.0,2020-02-01,0.884956,82.0,2015.0,138.893,47.092,366.271,152.997,43.402,73.267,88.352,130.908,517.645,342.798,151.824,2403.949,97.501,0.556,252.444,631.513,615.146,540.581,47.092,569.618,0.057777,0.019589,0.152362,0.063644,0.018054,0.030478,0.036753,0.054455,0.215331,0.142598,0.063156,1.0,0.040559,0.000231,0.105012,543.35,0.262698,0.25589,0.224872,0.019589,0.236951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1600000000.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,95.24,2020-04-23,,2017.0,Kuwait,0.044422879000000005,59.0
Kyrgyzstan,KGZ,,,medium human development,0.674203,0.609881812,27.3,2014 M,2.27903,8.306235,274.0,270.0,2020-03-01,1.481481,60.4,2015.0,132.488,498.526,258.673,214.491,33.882,95.615,291.975,12.478,73.658,94.36,55.458,2445.923,234.016,41.772,408.531,888.452,307.674,305.033,498.526,446.238,0.054167,0.203819,0.105757,0.087693,0.013852,0.039092,0.119372,0.005102,0.030115,0.038578,0.022674,1.0,0.095676,0.017078,0.167025,,0.363238,0.125791,0.124711,0.203819,0.182442,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Kyrgyzstan,0.007543151999999999,118.0
Lao People's Democratic Republic,,,,medium human development,0.604069,0.453650379,36.4,2017 M,23.07235,21.18139,,,,,,,39.164,2382.027,166.67,116.167,14.856,17.925,260.586,25.514,59.765,178.84,50.595,3862.584,79.283,16.666,454.526,804.871,139.048,207.04,2382.027,329.598,0.010139,0.616693,0.04315,0.030075,0.003846,0.004641,0.067464,0.006605,0.015473,0.046301,0.013099,1.0,0.020526,0.004315,0.117674,,0.208376,0.035999,0.053601,0.616693,0.085331,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Lao People's Democratic Republic,0.011034404,103.0
Latvia,LVA,,,very high human development,0.853902,0.776094654,34.2,,,,110.0,109.0,2020-03-01,0.917431,77.7,2015.0,32.822,58.495,76.252,81.924,19.099,55.446,114.007,2.735,44.61,57.272,88.29,898.247,111.991,20.085,135.218,370.337,156.601,98.086,58.495,214.727,0.03654,0.065121,0.08489,0.091204,0.021263,0.061727,0.126922,0.003045,0.049663,0.06376,0.098291,1.0,0.124677,0.02236,0.150535,,0.412289,0.174341,0.109197,0.065121,0.239051,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Latvia,0.047307087000000005,57.0
Lebanon,LBN,6848925.0,Upper_Middle_Income,high human development,0.730078,,31.8,,,,118.0,116.0,2020-01-01,1.724138,80.0,2015.0,83.972,301.545,216.779,168.813,58.589,83.939,251.404,2.166,100.846,324.665,94.999,2251.568,189.432,31.678,342.741,773.116,290.278,277.534,301.545,609.095,0.037295,0.133927,0.096279,0.074976,0.026021,0.03728,0.111657,0.000962,0.044789,0.144195,0.042192,1.0,0.084133,0.014069,0.152223,99.58,0.343368,0.128923,0.123263,0.133927,0.27052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,100.0,2020-04-23,,2017.0,Lebanon,0.022580904,84.0
Lesotho,LSO,,,low human development,0.517955,0.349670646,54.2,2014 D,33.57323,24.44786,116.0,115.0,2020-01-01,0.869565,35.7,2015.0,12.558,64.057,93.779,46.977,5.935,16.76,123.897,96.208,105.203,51.221,3.48,760.718,30.194,5.197,105.252,245.187,135.397,195.922,64.057,120.155,0.016508,0.084206,0.123277,0.061754,0.007802,0.022032,0.162869,0.12647,0.138294,0.067332,0.004575,1.0,0.039691,0.006832,0.138359,,0.32231,0.177986,0.257549,0.084206,0.157949,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,
Liberia,LBR,,,low human development,0.46472,0.314491094,35.3,2013 D,62.93797,21.36829,499.0,497.0,2019-10-01,0.402414,45.4,2015.0,73.75,963.603,56.94,87.989,24.12,37.461,122.508,40.552,41.025,13.543,84.809,2238.843,74.358,6.093,612.091,893.158,115.383,121.612,963.603,145.086,0.032941,0.430402,0.025433,0.039301,0.010773,0.016732,0.054719,0.018113,0.018324,0.006049,0.037881,1.0,0.033213,0.002721,0.273396,,0.398937,0.051537,0.054319,0.430402,0.064804,,,,,,,,,,,,,,,,,,,,,,,60.1,,,,
Libya,LBY,6678567.0,Upper_Middle_Income,high human development,0.707568,,,2014 P,1.996143,11.28874,263.0,264.0,2019-12-01,-0.37879,69.9,2015.0,29.555,375.432,218.141,156.029,24.802,75.972,171.867,29.605,79.694,227.163,75.571,2001.892,157.857,15.004,365.2,642.193,237.551,272.548,375.432,474.168,0.014764,0.187539,0.108967,0.077941,0.012389,0.03795,0.085852,0.014789,0.039809,0.113474,0.03775,1.0,0.078854,0.007495,0.182427,8.83,0.320793,0.118663,0.136145,0.187539,0.23686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,95.24,2020-04-23,,,,,
Liechtenstein,,,,very high human development,0.916724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,,,very high human development,0.869308,0.77454513,37.4,,,,111.0,111.0,2020-03-01,0.0,76.6,2015.0,34.037,87.878,99.804,130.479,18.633,90.687,213.086,2.815,61.517,73.328,130.55,1323.837,130.916,27.521,222.586,600.259,192.433,121.252,87.878,322.015,0.025711,0.066381,0.07539,0.098561,0.014075,0.068503,0.160961,0.002126,0.046469,0.055391,0.098615,1.0,0.098891,0.020789,0.168137,,0.453424,0.14536,0.091591,0.066381,0.243244,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Lithuania,0.083024312,40.0
Luxembourg,LUX,607950.0,High_Income,very high human development,0.90872,0.822232582,33.8,,,,106.0,107.0,2020-03-01,-0.93458,89.3,2015.0,12.359,2.946,18.664,24.163,34.525,32.842,13.059,0.16,37.353,32.008,38.698,297.849,26.43,2.517,22.125,86.241,63.783,53.349,2.946,91.53,0.041494,0.009891,0.062663,0.081125,0.115914,0.110264,0.043844,0.000537,0.125409,0.107464,0.129925,1.0,0.088736,0.008451,0.074283,6010.36,0.289546,0.214145,0.179114,0.009891,0.307303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,80.95,2020-04-23,,2017.0,Luxembourg,0.069090505,44.0
Madagascar,MDG,26262368.0,Low_Income,low human development,0.520697,0.386175422,42.6,2008/2009 D,77.76349,11.80047,127.0,127.0,2020-01-01,0.0,43.7,2015.0,214.728,8963.867,274.709,316.244,14.836,83.669,818.818,168.903,1463.888,134.501,120.014,14044.29,285.701,9.916,1174.496,2328.056,1749.589,458.448,8963.867,544.33,0.015289,0.638257,0.01956,0.022518,0.001056,0.005958,0.058303,0.012026,0.104234,0.009577,0.008545,1.0,0.020343,0.000706,0.083628,4.61,0.165765,0.124577,0.032643,0.638257,0.038758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,9.5,100.0,2020-04-23,89.3,2017.0,Madagascar,0.005237444,126.0
Malawi,MWI,18143315.0,Low_Income,low human development,0.4854,0.346070567,44.7,2015/2016 D,52.6211,28.45138,128.0,126.0,2020-02-01,1.587302,47.0,2015.0,54.51,3410.459,306.431,98.38,19.692,30.83,760.465,20.348,434.32,97.546,139.959,7899.739,201.077,3.708,2322.017,3276.951,635.397,346.471,3410.459,230.464,0.0069,0.431718,0.03879,0.012454,0.002493,0.003903,0.096265,0.002576,0.054979,0.012348,0.017717,1.0,0.025454,0.000469,0.293936,1.27,0.414818,0.080433,0.043859,0.431718,0.029174,100.0,0.0,100.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,13.1,57.14,2020-04-23,,2017.0,Malawi,0.002253319,138.0
Malaysia,MYS,31528585.0,Upper_Middle_Income,very high human development,0.804186,,41.0,,,,122.0,122.0,2020-02-01,0.0,66.6,2015.0,1497.017,1555.336,1312.365,1027.098,380.412,655.817,2533.247,113.011,467.642,784.576,1380.161,15414.87,963.805,177.8,2566.577,7977.002,1431.447,1805.788,1555.336,2645.291,0.097115,0.100898,0.085136,0.06663,0.024678,0.042544,0.164338,0.007331,0.030337,0.050897,0.089534,1.0,0.062524,0.011534,0.1665,175.46,0.517488,0.092861,0.117146,0.100898,0.171606,100.0,100.0,100.0,0.0,100.0,100.0,66.67,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,2.5,85.71,2020-04-23,,2017.0,Malaysia,0.166385328,21.0
Maldives,MDV,,,high human development,0.718707,0.567639804,38.4,2016/2017 D,0.771989,4.843296,100.0,100.0,2020-01-01,0.0,75.5,2015.0,18.644,23.635,13.857,36.66,3.265,17.745,29.646,0.417,9.705,41.776,14.115,286.772,32.348,8.65,36.309,98.714,42.053,17.539,23.635,104.831,0.065013,0.082417,0.048321,0.127837,0.011385,0.061878,0.103378,0.001454,0.033842,0.145677,0.04922,1.0,0.1128,0.030163,0.126613,,0.344225,0.146643,0.06116,0.082417,0.365555,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Maldives,0.0015951420000000001,142.0
Mali,MLI,19077690.0,Low_Income,low human development,0.427206,0.293995129,33.0,2015 M,78.08647,10.86463,101.0,100.0,2020-02-01,1.0,45.6,2015.0,22.129,4384.098,129.227,131.053,7.132,23.681,286.692,109.882,487.605,88.31,171.347,7041.601,156.857,7.056,1036.531,1516.699,644.462,246.241,4384.098,250.1,0.003143,0.6226,0.018352,0.018611,0.001013,0.003363,0.040714,0.015605,0.069246,0.012541,0.024334,1.0,0.022276,0.001002,0.147201,15.36,0.215391,0.091522,0.034969,0.6226,0.035517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10200000.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,4.0,85.71,2020-04-23,81.8,,,,
Malta,MLT,,,very high human development,0.885266,0.814593301,29.4,,,,103.0,102.0,2020-02-01,0.980392,85.1,2015.0,14.449,1.943,12.719,19.628,10.107,20.333,22.649,0.21,17.221,14.013,23.967,205.786,19.527,1.563,27.457,88.522,36.748,23.036,1.943,55.537,0.070214,0.009442,0.061807,0.095381,0.049114,0.098807,0.110061,0.00102,0.083684,0.068095,0.116466,1.0,0.09489,0.007595,0.133425,,0.430165,0.178574,0.111942,0.009442,0.269877,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Malta,0.038486094,64.0
Marshall Islands,MHL,,,medium human development,0.697589,,,,,,,,,,49.8,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,4403319.0,Lower_Middle_Income,low human development,0.527057,0.357660002,32.6,2015 M,50.56634,18.57071,112.0,112.0,2020-02-01,0.0,52.0,2015.0,23.174,588.751,39.975,41.135,5.85,17.587,95.139,11.986,75.556,31.386,21.072,1163.337,39.089,5.496,167.141,306.526,114.645,57.811,588.751,95.604,0.01992,0.506088,0.034362,0.035359,0.005029,0.015118,0.081781,0.010303,0.064948,0.026979,0.018113,1.0,0.033601,0.004724,0.143674,1.59,0.263489,0.098548,0.049694,0.506088,0.082181,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,66.67,2020-04-23,,,,,
Mauritius,MUS,1265303.0,Upper_Middle_Income,high human development,0.796406,0.687625635,35.8,,,,107.0,106.0,2020-02-01,0.943396,65.7,2015.0,49.737,33.923,62.21,28.969,19.267,21.958,71.14,0.985,37.062,41.691,48.54,574.064,55.229,9.659,93.694,263.111,92.291,82.462,33.923,102.277,0.08664,0.059093,0.108368,0.050463,0.033562,0.03825,0.123923,0.001716,0.064561,0.072624,0.084555,1.0,0.096207,0.016826,0.163212,260.02,0.45833,0.160768,0.143646,0.059093,0.178163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,100.0,2020-04-23,,2017.0,Mauritius,0.021356313,86.0
