"OPERATOR","ADesc","Ccode","CDesc","ACode"
"A","Developing & EIEs","422","Lebanon","DEV"
"A","Developing & EIEs","426","Lesotho","DEV"
"A","Developing & EIEs","428","Latvia","DEV"
"A","Developing & EIEs","430","Liberia","DEV"
"A","Developing & EIEs","434","Libya","DEV"
"A","Developing & EIEs","450","Madagascar","DEV"
"A","Developing & EIEs","454","Malawi","DEV"
"A","Developing & EIEs","462","Maldives","DEV"
"A","Developing & EIEs","466","Mali","DEV"
"A","Developing & EIEs","478","Mauritania","DEV"
"A","Developing & EIEs","480","Mauritius","DEV"
"A","Developing & EIEs","484","Mexico","DEV"
"A","Developing & EIEs","496","Mongolia","DEV"
"A","Developing & EIEs","498","Republic of Moldova","DEV"
"A","Developing & EIEs","499","Montenegro","DEV"
"A","Developing & EIEs","500","Montserrat","DEV"
"A","Developing & EIEs","504","Morocco","DEV"
"A","Developing & EIEs","508","Mozambique","DEV"
"A","Developing & EIEs","512","Oman","DEV"
"A","Developing & EIEs","516","Namibia","DEV"
"A","Developing & EIEs","524","Nepal","DEV"
"A","Developing & EIEs","548","Vanuatu","DEV"
"A","Developing & EIEs","558","Nicaragua","DEV"
"A","Developing & EIEs","562","Niger","DEV"
"A","Developing & EIEs","566","Nigeria","DEV"
"A","Developing & EIEs","584","Marshall Islands","DEV"
"A","Developing & EIEs","585","Palau","DEV"
"A","Developing & EIEs","586","Pakistan","DEV"
"A","Developing & EIEs","590","Panama","DEV"
"A","Developing & EIEs","598","Papua New Guinea","DEV"
"A","Developing & EIEs","600","Paraguay","DEV"
"A","Developing & EIEs","604","Peru","DEV"
"A","Developing & EIEs","608","Philippines","DEV"
"A","Developing & EIEs","616","Poland","DEV"
"A","Developing & EIEs","624","Guinea-Bissau","DEV"
"A","Developing & EIEs","626","Timor-Leste","DEV"
"A","Developing & EIEs","642","Romania","DEV"
"A","Developing & EIEs","646","Rwanda","DEV"
"A","Developing & EIEs","659","Saint Kitts and Nevis","DEV"
"A","Developing & EIEs","660","Anguilla","DEV"
"A","Developing & EIEs","662","Saint Lucia","DEV"
"A","Developing & EIEs","670","Saint Vincent and the Grenadines","DEV"
"A","Developing & EIEs","678","Sao Tome and Principe","DEV"
"A","Developing & EIEs","682","Saudi Arabia","DEV"
"A","Developing & EIEs","686","Senegal","DEV"
"A","Developing & EIEs","688","Serbia","DEV"
"A","Developing & EIEs","690","Seychelles","DEV"
"A","Developing & EIEs","694","Sierra Leone","DEV"
"A","Developing & EIEs","704","Viet Nam","DEV"
"A","Developing & EIEs","706","Somalia","DEV"
"A","Developing & EIEs","710","South Africa","DEV"
"A","Developing & EIEs","716","Zimbabwe","DEV"
"A","Developing & EIEs","729","Sudan","DEV"
"A","Developing & EIEs","740","Suriname","DEV"
"A","Developing & EIEs","748","Swaziland","DEV"
"A","Developing & EIEs","760","Syrian Arab Republic","DEV"
"A","Developing & EIEs","762","Tajikistan","DEV"
"A","Developing & EIEs","764","Thailand","DEV"
"A","Developing & EIEs","768","Togo","DEV"
"A","Developing & EIEs","776","Tonga","DEV"
"A","Developing & EIEs","788","Tunisia","DEV"
"A","Developing & EIEs","792","Turkey","DEV"
"A","Developing & EIEs","795","Turkmenistan","DEV"
"A","Developing & EIEs","798","Tuvalu","DEV"
"A","Developing & EIEs","800","Uganda","DEV"
"A","Developing & EIEs","804","Ukraine","DEV"
"A","Developing & EIEs","807","North Macedonia","DEV"
"A","Developing & EIEs","818","Egypt","DEV"
"A","Developing & EIEs","834","United Republic of Tanzania","DEV"
"A","Developing & EIEs","854","Burkina Faso","DEV"
"A","Developing & EIEs","858","Uruguay","DEV"
"A","Developing & EIEs","860","Uzbekistan","DEV"
"A","Developing & EIEs","862","Venezuela (Bolivarian Republic of)","DEV"
"A","Developing & EIEs","882","Samoa","DEV"
"A","Developing & EIEs","887","Yemen","DEV"
"A","Developing & EIEs","894","Zambia","DEV"
"A","Other Developing Economies","008","Albania","DEVOT"
"A","Other Developing Economies","012","Algeria","DEVOT"
"A","Other Developing Economies","024","Angola","DEVOT"
"A","Other Developing Economies","028","Antigua and Barbuda","DEVOT"
"A","Other Developing Economies","031","Azerbaijan","DEVOT"
"A","Other Developing Economies","044","Bahamas","DEVOT"
"A","Other Developing Economies","051","Armenia","DEVOT"
"A","Other Developing Economies","052","Barbados","DEVOT"
"A","Other Developing Economies","068","Bolivia (Plurinational State of)","DEVOT"
"A","Other Developing Economies","070","Bosnia and Herzegovina","DEVOT"
"A","Other Developing Economies","072","Botswana","DEVOT"
"A","Other Developing Economies","084","Belize","DEVOT"
"A","Other Developing Economies","120","Cameroon","DEVOT"
"A","Other Developing Economies","132","Cabo Verde","DEVOT"
"A","Other Developing Economies","144","Sri Lanka","DEVOT"
"A","Other Developing Economies","178","Congo","DEVOT"
"A","Other Developing Economies","184","Cook Islands","DEVOT"
"A","Other Developing Economies","192","Cuba","DEVOT"
"A","Other Developing Economies","212","Dominica","DEVOT"
"A","Other Developing Economies","214","Dominican Republic","DEVOT"
"A","Other Developing Economies","218","Ecuador","DEVOT"
"A","Other Developing Economies","222","El Salvador","DEVOT"
"A","Other Developing Economies","226","Equatorial Guinea","DEVOT"
"A","Other Developing Economies","242","Fiji","DEVOT"
"A","Other Developing Economies","266","Gabon","DEVOT"
"A","Other Developing Economies","268","Georgia","DEVOT"
"A","Other Developing Economies","275","State of Palestine","DEVOT"
"A","Other Developing Economies","288","Ghana","DEVOT"
"A","Other Developing Economies","308","Grenada","DEVOT"
"A","Other Developing Economies","320","Guatemala","DEVOT"
"A","Other Developing Economies","328","Guyana","DEVOT"
"A","Other Developing Economies","340","Honduras","DEVOT"
"A","Other Developing Economies","368","Iraq","DEVOT"
"A","Other Developing Economies","384","Côte d'Ivoire","DEVOT"
"A","Other Developing Economies","388","Jamaica","DEVOT"
"A","Other Developing Economies","400","Jordan","DEVOT"
"A","Other Developing Economies","404","Kenya","DEVOT"
"A","Other Developing Economies","408","Democratic People's Rep of Korea","DEVOT"
"A","Other Developing Economies","417","Kyrgyzstan","DEVOT"
"A","Other Developing Economies","422","Lebanon","DEVOT"
"A","Other Developing Economies","434","Libya","DEVOT"
"A","Other Developing Economies","462","Maldives","DEVOT"
"A","Other Developing Economies","496","Mongolia","DEVOT"
"A","Other Developing Economies","498","Republic of Moldova","DEVOT"
"A","Other Developing Economies","499","Montenegro","DEVOT"
"A","Other Developing Economies","500","Montserrat","DEVOT"
"A","Other Developing Economies","504","Morocco","DEVOT"
"A","Other Developing Economies","516","Namibia","DEVOT"
"A","Other Developing Economies","558","Nicaragua","DEVOT"
"A","Other Developing Economies","566","Nigeria","DEVOT"
"A","Other Developing Economies","584","Marshall Islands","DEVOT"
"A","Other Developing Economies","585","Palau","DEVOT"
"A","Other Developing Economies","586","Pakistan","DEVOT"
"A","Other Developing Economies","590","Panama","DEVOT"
"A","Other Developing Economies","598","Papua New Guinea","DEVOT"
"A","Other Developing Economies","600","Paraguay","DEVOT"
"A","Other Developing Economies","608","Philippines","DEVOT"
"A","Other Developing Economies","659","Saint Kitts and Nevis","DEVOT"
"A","Other Developing Economies","660","Anguilla","DEVOT"
"A","Other Developing Economies","662","Saint Lucia","DEVOT"
"A","Other Developing Economies","670","Saint Vincent and the Grenadines","DEVOT"
"A","Other Developing Economies","690","Seychelles","DEVOT"
"A","Other Developing Economies","704","Viet Nam","DEVOT"
"A","Other Developing Economies","716","Zimbabwe","DEVOT"
"A","Other Developing Economies","748","Swaziland","DEVOT"
"A","Other Developing Economies","760","Syrian Arab Republic","DEVOT"
"A","Other Developing Economies","762","Tajikistan","DEVOT"
"A","Other Developing Economies","776","Tonga","DEVOT"
"A","Other Developing Economies","795","Turkmenistan","DEVOT"
"A","Other Developing Economies","860","Uzbekistan","DEVOT"
"A","ECOWAS","132","Cabo Verde","ECOWAS"
"A","ECOWAS","204","Benin","ECOWAS"
"A","ECOWAS","270","Gambia","ECOWAS"
"A","ECOWAS","288","Ghana","ECOWAS"
"A","ECOWAS","324","Guinea","ECOWAS"
"A","ECOWAS","384","Côte d'Ivoire","ECOWAS"
"A","ECOWAS","430","Liberia","ECOWAS"
"A","ECOWAS","466","Mali","ECOWAS"
"A","ECOWAS","562","Niger","ECOWAS"
"A","ECOWAS","566","Nigeria","ECOWAS"
"A","ECOWAS","624","Guinea-Bissau","ECOWAS"
"A","ECOWAS","686","Senegal","ECOWAS"
"A","ECOWAS","694","Sierra Leone","ECOWAS"
"A","ECOWAS","768","Togo","ECOWAS"
"A","ECOWAS","854","Burkina Faso","ECOWAS"
"A","Emerging Industrial Economies <incl. China>","032","Argentina","EIE"
"A","Emerging Industrial Economies <incl. China>","076","Brazil","EIE"
"A","Emerging Industrial Economies <incl. China>","096","Brunei Darussalam","EIE"
"A","Emerging Industrial Economies <incl. China>","100","Bulgaria","EIE"
"A","Emerging Industrial Economies <incl. China>","152","Chile","EIE"
"A","Emerging Industrial Economies <incl. China>","156","China","EIE"
"A","Emerging Industrial Economies <incl. China>","170","Colombia","EIE"
"A","Emerging Industrial Economies <incl. China>","188","Costa Rica","EIE"
"A","Emerging Industrial Economies <incl. China>","191","Croatia","EIE"
"A","Emerging Industrial Economies <incl. China>","196","Cyprus","EIE"
"A","Emerging Industrial Economies <incl. China>","300","Greece","EIE"
"A","Emerging Industrial Economies <incl. China>","356","India","EIE"
"A","Emerging Industrial Economies <incl. China>","360","Indonesia","EIE"
"A","Emerging Industrial Economies <incl. China>","364","Iran (Islamic Republic of)","EIE"
"A","Emerging Industrial Economies <incl. China>","398","Kazakhstan","EIE"
"A","Emerging Industrial Economies <incl. China>","428","Latvia","EIE"
"A","Emerging Industrial Economies <incl. China>","480","Mauritius","EIE"
"A","Emerging Industrial Economies <incl. China>","484","Mexico","EIE"
"A","Emerging Industrial Economies <incl. China>","512","Oman","EIE"
"A","Emerging Industrial Economies <incl. China>","604","Peru","EIE"
"A","Emerging Industrial Economies <incl. China>","616","Poland","EIE"
"A","Emerging Industrial Economies <incl. China>","642","Romania","EIE"
"A","Emerging Industrial Economies <incl. China>","682","Saudi Arabia","EIE"
"A","Emerging Industrial Economies <incl. China>","688","Serbia","EIE"
"A","Emerging Industrial Economies <incl. China>","710","South Africa","EIE"
"A","Emerging Industrial Economies <incl. China>","740","Suriname","EIE"
"A","Emerging Industrial Economies <incl. China>","764","Thailand","EIE"
"A","Emerging Industrial Economies <incl. China>","788","Tunisia","EIE"
"A","Emerging Industrial Economies <incl. China>","792","Turkey","EIE"
"A","Emerging Industrial Economies <incl. China>","804","Ukraine","EIE"
"A","Emerging Industrial Economies <incl. China>","807","North Macedonia","EIE"
"A","Emerging Industrial Economies <incl. China>","818","Egypt","EIE"
"A","Emerging Industrial Economies <incl. China>","858","Uruguay","EIE"
"A","Emerging Industrial Economies <incl. China>","862","Venezuela (Bolivarian Republic of)","EIE"
"A","Emerging Industrial Economies <excl. China>","032","Argentina","EIEX"
"A","Emerging Industrial Economies <excl. China>","076","Brazil","EIEX"
"A","Emerging Industrial Economies <excl. China>","096","Brunei Darussalam","EIEX"
"A","Emerging Industrial Economies <excl. China>","100","Bulgaria","EIEX"
"A","Emerging Industrial Economies <excl. China>","152","Chile","EIEX"
"A","Emerging Industrial Economies <excl. China>","170","Colombia","EIEX"
"A","Emerging Industrial Economies <excl. China>","188","Costa Rica","EIEX"
"A","Emerging Industrial Economies <excl. China>","191","Croatia","EIEX"
"A","Emerging Industrial Economies <excl. China>","196","Cyprus","EIEX"
"A","Emerging Industrial Economies <excl. China>","300","Greece","EIEX"
"A","Emerging Industrial Economies <excl. China>","356","India","EIEX"
"A","Emerging Industrial Economies <excl. China>","360","Indonesia","EIEX"
"A","Emerging Industrial Economies <excl. China>","364","Iran (Islamic Republic of)","EIEX"
"A","Emerging Industrial Economies <excl. China>","398","Kazakhstan","EIEX"
"A","Emerging Industrial Economies <excl. China>","428","Latvia","EIEX"
"A","Emerging Industrial Economies <excl. China>","480","Mauritius","EIEX"
"A","Emerging Industrial Economies <excl. China>","484","Mexico","EIEX"
"A","Emerging Industrial Economies <excl. China>","512","Oman","EIEX"
"A","Emerging Industrial Economies <excl. China>","604","Peru","EIEX"
"A","Emerging Industrial Economies <excl. China>","616","Poland","EIEX"
"A","Emerging Industrial Economies <excl. China>","642","Romania","EIEX"
"A","Emerging Industrial Economies <excl. China>","682","Saudi Arabia","EIEX"
"A","Emerging Industrial Economies <excl. China>","688","Serbia","EIEX"
"A","Emerging Industrial Economies <excl. China>","710","South Africa","EIEX"
"A","Emerging Industrial Economies <excl. China>","740","Suriname","EIEX"
"A","Emerging Industrial Economies <excl. China>","764","Thailand","EIEX"
"A","Emerging Industrial Economies <excl. China>","788","Tunisia","EIEX"
"A","Emerging Industrial Economies <excl. China>","792","Turkey","EIEX"
"A","Emerging Industrial Economies <excl. China>","804","Ukraine","EIEX"
"A","Emerging Industrial Economies <excl. China>","807","North Macedonia","EIEX"
"A","Emerging Industrial Economies <excl. China>","818","Egypt","EIEX"
"A","Emerging Industrial Economies <excl. China>","858","Uruguay","EIEX"
"A","Emerging Industrial Economies <excl. China>","862","Venezuela (Bolivarian Republic of)","EIEX"
"A","EU <Industrialized countries only>","040","Austria","EUI"
"A","EU <Industrialized countries only>","056","Belgium","EUI"
"A","EU <Industrialized countries only>","203","Czechia","EUI"
"A","EU <Industrialized countries only>","208","Denmark","EUI"
"A","EU <Industrialized countries only>","233","Estonia","EUI"
"A","EU <Industrialized countries only>","246","Finland","EUI"
"A","EU <Industrialized countries only>","250","France","EUI"
"A","EU <Industrialized countries only>","276","Germany","EUI"
"A","EU <Industrialized countries only>","348","Hungary","EUI"
"A","EU <Industrialized countries only>","372","Ireland","EUI"
"A","EU <Industrialized countries only>","380","Italy","EUI"
"A","EU <Industrialized countries only>","440","Lithuania","EUI"
"A","EU <Industrialized countries only>","442","Luxembourg","EUI"
"A","EU <Industrialized countries only>","470","Malta","EUI"
"A","EU <Industrialized countries only>","528","Netherlands","EUI"
"A","EU <Industrialized countries only>","620","Portugal","EUI"
"A","EU <Industrialized countries only>","703","Slovakia","EUI"
"A","EU <Industrialized countries only>","705","Slovenia","EUI"
"A","EU <Industrialized countries only>","724","Spain","EUI"
"A","EU <Industrialized countries only>","752","Sweden","EUI"
"A","EU <Industrialized countries only>","826","United Kingdom","EUI"
"A","GCC","048","Bahrain","GCC"
"A","GCC","414","Kuwait","GCC"
"A","GCC","512","Oman","GCC"
"A","GCC","634","Qatar","GCC"
"A","GCC","682","Saudi Arabia","GCC"
"A","GCC","784","United Arab Emirates","GCC"
"A","Industrialized Economies","020","Andorra","IND"
"A","Industrialized Economies","036","Australia","IND"
"A","Industrialized Economies","040","Austria","IND"
"A","Industrialized Economies","048","Bahrain","IND"
"A","Industrialized Economies","056","Belgium","IND"
"A","Industrialized Economies","060","Bermuda","IND"
"A","Industrialized Economies","092","British Virgin Islands","IND"
"A","Industrialized Economies","112","Belarus","IND"
"A","Industrialized Economies","124","Canada","IND"
"A","Industrialized Economies","136","Cayman Islands","IND"
"A","Industrialized Economies","158","China, Taiwan Province","IND"
"A","Industrialized Economies","203","Czechia","IND"
"A","Industrialized Economies","208","Denmark","IND"
"A","Industrialized Economies","233","Estonia","IND"
"A","Industrialized Economies","246","Finland","IND"
"A","Industrialized Economies","250","France","IND"
"A","Industrialized Economies","258","French Polynesia","IND"
"A","Industrialized Economies","276","Germany","IND"
"A","Industrialized Economies","304","Greenland","IND"
"A","Industrialized Economies","344","China, Hong Kong SAR","IND"
"A","Industrialized Economies","348","Hungary","IND"
"A","Industrialized Economies","352","Iceland","IND"
"A","Industrialized Economies","372","Ireland","IND"
"A","Industrialized Economies","376","Israel","IND"
"A","Industrialized Economies","380","Italy","IND"
"A","Industrialized Economies","392","Japan","IND"
"A","Industrialized Economies","410","Republic of Korea","IND"
"A","Industrialized Economies","414","Kuwait","IND"
"A","Industrialized Economies","438","Liechtenstein","IND"
"A","Industrialized Economies","440","Lithuania","IND"
"A","Industrialized Economies","442","Luxembourg","IND"
"A","Industrialized Economies","446","China, Macao SAR","IND"
"A","Industrialized Economies","458","Malaysia","IND"
"A","Industrialized Economies","470","Malta","IND"
"A","Industrialized Economies","492","Monaco","IND"
"A","Industrialized Economies","528","Netherlands","IND"
"A","Industrialized Economies","531","Curaçao","IND"
"A","Industrialized Economies","533","Aruba","IND"
"A","Industrialized Economies","540","New Caledonia","IND"
"A","Industrialized Economies","554","New Zealand","IND"
"A","Industrialized Economies","578","Norway","IND"
"A","Industrialized Economies","620","Portugal","IND"
"A","Industrialized Economies","630","Puerto Rico","IND"
"A","Industrialized Economies","634","Qatar","IND"
"A","Industrialized Economies","643","Russian Federation","IND"
"A","Industrialized Economies","674","San Marino","IND"
"A","Industrialized Economies","702","Singapore","IND"
"A","Industrialized Economies","703","Slovakia","IND"
"A","Industrialized Economies","705","Slovenia","IND"
"A","Industrialized Economies","724","Spain","IND"
"A","Industrialized Economies","752","Sweden","IND"
"A","Industrialized Economies","756","Switzerland","IND"
"A","Industrialized Economies","780","Trinidad and Tobago","IND"
"A","Industrialized Economies","784","United Arab Emirates","IND"
"A","Industrialized Economies","826","United Kingdom","IND"
"A","Industrialized Economies","840","United States of America","IND"
"A","Least Developed Countries","004","Afghanistan","LDC"
"A","Least Developed Countries","050","Bangladesh","LDC"
"A","Least Developed Countries","064","Bhutan","LDC"
"A","Least Developed Countries","090","Solomon Islands","LDC"
"A","Least Developed Countries","104","Myanmar","LDC"
"A","Least Developed Countries","108","Burundi","LDC"
"A","Least Developed Countries","116","Cambodia","LDC"
"A","Least Developed Countries","140","Central African Republic","LDC"
"A","Least Developed Countries","148","Chad","LDC"
"A","Least Developed Countries","174","Comoros","LDC"
"A","Least Developed Countries","180","Democratic Rep of the Congo","LDC"
"A","Least Developed Countries","204","Benin","LDC"
"A","Least Developed Countries","231","Ethiopia","LDC"
"A","Least Developed Countries","232","Eritrea","LDC"
"A","Least Developed Countries","262","Djibouti","LDC"
"A","Least Developed Countries","270","Gambia","LDC"
"A","Least Developed Countries","296","Kiribati","LDC"
"A","Least Developed Countries","324","Guinea","LDC"
"A","Least Developed Countries","332","Haiti","LDC"
"A","Least Developed Countries","418","Lao People's Dem Rep","LDC"
"A","Least Developed Countries","426","Lesotho","LDC"
"A","Least Developed Countries","430","Liberia","LDC"
"A","Least Developed Countries","450","Madagascar","LDC"
"A","Least Developed Countries","454","Malawi","LDC"
"A","Least Developed Countries","466","Mali","LDC"
"A","Least Developed Countries","478","Mauritania","LDC"
"A","Least Developed Countries","508","Mozambique","LDC"
"A","Least Developed Countries","524","Nepal","LDC"
"A","Least Developed Countries","548","Vanuatu","LDC"
"A","Least Developed Countries","562","Niger","LDC"
"A","Least Developed Countries","624","Guinea-Bissau","LDC"
"A","Least Developed Countries","626","Timor-Leste","LDC"
"A","Least Developed Countries","646","Rwanda","LDC"
"A","Least Developed Countries","678","Sao Tome and Principe","LDC"
"A","Least Developed Countries","686","Senegal","LDC"
"A","Least Developed Countries","694","Sierra Leone","LDC"
"A","Least Developed Countries","706","Somalia","LDC"
"A","Least Developed Countries","729","Sudan","LDC"
"A","Least Developed Countries","768","Togo","LDC"
"A","Least Developed Countries","798","Tuvalu","LDC"
"A","Least Developed Countries","800","Uganda","LDC"
"A","Least Developed Countries","834","United Republic of Tanzania","LDC"
"A","Least Developed Countries","854","Burkina Faso","LDC"
"A","Least Developed Countries","882","Samoa","LDC"
"A","Least Developed Countries","887","Yemen","LDC"
"A","Least Developed Countries","894","Zambia","LDC"
"A","African LDCs","108","Burundi","LDCAF"
"A","African LDCs","140","Central African Republic","LDCAF"
"A","African LDCs","148","Chad","LDCAF"
"A","African LDCs","174","Comoros","LDCAF"
"A","African LDCs","180","Democratic Rep of the Congo","LDCAF"
"A","African LDCs","204","Benin","LDCAF"
"A","African LDCs","231","Ethiopia","LDCAF"
"A","African LDCs","232","Eritrea","LDCAF"
"A","African LDCs","262","Djibouti","LDCAF"
"A","African LDCs","270","Gambia","LDCAF"
"A","African LDCs","324","Guinea","LDCAF"
"A","African LDCs","426","Lesotho","LDCAF"
"A","African LDCs","430","Liberia","LDCAF"
"A","African LDCs","450","Madagascar","LDCAF"
"A","African LDCs","454","Malawi","LDCAF"
"A","African LDCs","466","Mali","LDCAF"
"A","African LDCs","478","Mauritania","LDCAF"
"A","African LDCs","508","Mozambique","LDCAF"
"A","African LDCs","562","Niger","LDCAF"
"A","African LDCs","624","Guinea-Bissau","LDCAF"
"A","African LDCs","646","Rwanda","LDCAF"
"A","African LDCs","678","Sao Tome and Principe","LDCAF"
"A","African LDCs","686","Senegal","LDCAF"
"A","African LDCs","694","Sierra Leone","LDCAF"
"A","African LDCs","706","Somalia","LDCAF"
"A","African LDCs","729","Sudan","LDCAF"
"A","African LDCs","768","Togo","LDCAF"
"A","African LDCs","800","Uganda","LDCAF"
"A","African LDCs","834","United Republic of Tanzania","LDCAF"
"A","African LDCs","854","Burkina Faso","LDCAF"
"A","African LDCs","894","Zambia","LDCAF"
"A","Asian LDCs","004","Afghanistan","LDCAS"
"A","Asian LDCs","050","Bangladesh","LDCAS"
"A","Asian LDCs","064","Bhutan","LDCAS"
"A","Asian LDCs","104","Myanmar","LDCAS"
"A","Asian LDCs","116","Cambodia","LDCAS"
"A","Asian LDCs","418","Lao People's Dem Rep","LDCAS"
"A","Asian LDCs","524","Nepal","LDCAS"
"A","Asian LDCs","626","Timor-Leste","LDCAS"
"A","Asian LDCs","887","Yemen","LDCAS"
"A","Small Island LDCs","090","Solomon Islands","LDCSA"
"A","Small Island LDCs","296","Kiribati","LDCSA"
"A","Small Island LDCs","332","Haiti","LDCSA"
"A","Small Island LDCs","548","Vanuatu","LDCSA"
"A","Small Island LDCs","798","Tuvalu","LDCSA"
"A","Small Island LDCs","882","Samoa","LDCSA"
"A","MENA","012","Algeria","MENA"
"A","MENA","048","Bahrain","MENA"
"A","MENA","275","State of Palestine","MENA"
"A","MENA","364","Iran (Islamic Republic of)","MENA"
"A","MENA","368","Iraq","MENA"
"A","MENA","376","Israel","MENA"
"A","MENA","400","Jordan","MENA"
"A","MENA","414","Kuwait","MENA"
"A","MENA","422","Lebanon","MENA"
"A","MENA","434","Libya","MENA"
"A","MENA","504","Morocco","MENA"
"A","MENA","512","Oman","MENA"
"A","MENA","634","Qatar","MENA"
"A","MENA","682","Saudi Arabia","MENA"
"A","MENA","729","Sudan","MENA"
"A","MENA","760","Syrian Arab Republic","MENA"
"A","MENA","784","United Arab Emirates","MENA"
"A","MENA","788","Tunisia","MENA"
"A","MENA","792","Turkey","MENA"
"A","MENA","818","Egypt","MENA"
"A","MENA","887","Yemen","MENA"
"A","MERCOSUR","032","Argentina","MERCOS"
"A","MERCOSUR","068","Bolivia (Plurinational State of)","MERCOS"
"A","MERCOSUR","076","Brazil","MERCOS"
"A","MERCOSUR","152","Chile","MERCOS"
"A","MERCOSUR","170","Colombia","MERCOS"
"A","MERCOSUR","218","Ecuador","MERCOS"
"A","MERCOSUR","600","Paraguay","MERCOS"
"A","MERCOSUR","604","Peru","MERCOS"
"A","MERCOSUR","858","Uruguay","MERCOS"
"A","MERCOSUR","862","Venezuela (Bolivarian Republic of)","MERCOS"
"A","Other Asia & Pacific <Developing & EIEs>","090","Solomon Islands","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","184","Cook Islands","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","242","Fiji","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","296","Kiribati","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","408","Democratic People's Rep of Korea","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","548","Vanuatu","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","584","Marshall Islands","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","585","Palau","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","598","Papua New Guinea","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","626","Timor-Leste","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","776","Tonga","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","798","Tuvalu","OAP"
"A","Other Asia & Pacific <Developing & EIEs>","882","Samoa","OAP"
"A","OECD","036","Australia","OECD"
"A","OECD","040","Austria","OECD"
"A","OECD","056","Belgium","OECD"
"A","OECD","124","Canada","OECD"
"A","OECD","152","Chile","OECD"
"A","OECD","203","Czechia","OECD"
"A","OECD","208","Denmark","OECD"
"A","OECD","233","Estonia","OECD"
"A","OECD","246","Finland","OECD"
"A","OECD","250","France","OECD"
"A","OECD","276","Germany","OECD"
"A","OECD","300","Greece","OECD"
"A","OECD","348","Hungary","OECD"
"A","OECD","352","Iceland","OECD"
"A","OECD","372","Ireland","OECD"
"A","OECD","376","Israel","OECD"
"A","OECD","380","Italy","OECD"
"A","OECD","392","Japan","OECD"
"A","OECD","410","Republic of Korea","OECD"
"A","OECD","428","Latvia","OECD"
"A","OECD","440","Lithuania","OECD"
"A","OECD","442","Luxembourg","OECD"
"A","OECD","484","Mexico","OECD"
"A","OECD","528","Netherlands","OECD"
"A","OECD","554","New Zealand","OECD"
"A","OECD","578","Norway","OECD"
"A","OECD","616","Poland","OECD"
"A","OECD","620","Portugal","OECD"
"A","OECD","703","Slovakia","OECD"
"A","OECD","705","Slovenia","OECD"
"A","OECD","724","Spain","OECD"
"A","OECD","752","Sweden","OECD"
"A","OECD","756","Switzerland","OECD"
"A","OECD","792","Turkey","OECD"
"A","OECD","826","United Kingdom","OECD"
"A","OECD","840","United States of America","OECD"
"A","SAARC","004","Afghanistan","SAARC"
"A","SAARC","050","Bangladesh","SAARC"
"A","SAARC","064","Bhutan","SAARC"
"A","SAARC","144","Sri Lanka","SAARC"
"A","SAARC","356","India","SAARC"
"A","SAARC","462","Maldives","SAARC"
"A","SAARC","524","Nepal","SAARC"
"A","SAARC","586","Pakistan","SAARC"
"A","SADC","024","Angola","SADC"
"A","SADC","072","Botswana","SADC"
"A","SADC","180","Democratic Rep of the Congo","SADC"
"A","SADC","426","Lesotho","SADC"
"A","SADC","450","Madagascar","SADC"
"A","SADC","454","Malawi","SADC"
"A","SADC","480","Mauritius","SADC"
"A","SADC","508","Mozambique","SADC"
"A","SADC","516","Namibia","SADC"
"A","SADC","690","Seychelles","SADC"
"A","SADC","710","South Africa","SADC"
"A","SADC","716","Zimbabwe","SADC"
"A","SADC","748","Swaziland","SADC"
"A","SADC","834","United Republic of Tanzania","SADC"
"A","SADC","894","Zambia","SADC"
"A","Southern Africa <same as SADC>","024","Angola","SAFR"
"A","Southern Africa <same as SADC>","072","Botswana","SAFR"
"A","Southern Africa <same as SADC>","180","Democratic Rep of the Congo","SAFR"
"A","Southern Africa <same as SADC>","426","Lesotho","SAFR"
"A","Southern Africa <same as SADC>","450","Madagascar","SAFR"
"A","Southern Africa <same as SADC>","454","Malawi","SAFR"
"A","Southern Africa <same as SADC>","480","Mauritius","SAFR"
"A","Southern Africa <same as SADC>","508","Mozambique","SAFR"
"A","Southern Africa <same as SADC>","516","Namibia","SAFR"
"A","Southern Africa <same as SADC>","690","Seychelles","SAFR"
"A","Southern Africa <same as SADC>","710","South Africa","SAFR"
"A","Southern Africa <same as SADC>","716","Zimbabwe","SAFR"
"A","Southern Africa <same as SADC>","748","Swaziland","SAFR"
"A","Southern Africa <same as SADC>","834","United Republic of Tanzania","SAFR"
"A","Southern Africa <same as SADC>","894","Zambia","SAFR"
"A","South America <Developing & EIEs>","032","Argentina","SAMER"
"A","South America <Developing & EIEs>","068","Bolivia (Plurinational State of)","SAMER"
"A","South America <Developing & EIEs>","076","Brazil","SAMER"
"A","South America <Developing & EIEs>","152","Chile","SAMER"
"A","South America <Developing & EIEs>","170","Colombia","SAMER"
"A","South America <Developing & EIEs>","218","Ecuador","SAMER"
