Article_Headline,Article_url,Article_content,Article_Author,COVID Related?
Spike in calls to suicide prevention agency SOS in 2020 as more in distress amid Covid-19,https://www.straitstimes.com/singapore/spike-in-calls-to-sos-last-year-as-more-in-distress-amid-pandemic-0,"SINGAPORE - Suicide prevention agency Samaritans of Singapore (SOS) received 39,492 suicide and crisis-related calls last year.
This was up from 33,387 in 2019 - an increase of 18 per cent - as more people sought help for mental distress amid the pandemic.
Between April and June last year, which coincided with the circuit breaker and phase one of reopening, the agency received 10,671 calls, up from 7,844 in the same period in 2019.
Mr Gasper Tan, chief executive of SOS, said 2020 was a year of uncertainties, and many experienced more anxiety as the pandemic placed a strain on relationships and finances.
He added: ""At a time where uncertainty looms over most of us, anxiety and worry may amplify our reactions to day-to-day matters.""
SOS clients reported more conflicts with their romantic partners and family members, said Mr Tan.
Financial instability, or the loss of a job, was also a significant stressor as it can be damaging to an individual's self-worth, he added.
Mr Tan said some clients may also find it difficult to cope with mental health, as mental health services were interrupted and had longer wait times.
In response, SOS launched a text messaging service, Care Text, in October last year to provide support to those in distress.
Since its pilot in July, the service had completed 3,000 chats last year. Most of its clients were aged 29 and below.
Other mental health organisations also received more calls for help.
The Institute of Mental Health's mental health helpline received 48 per cent more calls between April and December last year, compared with the same period in 2019, said Health Minister Gan Kim Yong in a parliamentary response to Ms Raeesah Khan (Sengkang GRC), who asked about postpartum and mental health issues on Feb 26.
Ms Voon Yen Sing, assistant director of clinical services at the Singapore Association for Mental Health, said it received 2,719 calls last year, an increase from 2,143 in 2019.
It also saw a 50 per cent increase in the number of calls to its helpline between April and June last year, compared with the same period in 2019, she added.
Ms May Chng, head of the family support team at Brahm Centre, an organisation that provides mental health support, said the centre attended to an average of 227 calls a month from April to June last year, up from 80 a month from August 2019 to January last year.
More on this topic
More needed help during Covid-19 pandemic, say mental health experts
Don't be afraid to ask for help, says mother who contemplated suicide
Calls have continued to increase and the centre now gets more than 240 calls a month.
She added that between April and June last year, several of their new clients faced job-related stressors.
Meanwhile, the Singapore Counselling Centre attended to 70 per cent more counselling sessions from May last year, said its chief well-being officer John Shepherd Lim.
He added: ""This Covid-19 season has been tough on us. It is important for us to look forward by making the most out of the things we do have, and to support those who are in emotional or financial need.""
Total number of suicide and crisis calls received by Samaritans of Singapore
2019 - 33,387
2020 - 39,492
Total number of suicide and crisis calls received by SOS between April and June
2019 - 7,844
2020 - 10,671
Total number of calls on mental health inquiries received by the Singapore Association for Mental Health
2019 - 2,143
2020 - 2,719
Average number of calls for mental health support received monthly by Brahm Centre
August 2019 to January 2020 - 79.9
February 2020 to March 2020 - 192
April 2020 to June 2020 - 227
July 2020 to February 2021 - 243.2
More on this topic
Covid-19 mental wellness task force will look into post-pandemic needs, develop strategy
Covid-19 will have a long-tail effect on mental health, experts predict
Helplines
Samaritans of Singapore: 1800 221-4444 (24 hours)
Institute of Mental Health: 6389-2222 (24 hours)
Singapore Association for Mental Health: 1800 283-7019 (Mon to Fri, 9am to 6pm)
TOUCHline: 1800 377-2252 (Mon to Fri, 9am to 6pm)
Brahm Centre Assistline: 6655-0000 (Mon to Fri, 9am to 6pm)
After hours: 8823-0000 (WhatsApp available)",Deepa Sundar,TRUE
"More needed help during Covid-19 pandemic, say mental health experts",https://www.straitstimes.com/singapore/more-needed-help-during-pandemic-say-mental-health-experts,"SINGAPORE - When the pandemic hit last year, counsellor Sharlene Teo, 37, who has a two-year-old son, found herself struggling to balance her motherhood duties with work commitments.
Her work at the community mental health department at Fei Yue Community Services became more stressful, as clients needed more frequent sessions.
She said: ""The pandemic was not easy for me as well. I'm just the same as my clients, or any other human being going through this.""
She took frequent self-care breaks, when she would listen to relaxing music, read a book, or take a walk in the park.
Mental health professionals here said they have had to attend to more cases over the past year. More clients were dealing with depression, anxiety and suicidal thoughts amid the pandemic.
Mr Sam Roberts, centre director of Olive Branch Psychology and Counselling Services, said the organisation saw a spike in July last year, with cases increasing progressively till now.
The Singapore Counselling Centre also saw a 40 per cent increase in the number of clients from 2019 to 2020, said its chief well-being officer, Mr John Shepherd Lim.
Associate Professor John Wong, a senior consultant psychiatrist at the National University Hospital, said that stressors such as the derailment of school, work and social routines and financial woes, created a sense of hopelessness.
Prof Wong added: ""These, when placed on an vulnerable individual already under strain, could tip one over to become suicidal.""
Dr Jared Ng, a consultant at the Institute of Mental Health, said while suicidal acts are often impulsive, and crises leading to suicidal tendencies are often fleeting, what is most important is support from family and friends.
Mr Joseph Rajagopal, senior counsellor at Singapore Counselling Centre, said: ""We need to be more receptive to receiving help and seeking help for our loved ones, instead of being hindered by the belief that we are going to be labelled as mental patients.""
Mr Joseph said that as the first line of support for suicidal people, family members must go the extra mile and talk to them about their struggles.
Ms Teo said people should be careful not to minimise the experiences of those vulnerable to suicide.
She said: ""Even if you cannot walk that journey for them, you can walk alongside them.""
She added that suicide was not a problem unique to any age group.
The elderly who live alone, caregivers who had to care for young children, and students who were troubled by conflict at home were all vulnerable, said Ms Teo.
Mr Jim Bek, 58, a counsellor working with youth, once saw someone jumping off a building and that motivated him to work harder for his clients.
He said: ""Suicide knows no boundary of age, ethnicity, belief, or timeline. I don't want them to become another statistic on the chart.""
More on this topic
Spike in calls to suicide prevention agency SOS in 2020 as more in distress amid Covid-19
Don't be afraid to ask for help, says mother who contemplated suicide
Helplines
Samaritans of Singapore: 1800 221-4444 (24 hours)
Institute of Mental Health: 6389-2222 (24 hours)
Singapore Association for Mental Health: 1800 283-7019 (Mon to Fri, 9am to 6pm)
TOUCHline: 1800 377-2252 (Mon to Fri, 9am to 6pm)
Brahm Centre Assistline: 6655-0000 (Mon to Fri, 9am to 6pm)
After hours: 8823-0000 (WhatsApp available)
More on this topic
Covid-19 mental wellness task force will look into post-pandemic needs, develop strategy
Covid-19 will have a long-tail effect on mental health, experts predict",Natalie Tan,TRUE
"Don't be afraid to ask for help, says mother who contemplated suicide",https://www.straitstimes.com/singapore/dont-be-afraid-to-ask-for-help-says-mother-who-contemplated-suicide,"SINGAPORE - All Jenny (not her real name), a working mother of two, had heard from 10pm to 5am one night was the wailing of her children - a toddler and an infant.
Each time Jenny, who is in her 30s, coaxed one child to sleep, the other would cry again. While she was at her wits' end, her husband, a healthcare worker, was at work completing an overnight shift.
Please subscribe or log in to continue reading the full article.
Get unlimited access to all stories at $0.99/month
Latest headlines and exclusive stories
In-depth analyses and award-winning multimedia content
Get access to all with our no-contract promotional package at only $0.99/month for the first 3 months*
Subscribe Now
*Terms and conditions apply",Deepa Sundar,TRUE
Voices of Youth: Regular exercise has positive impact on mental health,https://www.straitstimes.com/opinion/forum/voices-of-youth-regular-exercise-has-positive-impact-on-mental-health,"I have met peers who faced depression, anxiety and eating disorders, engulfed by challenges ranging from academic pressure to relationship obstacles and family issues.
It is very heartening to see the Government setting up a task force to help children with mental health (A variety of resources available to ensure children's mental health, March 4).
But because teenagers often keep their mental issues to themselves, I would like to share something they can do to fight their demons - exercise.
There are many clinical trials supporting the benefits of exercise in tackling mental illnesses.
One study showed that exercising lowered the need to use anti-depressants in major depressive disorder patients, while another showed how exercising may have a positive impact on a core brain region involved in depression.
Exercise could potentially treat mental illnesses rather than just prevent them.
Exercising three times a week has been shown to improve mental illness.
Just moderate or low intensity exercise can still be helpful in tackling the illnesses.
I encourage people to exercise when they are feeling down. Calm the mind, enjoy the thrill from exercising and enjoy the satisfaction of feeling healthier, younger and more refreshed.
Keng Xin Yi, 19
A-level graduate",,TRUE
Letter of the week: Do inspiring women's stories set impossible benchmark instead?,https://www.straitstimes.com/opinion/forum/letter-of-the-week-do-inspiring-womens-stories-set-impossible-benchmark-instead,"Every year when International Women's Day comes round, there are many stories published of women juggling successful careers while raising young children, grateful for the ""village"" that helps them become what the media hails as the ""women who have it all"".
I used to read these stories in earnest, looking for hacks and inspiration to achieve similar success as a woman facing the exact same challenges - trying to achieve professional success, raising two children, and being a good wife and daughter.
Perhaps it was the increased focus on mental health issues in the media, or that I have found time to reflect upon my own experience, but I began to wonder if such stories are indeed inspiring, or if they instead set an impossible benchmark for working mothers out there.
After all, not everyone has access to a ""village"" and, therefore, an inability to have it all may exacerbate a mother's guilt, create resentment and cause her to feel a lack of achievement.
On the surface, I looked like I had it all, but the grind to get there resulted in a deep sense of hopelessness that I came to realise was depression. Thankfully, months of psychotherapy enabled me to achieve clarity of purpose and helped me realise that I am good enough.
It would perhaps be more inspiring if the media could publish stories of working mothers who work within the challenges that life has thrown them, and have them share with others where they find sources of strength to carry on. These stories may be less newsworthy but are surely more real.
It is my hope that we can find a new narrative that ""every mother is a good mother"", ""every mother tries her best"" or ""don't be afraid to be good enough"", because there may be a dark side in trying to attain the ""holy grail"".
Tracy Ang",,TRUE
Welfare of pets as important as their owners in a pandemic: Experts,https://www.straitstimes.com/life/the-welfare-of-pets-is-as-important-as-the-welfare-of-their-owners-in-a-pandemic-say-experts,"SINGAPORE - With borders closed and work-from-home arrangements in place, many families have welcomed pets into their lives in the past year.
The number of licensed dogs and pet shops has been increasing steadily over the past years, says the Animal & Veterinary Service (AVS), which is under the National Parks Board. It adds that the number of puppies commercially imported from places like Ireland, the United States, Hong Kong and Taiwan also increased last year.
Please subscribe or log in to continue reading the full article.
Get unlimited access to all stories at $0.99/month
Latest headlines and exclusive stories
In-depth analyses and award-winning multimedia content
Get access to all with our no-contract promotional package at only $0.99/month for the first 3 months*
Subscribe Now
*Terms and conditions apply",Anjali Raguraman,TRUE
Mental health advocate sets up charity to guide community in suicide prevention,https://www.straitstimes.com/singapore/mental-health-advocate-sets-up-charity-to-guide-community-in-suicide-prevention,"SINGAPORE - In her early years of volunteering with families in crisis, mental health advocate Dr Sally Thio encountered a young girl in need of help. Separated from her father and sister, the girl was struggling, trying to cope with her parents' divorce and her upcoming exams.
Dr Thio said: ""One night she called me and said 'everything is better' and that she wanted to treat me to breakfast the next morning. She seemed so happy when we had that breakfast.
""Unfortunately, that was the last time I would see her. The reason she felt better that morning was because she had decided to end her life.""
The traumatic episode led Dr Thio to devote over 30 years to improving the lives of persons with mental health issues, culminating in her setting up local charity Caring for Life (CFL) in April last year.
The charity, which aims to establish a community approach to suicide prevention, was founded by Dr Thio and philanthropists Keith Chua and Hsieh Fu Hua.
Since August last year, it has trained more than 300 participants from different organisations through a customised programme, which teaches participants to recognise signs of suicidal ideation at the workplace, school or within the home.
The programme is called LIFE - an acronym for Listen, Inquire directly, Find lifelines, and Engage professional help.
Through it, participants learn to recognise signs, engage individuals with suicidal ideation, and connect them with community resources for suicide intervention.
It also stresses safety in engaging conversations that foster open talk to address suicide.
Mr Chua, who serves as the board chairman of the charity, said: ""The intention of CFL is not to duplicate the existing services in this area. Where we fit in is in the early intervention and prevention category, where a lot more can be done.
""Because of stigma, many people with mental health issues are not seeking professional help. We hope CFL's programme will help the community gain a better understanding and also enable those who are not yet seeking proper help to do so in time.""
Dr Thio, who serves as CFL's executive director, sought to develop the LIFE programme's curriculum with a strong emphasis on community effort.
She said: ""We tend to do better with a strong social network of friends and family. As such, I am led to believe that suicide prevention efforts must involve the community, especially the loved ones and close friends of the individuals at-risk of suicide.""
CFL has collaborated with organisations such as the Institute of Mental Health, Samaritans of Singapore and ground-up movement SGFamilies.
More on this topic
SOS launches text-based suicide prevention service, appeals for more volunteers
Covid-19 mental wellness task force will look into post-pandemic needs, develop strategy
Ms Carol Loi, co-founder of SGFamilies, said she participated in the programme to support those struggling with suicidal ideation as well as their next-of-kin.
""The programme helped me better understand how to broach the difficult topic of suicide and recognise that bringing the issue out in the open is helpful,"" she said.
Despite the progress she has witnessed and initiated in Singapore's mental health sector over the years, Dr Thio still remembers that young girl who ended her life years ago and asks herself the same questions:
""The questions from back then still ring in my ears today. What else could I have done? What did I miss? What now?
""If there is one thing I can take from that incident, it is this: I should have Listened and Inquired more, Found a Lifeline and Engaged a Professional's Help.""
Readers can find out more information about CFL and the LIFE programme at this website.
Helplines
Samaritans Of Singapore: 1800-221-4444
Singapore Association For Mental Health: 1800-283-7019
Institute Of Mental Health's Mobile Crisis Service: 6389-2222
Care Corner Counselling Centre (Mandarin): 1800-353-5800
Silver Ribbon: 6386-1928
Tinkle Friend: 1800-274-4788",Malavika Menon,TRUE
"Budget debate: Covid-19 mental health task force to look into post-pandemic needs, develop national strategy",https://www.straitstimes.com/singapore/politics/covid-19-mental-wellness-task-force-will-look-into-post-pandemic-needs-develop,"SINGAPORE - The Covid-19 mental health task force will be transformed into an inter-agency platform to oversee mental health and well-being efforts beyond the pandemic.
Announcing this during the debate for his ministry's budget on Friday (March 5), Senior Minister of State for Health Janil Puthucheary said the task force will focus on ""cross-cutting issues that require multi- and inter-agency collaborations"".
The pandemic has brought mental health issues to the forefront, with more seeking help for such conditions during the outbreak.
Dr Janil said that the task force, which was set up in October last year to look into the psycho-social impact of the pandemic on the population, has highlighted three areas to be worked on.
First, it will develop a national mental health and well-being strategy to align and guide the work of various agencies in the area. Second, it will develop a national mental health resources webpage to help individuals access useful and accurate information.
Third, it will establish a national mental health competency training framework to align and standardise training curricula on mental health in the community.
Task force chairman Chua Hong Choon told The Straits Times on Friday that the Institute of Mental Health (IMH) will lead the development of this framework.
Its work will include coming up with a national mental health curriculum for the management of mental health issues among front-line workers, and more training to bridge the knowledge gap on mental health among general practitioners.
He added that while the pandemic negatively impacted the well-being of those here in many ways, it also produced three positive outcomes.
First, multiple agencies are now coming together with renewed impetus to support people who experience mental health distress.
Second, there is greater awareness that mental health issues are not uncommon as more people come forward to share their experiences publicly.
""This helps to de-stigmatise mental health conditions, and encourage more people to self-care and seek help from the community,"" said Professor Chua.
Third, there is also a strong commitment at the government level to invest resources to further strengthen mental health resilience in the population.
""There is a saying within the task force that as we vaccinate ourselves against the Covid-19 virus, building resilience is our 'vaccine' against mental health issues,"" said Prof Chua.
The task force is to be transformed by the middle of this year, and more details will be shared when ready.
More on this topic
Coronavirus: Mental health, the pandemic's hidden crisis
Covid-19 will have a long-tail effect on mental health, experts predict
Singapore's mental health landscape
Dr Janil said in Parliament that Singapore is on track to meet its end-of-year targets for the Community Mental Health Masterplan, which was launched in 2012 and enhanced in 2017.
In 2017, then Senior Minister of State for Health Amy Khor had said that Singapore would set up 50 community outreach teams and 18 community intervention teams by the end of 2021.
Dr Janil updated the House that 50 community outreach teams have already been set up and reached out to over 350,000 persons with mental health or dementia needs, while 21 community intervention teams have been established to provide mental health interventions such as psycho-social therapeutic interventions and counselling; ahead of the previous timeline.
Singapore also now has over 220 general practitioners and 14 polyclinics that can provide patients with either mental health or dementia services, or both.
Speaking in the same debate, Parliamentary Secretary for Health Rahayu Mahzam added that in August last year, the ""Brave the New"" campaign was launched to build the psychological resilience of individuals.
The campaign provided tips for self-care, and information to support their peers and loved ones, and reached 2.1 million Singaporeans.
Ms Rahayu said that three-quarters of those surveyed reported being more motivated to help themselves or others in their mental wellbeing.
In order to complement this, the ""Hi!JustCheckingIn"" movement kicked off in January this year to equip targeted segments of the population with the appropriate skills to help them identify and reach out to those who may need support.
""Building a supportive community is important, to encourage Singaporeans to seek help if they are unable to cope,"" said Ms Rahayu.
More on this topic
Staying in, burning out: Covid-19 casts spotlight on mental health at work
Covid-19 provides good opportunity to improve awareness and resources on mental health: Experts
Physical infrastructure
Dr Janil noted that refurbishment works at IMH, which began in 2018, are expected to be completed by the end of 2022.
Upon completion, IMH will have a new short-stay unit to manage patients who need a few days of observation and treatment, six upgraded acute psychiatric wards with modular flexibility for more efficient care of patients, and two new rehabilitative wards mimicking a home environment to facilitate recovery.
It will also have an upgraded child and adolescent psychiatry ward to provide inpatient psychiatric care for younger patients and an upgraded Addiction Medicine ward to facilitate recovery and rehabilitation of patients.
Helping the young and old
Turning to the subject of youth mental health, Dr Janil noted that the Integrated Youth Service - a programme giving at-risk youth access to coordinated mental health and social support services - has been piloted in partnership with the Agency for Integrated Care (AIC), IMH and community partner Care Corner.
Since April last year, the latter has begun community outreach using online platforms, and has reached out to over 2,600 users online.
Dr Janil added that MOH and AIC have also worked with other community partners to set up youth community outreach teams to reach out to young people in mental distress to provide basic emotional support and resources.
Such teams also engage families to understand stressors the youth may be facing, as well as their situation at home, and help provide links to social and health services.
More on this topic
$1m fund launched to help young people facing mental health issues
Students taught how to spot signs of distress and get help
Help for seniors at risk of mental health conditions or dementia
There are teams that reach out to residents and their caregivers to provide information on mental health or dementia, basic emotional support, and link them to the appropriate health or social services where necessary.
Seniors at risk of social isolation are connected to befrienders by the active ageing centres, the Silver Generation Office and local grassroots organisations.
These befrienders will reach out to the seniors on a regular basis, provide companionship and encourage them to participate in social activities. Seniors can also sign up with CareLine, a 24/7 social support hotline that provides tele-befriending services as well as emergency response to seniors in distress.
Ms Rahayu added that many seniors were mentally and physically affected during the pandemic, especially during the circuit breaker last year.
She said that last year, the virtual ""Balik Kampung"" programme was trialled and linked 100 seniors with 22 senior activity centres for mentally stimulating activities.
""With good feedback on how it has helped seniors stay socially connected, we will ramp up these efforts,"" she said.
Dr Janil said: ""Our ability to get this far was the result of many years of investing in our people, facilities, systems, research and capabilities. We must learn the lessons from this experience. The preparations for the next crisis are under way and require that we keep ourselves and our healthcare system in good health. Prevention is best; preparation is also necessary.""
More on this topic
Fewer elderly residents satisfied with life during Covid-19 pandemic: Survey
Coronavirus: Elderly hit hard by social isolation amid circuit breaker measures",Timothy Goh,TRUE
Budget debate: New task force to boost women and children's health,https://www.straitstimes.com/singapore/health/helping-children-get-a-head-start-even-before-they-are-born,"SINGAPORE - A new inter-agency task force has been set up to ensure there is comprehensive support to help women prepare for motherhood, and help children attain good health and well-being from their early years.
Local research by the Growing Up in Singapore towards Healthy Outcomes, or Gusto, study has shown that a mother's health can directly influence her child's development, and that a child's early years can have a lasting impact on later life outcomes.
""These findings underscore the importance of intervening early in life to prevent disadvantages from snowballing, and that parents play a key role to a child's longer-term development,"" said Second Minister of Health Masagos Zulkifli at the Ministry of Health's budget debate on Friday (March 5).
He will chair the task force that will oversee the development and implementation of a five-year Child and Maternal Health & Well-being action plan.
""Its scope will span from preconception to adolescents aged 18 years old - many critical developmental milestones occur then,"" said Mr Masagos, who is also the Minister for Social and Family Development.
""These are part of our larger efforts to improve the population's health by addressing individual health needs and modifiable risk factors, beyond the healthcare domain.""
The task force will bring together various agencies such as the Early Childhood Development Agency, Health Promotion Board, Ministry of Culture, Community and Youth , Ministry of Education, Ministry of Social and Family Development, Prime Minister's Office and public healthcare clusters.
Discussions on what will be in the plan started at the beginning of the year and will continue this year. The plan will be implemented in phases, with the first phase expected to be ready by early next year.
Professor Chong Yap Seng, a member of the action plan's work group, said they will look at how to keep women in good physical and mental health for motherhood, support the development of a healthier next generation and reduce the prevalence of childhood obesity through sustained lifestyle changes.
Prof Chong, who is the executive director of the Singapore Institute for Clinical Sciences, A*Star (Agency for Science, Technology and Research), said that poor mental health in pregnant women has been shown to have an adverse impact on their children.
Nearly 40 per cent of the mothers in the Gusto study had high levels of depressive symptoms, which were associated with changes in their babies' brains on magnetic resonance imaging (MRI) at birth, which persisted even at four years of life, he said.
""The children of mothers with high levels of depressive symptoms also performed poorer in tests of their socio-emotional regulation, executive function, reasoning, memory and other pre-academic skills at four years of age.""
Prof Chong, who is the study's lead principal investigator and dean of the National University of Singapore's Yong Loo Lin School of Medicine, said that other studies have shown that mental health disorders are a major burden among children and adolescents in Singapore.
""Approximately one in 10 pregnant women exhibits clinical symptoms of depression. One in 25 women has depressive symptoms after delivery that required intervention,"" said another action plan work group member, Associate Professor Chan Yoke Hwee, who is chairman of the division of medicine at KK Women's and Children's Hospital.
More on this topic
Experts call for more help for low-income families to meet kids' developmental, health needs
Intervention programme has positive impact on children from low-income families in Singapore, study finds
""This problem is not uncommon, and can be detected through systematic screening and assessment. However, the challenges lie in raising awareness in the society about this issue and encouraging women to undergo assessment and intervention if required.""
Prof Chong said: ""Pregnancy is like national service, so employers have to be fair to them. Maybe maternity leave needs to be enhanced or lengthened.""
In coming up with various initiatives, the task force will also help to boost flagging fertility rates and reduce the mental health burden in mothers and children, he said.
Furthermore, Singapore has one of the highest rates of gestational diabetes in the world. These mothers have a two in five chance of going on to have diabetes or pre-diabetes within the next six years and their children will have a higher risk of obesity, diabetes and neuro-behavioural issues, said Prof Chong.
More on this topic
Launch of wellness hub with enhanced health screenings and support for mothers and young children
S'pore launches activity guideline to improve health of children and teens
""Women are starting their families later and having (fewer) children. We are not replacing ourselves. Beyond this scary demographic reality, older mothers will have more health issues during pregnancy,"" said Prof Chong.
""The Government recognises that a lot of health and well-being issues stem from early life... There's a need to protect and optimise our human capital.""",Joyce Teo,TRUE
Digital resources available to help parents learn about children's mental well-being: Eric Chua,https://www.straitstimes.com/singapore/digital-resources-available-to-help-parents-learn-about-childrens-mental-well-being-eric,"SINGAPORE - Parents today can tap on a variety of digital resources to better support their children's mental health, said Parliamentary Secretary for Social and Family Development Eric Chua.
These include the Share-the-Care video series by Families for Life, which covers topics such as building strong family relationships, as well as his ministry's Positive Parenting Programme (Triple P) that outlines evidence-based techniques to promote children's psychological, social and emotional competence.
Families for Life is a people-sector council under the Ministry of Social and Family Development, comprising 15 volunteers from the people and private sectors.
On top of that, the Temasek Foundation and Agency for Integrated Care has developed a microsite to address mental health challenges arising from the Covid-19 pandemic, Mr Chua said.
Called MyMentalHealth, the website is a repository of articles and resources to help caregivers and parents manage mental health stress.
Mr Chua was responding in Parliament to Ms Carrie Tan (Nee Soon GRC), who had asked about inter-ministry efforts to promote youth mental health awareness among parents.
On the reach of the Triple P, he said more than 30,000 parents had benefited from the programme to date. After three months, parents reported a 20 per cent reduction in their children's scores for problematic behaviour, as well as their own parenting stress scores.
Parents can sign up for the programme by contacting the Parenting Support Providers serving their child’s school or region, or approach the child’s school teacher-in-charge of parenting programmes.
He added that more than 1,500 individuals - including young people, parents and mental health professionals - also came together to start the Youth Mental Well-Being Network last year. This network is supported by the Ministry for Social and Family Development, as well as the Health and Education ministries.
""We have parents coming back to tell us that they now have greater parenting competence,"" he added.
Ms Tan then asked if there are plans to take such programmes offline and into the real world, especially for parents who may not ""naturally gravitate"" towards finding information online.
Online platforms are being heavily used at present given the ongoing pandemic, Mr Chua replied, but added that his ministry will nevertheless work with community partners as much as possible.
More on this topic
S'pore has to step up efforts to protect children's mental health early: President Halimah
250 families in Jalan Besar to get help with mental health issues and digital literacy",Linette Lai,TRUE
"PSLE 2021 grading changes: Parents should be cheerleaders, not critics",https://www.straitstimes.com/singapore/parenting-education/psle-2021-grading-changes-parents-should-be-cheerleaders-not-critics,"SINGAPORE - When Ms Stacy Cheng's oldest child was in Primary 6, her teacher started a countdown to the Primary School Leaving Examination (PSLE) on the first day of school.
""How not to be stressed even if you are a relaxed parent or child?"" says Ms Cheng, 48, a financial services director who has three daughters aged 11 to 19.
Please subscribe or log in to continue reading the full article.
Get unlimited access to all stories at $0.99/month
Latest headlines and exclusive stories
In-depth analyses and award-winning multimedia content
Get access to all with our no-contract promotional package at only $0.99/month for the first 3 months*
Subscribe Now
*Terms and conditions apply",Stephanie Yeo,TRUE
"British press were 'destroying my mental health', says Prince Harry",https://www.straitstimes.com/life/entertainment/british-press-were-destroying-my-mental-health-says-prince-harry,"NEW YORK (AFP) - Britain's Prince Harry said in a rare one-on-one interview that he left royal life because the British press was ""destroying"" his mental health, and revealed he watches The Crown.
Harry gave an intimate insight into his young family's new life in Los Angeles during an open-top bus tour of the city with The Late Late Show host James Corden.
""We all know what the British press can be like, and it was destroying my mental health,"" said Harry, who relocated to the United States with wife Meghan Markle last year.
""I was, like, this is toxic. So I did what any husband and what any father would do. I need to get my family out of here.""
Harry and Markle's shock announcement in January 2020 that they were stepping back from royal duties rocked Britain's royal family, with British newspapers dubbing it ""Megxit"".
Earlier this month, Buckingham Palace announced that the couple had permanently quit royal duties following a one-year review of the new arrangement.
Queen Elizabeth II ordered the Duke and Duchess of Sussex, as they are formally known, to relinquish their honorary titles and patronages.
""It was never walking away,"" Harry, 36, told Corden. ""It was stepping back rather than stepping down. It was a really difficult environment.""
Harry has long had a difficult relationship with Britain's tabloids, blaming press intrusion for contributing to his mother Princess Diana's death in a car crash in 1997.
Earlier this month, Markle won a high-profile privacy claim against Associated Newspapers for publishing a private letter that she wrote to her estranged father.
Harry said he was ""more comfortable"" with the portrayal of the royal family in the hit Netflix series The Crown than he is with newspaper stories written about him and his family.
""They don't pretend to be news. It's fictional,"" Harry said of the show.
""It's loosely based on the truth. Of course, it's not strictly accurate, but it gives you a rough idea about what that lifestyle, what the pressures of putting duty and service above family and everything else, what can come from that.""
More on this topic
Prince Harry and Meghan to break silence in Oprah interview
Prince Harry and Meghan make final split with British royal family
Harry, who remains sixth in line to the throne, revealed that he would like to see actor Damian Lewis play him in future series.
The prince admitted during the relaxed chat that it was the first time he had ever been on an open-top bus.
Harry and Corden visited the house from hit 1990s US TV series The Fresh Prince Of Bel-Air. They voice-called Markle, who referred to Harry as ""Haz"".
Harry said that he had Zoomed with the Queen and Prince Philip so they could see their great-grandson Archie.
The prince revealed that Archie's first word was ""crocodile"" and that the Queen had sent Archie a waffle maker for Christmas.
Harry also described evenings at their Santa Barbara home.
""Depending on how the day's been and how busy it's been, we do Archie's tea, give him a bath, read him a book, put him down, go downstairs.
""Meg might cook a meal, might order a takeaway, go upstairs sit in bed, turn the TV on, watch some Jeopardy, maybe watch a little bit of Netflix,"" the prince said.
The release of the interview comes a week before Harry and Markle's controversial interview with Oprah Winfrey will air.
More on this topic
Meghan Markle wins privacy claim against British news group
Britain's Prince Harry and Duchess Meghan expecting second child",,TRUE
Dealing with a loss of faith and the will to live,https://www.straitstimes.com/opinion/dealing-with-a-loss-of-faith-and-the-will-to-live,"The young man came from a Christian family and of parents who were missionaries. He was intelligent and sensitive, and read a great deal, particularly on science, which he loved. Growing up, he was a passionate Christian.
But at some inexplicable point, he started asking himself questions about the perennial problem of evil, and these questions turned to negations and grew into a crisis of faith from which he emerged bereft of his Christian faith.
Please subscribe or log in to continue reading the full article.
Get unlimited access to all stories at $0.99/month
Latest headlines and exclusive stories
In-depth analyses and award-winning multimedia content
Get access to all with our no-contract promotional package at only $0.99/month for the first 3 months*
Subscribe Now
*Terms and conditions apply",Chong Siow Ann,TRUE
