,username,text,retweets,favorites,replies,tweet_id,user_id,date,hashtags,mentions,tweet_location,user_location,city,state,country
2514,RohitPachauri5,facebookapp some one hack my maternal uncle face book id which with name as nand kumar saraswat now it be not able to access and for security purpose please delete that account cyber uppolice mathurapolice please take necessary action,0,0,0,1249034566938980353,3260827783,2020-04-11 18:00:21+00:00,,@facebookapp @cyber @Uppolice @mathurapolice,,"New Delhi, India",New Delhi,Delhi,India
2532,billions2one,bjp https wwtimesnownewscomindiaarticlepresidentramnathkovindwifesavitakovindharassedmisbehavedwithduringodishavisittojagannathtemple246448 in a shock incident president ram nath kovind and his wife savita kovind be misbehave with during their trip to temple,0,0,0,1263223618181488645,242795355,2020-05-20 21:42:34+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
2556,Shoe_tea,women be bear the brunt of the fallout of covid19 rather unequally especially with the rise in domestic violence case look forward to this tweetchat thank you for share,0,4,2,1262678178864250882,278124530,2020-05-19 09:35:11+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
2557,sanjukta,young girls women should have no shame in anything be it their body image or career or sex life or romance dream desire have no fear of risky pursuit of failure or loneliness or even violence no fear or shame in sexual assault rather get angry report seek justice,1,10,2,1263003071610748928,7370332,2020-05-20 07:06:12+00:00,,,,New Delhi,New Delhi,Delhi,India
2582,JaasBull,what an awesome cause sponsor a brick to save animals who get leave behind due to domestic violence here,0,2,0,1263063713872875521,585997066,2020-05-20 11:07:10+00:00,,,,AUT,,Himachal Pradesh,India
2588,respectbtson,whoever it be i m totally excite army s let s burn the industry,0,0,0,1263125147537428480,1094075460084891648,2020-05-20 15:11:17+00:00,,,,India,,Madhya Pradesh,India
2610,neerajkarncool,glorify rape acid attack terrorism domestic violence murder promote love jihad hatred animal cruelty these be few achievements of tiktok if these things do nt give you a reason to bantiktokinindia than i do nt know what will,4,10,0,1262633877383688195,814794290564132864,2020-05-19 06:39:09+00:00,#TikTok #BanTikTokInIndia,,,India,,Madhya Pradesh,India
2615,JackeyGiri,someone help me please to save my sister she s diagnose with stomach cancer i m so much scar i do nt want to loose her beingsalmankhan anushkasharma yuvstrong12 ajaydevgn sudhir_zeenews_ anjanaomkashyap carryminati srbachchan i admire all of you as as my favorites,0,0,0,1263223264706473984,1262508452800335881,2020-05-20 21:41:10+00:00,,@BeingSalmanKhan @AnushkaSharma @YUVSTRONG12 @ajaydevgn @sudhir_zeenews_ @anjanaomkashyap @CarryMinati @SrBachchan,,"New Delhi, India",New Delhi,Delhi,India
2617,vinuk88,i be stay in my inlaws house my own house be 9 km away as the interior work be go on i have keep some of the wood items in the balcony as it s continuously rain i request you to grand me two hr of permission to go there and keep the items inside blrcitypolice,0,0,0,1248245025386795009,589197140,2020-04-09 13:42:59+00:00,,@BlrCityPolice,,"Bangalore, India",Bengaluru,Karnataka,India
2667,nkoshie,indeditorsguild be concern about the grow pattern of misuse of criminal laws to intimidate journalists and ask govts to stop threaten journalists with the aim to find source action against mahendermanral of indianexpress dhaval patel of face of nation condemn,0,0,0,1260804387024191488,134731713,2020-05-14 05:29:25+00:00,,@IndEditorsGuild @mahendermanral @IndianExpress,,India ,,Madhya Pradesh,India
2672,vickyswamy,hey facebook do anyone real work at your company my father fb account get hack and without a single notification his email username and password be all change so now he can t access it facebookhelpcen win t give me a response show you really care abt the users,0,0,0,1261686975779622914,164153920,2020-05-16 15:56:30+00:00,,@Facebook @FacebookHelpCen,,"Bangalore, India",Bengaluru,Karnataka,India
2685,Kesari01252240,pervert do my comment have sexual angle anyway gandhi do 2 mistake 1 he have all power to stop division of india but he keep quiet because of nehru 2 he confuse remain muslims here to stay back with his peace statement,0,0,0,1262902613206618113,1234182614988226560,2020-05-20 00:27:01+00:00,,,,"Bengaluru, India",Bengaluru,Karnataka,India
2687,NirajSi48463635,it be call evolution if indian women have change a lot so do the men recently adultery be no more crime if you can empower homosexual then women have the freedom to choose herself but these kind of women end up their life after taste money loneliness it s fair,0,0,0,1263028210142285824,1141966080002277376,2020-05-20 08:46:05+00:00,,,,"Tamil Nadu, India",,Tamil Nadu,India
2689,amanjha17,odisha_police dgpodisha allotment no418 chandan kumar rout constable post at bhadrak sp office as administrative clerk be use abusive langugae and make false allegations request you pls look into this matter our family be feel unsafe,0,0,1,1262256042081165312,167014228,2020-05-18 05:37:46+00:00,,@odisha_police @DGPOdisha,,"Baleshwar, Odisha, India",,Odisha,India
2694,Squirrelly_Sour,case of dowry be 10 in 100 or maybe 12 while triple talak domestic violence and slavery for a lifetime be 100 in 100 now justify this ye bolke ki that have nothing to do with religion,6,15,2,1262755345115447299,1240269446679150594,2020-05-19 14:41:49+00:00,,,,"Ayodhya, India",,Uttar Pradesh,India
2699,kktotlani,since the time the depression form over bay of bengal on may20 till the cyclone make the landfall the imd s predictions about the path it will take amp the time be accurate amp help the disaster response machinery plan amp execute them to minimise the damage effectivelyimd,2,6,0,1263104020060663810,282050428,2020-05-20 13:47:20+00:00,,,,Jaipur,Jaipur Municipal Corporation,Rajasthan,India
2708,namitabhandare,yes shruti thank for join and do stay with us we ll be talk about domestic violence as well,0,3,0,1262678454190829568,57671815,2020-05-19 09:36:17+00:00,,,,New Delhi,New Delhi,Delhi,India
2714,vishy1963,paatallokreview paatalok paatal_lok anushkasharma dcwdelhi reallyswara swatijaihind butt amp storyline of ott series can be appreciate but depict deplorable disgust scenes amp degrade women whorrible sexual assault in front of own family amp outsiders in open,0,0,1,1262598951074578435,716402802,2020-05-19 04:20:22+00:00,#PaatalLokReview #PaataLok #Paatal_Lok,@AnushkaSharma @DCWDelhi @ReallySwara @SwatiJaiHind @butt,,Delhi,Delhi,Delhi,India
2757,SamratC16986839,who say to jump with a gun a movement can be multifaceted 1 media limelight 2 send money to bd hindus and make them powerful 3 demographics change with promote more children 4 penetration in govt army 5 strong network 6 final assault it can be in phase,0,1,0,1262704346770227201,1246159514891505665,2020-05-19 11:19:10+00:00,,,,India,,Madhya Pradesh,India
2765,kaushikramasamy,fascism intolerance assault on freedom of expression cry none where be our virtue signallers now,0,1,0,1262684755620855808,1117307669579042817,2020-05-19 10:01:19+00:00,,,,Chennai,சென்னை - Chennai,Tamil Nadu,India
2769,rahuldal000,tik tokiyas be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they do nt you think they should be ban bantiktoklnlndia,3,2,0,1262624151526731782,779362764204576768,2020-05-19 06:00:30+00:00,#BanTikToklnlndia,,,"Mumbai, India",Mumbai,Maharashtra,India
2805,AnilMatt00,democracy be in danger banner holder congress suspend rae bareli mla aditi singh from the post of general secretary in party s woman wing after she expose babli s bus gimmick hinduphobic_bollywood __ congtrollabuse,1,6,0,1263145285049479168,1946310822,2020-05-20 16:31:18+00:00,#Hinduphobic_Bollywood #CongTrollAbuse,,,India,,Madhya Pradesh,India
2806,kritikachakra11,woww fab expressions shi waqt pr inko slap kra hota to ye nhi hota school jane ki age me ye ho rha hai this app be not worth be open infront of your family tiktokdown,1,0,0,1263122946744295429,815063512405852162,2020-05-20 15:02:32+00:00,#tiktokdown,,,"Patna, India",Patna,Bihar,India
2807,DrMahendrakar,violate the interim protection residence order issue by the court take advantage of lockdown husband inlaws be trouble verbally physically hit financially amp spit on me amp my 11yrs daughter to evacuate from the house please help us immediately cppunecity,0,0,0,1262656396404948993,1035946445377916928,2020-05-19 08:08:38+00:00,,@CPPuneCity,,"Pune, India",Pune,Maharashtra,India
2812,LogicalIndians,women be increasingly face domestic violence and sexual abuse since the lockdown come to force the case increase even more rapidly after the liquor store be open domesticviolence coronaviruslockdown,3,5,0,1262597522490458114,2264849412,2020-05-19 04:14:41+00:00,#domesticviolence #coronaviruslockdown,,,India,,Madhya Pradesh,India
2818,Chetans85157558,tiktoker be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they acid attack victim laxmiagarwal also raise her voice against tiktokbanindia and tiktok creator faizalsiddiqui bantiktoklnlndia,1,5,0,1262631984460894209,1105359469796605952,2020-05-19 06:31:38+00:00,#LaxmiAgarwal #tiktokbanindia #FaizalSiddiqui #BanTikToklnlndia,,,"New Delhi, India",New Delhi,Delhi,India
2829,DeepakMahakud4,why do nt indiatiktok review the content on their platform animal abuse child abuse vulgarity objectify women all sort of disgust things even things that be illegal as per the law be be promote and in fact be glorify there,0,0,1,1263223313217794053,3263640308,2020-05-20 21:41:22+00:00,,@indiatiktok,,"Bengaluru, India",Bengaluru,Karnataka,India
2850,gmalhotraaa,too early in my business to burn bridge happy to share screenshots on dm i literally get an email explanation say so what if i select my friends family or colleagues,0,0,0,1263114615895949313,358655216,2020-05-20 14:29:26+00:00,,,,Mumbai. ,Mumbai,Maharashtra,India
2866,rc1925057,bantiktoklnlndia glorify acid attack domestic violence rap and animal cruelty in the name of creativity what kind of influencer be they ncwindia bantiktoklnlndia 20millionforcarry,8,13,2,1262636566968561664,2513218309,2020-05-19 06:49:50+00:00,#bantiktoklnlndia #BanTikToklnlndia #20millionforcarry,@NCWIndia,,"New Delhi, India",New Delhi,Delhi,India
2911,saiffarooqi,social support the feel or experience of be care help esteem value by others that one belong to a supportive social network help to cope with stress anxiety depression loneliness benefit physical health psychword psychwordoftheday socialsupport,0,0,0,1262776360742895619,68886793,2020-05-19 16:05:20+00:00,#PsychWord #PsychWordOfTheDay #SocialSupport,,,"New Delhi, India",New Delhi,Delhi,India
2921,mishjha,i do nt think that they will survive the next elections as biharis have already give a tight slap to them by trend industryinbihar,0,1,1,1263110451929309185,1107871026564816896,2020-05-20 14:12:53+00:00,#industryinbihar,,,"Greater Noida, India",Greater Noida,Uttar Pradesh,India
2974,SwarajyaMag,uttarakhand record most number of domestic violence case during lockdown report,11,29,2,1262720911074922504,2451476942,2020-05-19 12:25:00+00:00,,,,India,,Madhya Pradesh,India
2996,DrMahendrakar,violate the interim protection residence order issue by the court take advantage of lockdown husband inlaws be trouble verbally physically hit financially amp spit on me amp my 11yrs daughter to evacuate from the house please help us immediately cppunecity,0,0,0,1262655620467081216,1035946445377916928,2020-05-19 08:05:33+00:00,,,,"Pune, India",Pune,Maharashtra,India
3029,sumitjamwal_sj,plz someone give tehseenp a tight slap wht the shit he be talk about why ca nt whom he call daughter of a martyr her husband be an accuse for land scam worth crore of rupees and he point on pm shame on ur tehseenp,0,1,0,1263153187013287938,700547153312092160,2020-05-20 17:02:42+00:00,#shame,@tehseenp @tehseenp,,"Jammu, j&k India",Jammu,Jammu and Kashmir,India
3054,AvonIndia,roshni bhatia lead beauty influencer and a victim of domestic violence watch out for more detail isolatednotalone avonworldwide unwomenindia ncwindia thebodyshopind naturaandco fpa_india shaktishalini87 icrw ippfsar,1,1,0,1263215234493399041,2708421565,2020-05-20 21:09:15+00:00,#IsolatedNotAlone,@avonworldwide @unwomenindia @NCWIndia @TheBodyShopIND @naturaandco @FPA_India @ShaktiShalini87 @ICRW @ippfsar,,India,,Madhya Pradesh,India
3055,c_aashish,centre can not send force without the state request they also do nt act autonomously have to work with the state authorities unless there s explicit order usually happen for army in riot situations but this be not the same,1,4,1,1262788960775888896,83182871,2020-05-19 16:55:24+00:00,,,,India,,Madhya Pradesh,India
3057,indepndntIndian,ex mayor of hyderabad from mim party treat hyderabad police politely threats intimidations by mim be just amp part of daily routine to train them to handle harden criminals like desimojito who commit grave crimes like make fake sarcastic post to show them mirror,0,0,0,1258726480739045377,287066761,2020-05-08 11:52:33+00:00,,@desimojito,,"Hyderabad, India",Hyderabad,Telangana,India
3062,RAVI_VERMA1989,another explicit content tere jism par bas haq hai ek mera nhi to rape acid this time promote rape bantiktokinindia iarmysupporter pmoindia sadhvi_prachi sudhirchaudhary bjkm4india fosfoe,1,2,0,1262668096419971078,1364701232,2020-05-19 08:55:08+00:00,#BanTikTokInIndia,@iArmySupporter @PMOIndia @Sadhvi_Prachi @sudhirchaudhary @BJKM4India @FOSFOE,,delhi,Delhi,Delhi,India
3073,pikuu0410,sir my mausaji be critical corona positive seek help from u coz try many hospitals but no bed available he be very very critical sir he be at home with his wife mausi and 3 kid v all be worry n afraid pls help he stay at khar east teacher s colony,0,0,0,1263171025828749313,2809263452,2020-05-20 18:13:35+00:00,,,,"India,Mumbai",Mumbai,Maharashtra,India
3113,princerupal1,heyy girlslook this mother fucker he be ask for video cl session and much more but at lst they abuse usso be awareand dump this basturd pictwittercomdpmljuistg,1,15,2,1262757656076247042,1070931754507210752,2020-05-19 14:51:00+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
3123,Khushi56816657,there be never anyone there my sister claim that she actually saw physical form we be terrify for a good while until my sister and i could no longer sleep in our room because we be too afraid my mother pray burn the couch in the backyard,0,1,1,1263199101497245698,1220275149942870019,2020-05-20 20:05:09+00:00,,,,India,,Madhya Pradesh,India
3146,Tandoori_Reddy,athani anadam ok family abuse wrong kaani em cheyalem emanna ante manalne antaru only they should realize themselves,0,0,0,1263156889925193729,1166017051581829120,2020-05-20 17:17:25+00:00,,,, Bengaluru India ,Bengaluru,Karnataka,India
3152,InsaafNGO,domesticviolenceonmen domesticviolence feminismiscancer feminismiscoronavirus,53,29,2,1262980984246394880,2819173980,2020-05-20 05:38:26+00:00,#DomesticViolenceOnMen #domesticviolence #feminismiscancer #FeminismIsCoronaVirus,,,Punjab,,Punjab,India
3153,manviverma1,these bloody tiktokers be promote acid attack domestic violence rape sexual harassment child pornography and other such heinous crimes with their content this app must be ban asap ncwindia sharmarekha pmoindia bantiktokinindia,0,0,0,1263004338085154818,477748553,2020-05-20 07:11:14+00:00,#TikTokers #BanTikTokInIndia,@NCWIndia @sharmarekha @PMOIndia,,India,,Madhya Pradesh,India
3163,iaahadmemon,you know the power of poetry i ll tell you in a few word it can bring you up it can burn you down i ai nt in a competition i ai nt in hurry just wan na make it https wwinstagramcompcaaescyl3n2 igshid1fspexen9a1ch,0,3,1,1263120793409552385,951395061597585408,2020-05-20 14:53:59+00:00,,,,India,,Madhya Pradesh,India
3167,CommunityGlo,lockdown2020 domesticviolence,0,0,0,1262741128526229505,1213526862510477312,2020-05-19 13:45:20+00:00,#lockdown2020 #domesticviolence,,,India,,Madhya Pradesh,India
3168,ClementPrince8,ephesians 525 want the women to be love by their men so without love obedience never happen context behind this be don t fail to love each other even at time of arguments unlike any domestic violence be this misogynistic blind reader ask the holy ghost to help u pls,0,0,0,1262681920061620224,3636964164,2020-05-19 09:50:03+00:00,,,,"Chennai, India",சென்னை - Chennai,Tamil Nadu,India
3173,tanqam,ladyvelvet_hfq really try to help muslims or just do politics i do nt think so like that you be practice muslims your mother tongue be arabic and be quranic still worship statue shirk be biggest crime in islam accord to quran i will pray allah to give hidayah,0,1,1,1263187706370158592,101177778,2020-05-20 19:19:52+00:00,,@LadyVelvet_HFQ,,"Bengaluru, India",Bengaluru,Karnataka,India
3179,iAbhishekSpeaks,all you guy flout tiktok_in community guidelines and put out sexually explicit content on you ll be sorry,0,0,0,1262789058855501824,1210217537222275072,2020-05-19 16:55:47+00:00,,@TikTok_IN,,Kanpur,Kanpur,Uttar Pradesh,India
3180,FMTvlogs,bantiktoklnlndia tik tokiyas be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they do nt you think they should be ban bantiktoklnlndia,0,1,0,1262643490871283712,2291854092,2020-05-19 07:17:21+00:00,#BanTikToklnlndia #BanTikToklnlndia,,,india,,Madhya Pradesh,India
3186,Neeraj78301156,usko me ab buri traha se abuse karunga bahut ho gaya aby kuch bhi bol rha haii ca nt ignore it,0,2,0,1263159313268387840,1126759841265901568,2020-05-20 17:27:03+00:00,,,, India,,Madhya Pradesh,India
3217,ChoudhuryAmin2,palestinian child prisoner tariq abu khudair incarcerate by the israeli occupation have appear at a court hear with sign of torture and brutality israelwarcriminal israelibrutality,1,3,0,1263169439119413248,1174212314670743552,2020-05-20 18:07:17+00:00,#IsraelWarCriminal #IsraeliBrutality,,,"Bengaluru, India",Bengaluru,Karnataka,India
3222,hiriadka2015,nomore women disappear at an alarm rate often due to domestic violence assault or murder more so happen with indigenous women across the world let s join hand in put a barrier kiss foundation,0,0,0,1262681309018681344,3138908286,2020-05-19 09:47:38+00:00,#NOMore,,,"Karnataka, india",,Karnataka,India
3227,DebendraParida_,because drtedros be and only responsible for what world be suffer today drtedros could have save covid19 but give free hand to china so china export covid to world,0,0,0,1263165679349329920,927084063009021952,2020-05-20 17:52:21+00:00,,@DrTedros @DrTedros,,"Chennai, India",சென்னை - Chennai,Tamil Nadu,India
3263,sharifsrkdhoni,sir help us i m from india first we have a huge corona threat in kolkata west bengal now there be a cyclone call aamphan hit us lacs of family be homeless plz help us phone no 917980686637,0,0,0,1263229870596734976,3077459805,2020-05-20 22:07:25+00:00,,,,kolkata,Kolkata,West Bengal,India
3328,BishnuS33005084,we all have to stop this anyhow how a girl can be unsafe in her home itself with her father i have no word to say very sad i think govt have to make some strict rule tiktokbanindia tajinderbagga myogiadityanath shivsena chouhanshivraj wednesdaymorning rape,1,3,1,1263074107324878848,991661943101579264,2020-05-20 11:48:28+00:00,#tiktokbanindia #wednesdaymorning #rape,@TajinderBagga @myogiadityanath @ShivSena @ChouhanShivraj,,"Rajasthan, India",,Rajasthan,India
3354,NomaniZia,today morning we be inform that she be go through labor pain we immediately work with bilal bagh womxn team and get her admit to hospital with help of a local ambulance glad to share that a baby girl be bear today her parent ask us to name her 2n,0,1,1,1263225589814702082,2992509554,2020-05-20 21:50:24+00:00,,,,India,,Madhya Pradesh,India
3382,krishna_arvin,pratikborade1 bhaiya i be your one of your regular viewer on youtube once you have make video on homosexuality to know about health hazard of homosexuality read this book the health hazard of homosexuality what the medical and psychological research reveal,0,0,1,1262795810758103040,1202633228164587521,2020-05-19 17:22:37+00:00,,@PratikBorade1,,Bharat,,Madhya Pradesh,India
3394,sanu_s_rathore,stop support terrorist rape acid attack amimal cruelty domestic violence bantiktoklnlndia pictwittercom2nq0juhqiy,25,44,1,1262716483563651072,784765626879467520,2020-05-19 12:07:24+00:00,#BanTikToklnlndia,,,"Bihar, India",,Bihar,India
3397,_iamclinton_,devi a tale of sisterhood a tale of suffer amp atale of truth please watch like amp share https youtube2kp0adtvtfi via youtube shortfilm devi2020 devi rapevictim,0,1,0,1263182601205899264,1241838237875720192,2020-05-20 18:59:35+00:00,#shortfilm #devi2020 #devi #rapevictim,@YouTube,,"Goa, India",,,India
3414,Dineshbairar,thank ncwindia chairperson sharmarekha maam say tiktok_in suspend faisalsiddiqui account in this video faisalsiddiqui along with ginni_soni17 be see promote domesticviolence cant blame faisal only all girl be equally liable for this bantiktokinindia,0,1,0,1262710159895416832,925565880389562368,2020-05-19 11:42:16+00:00,#faisalSiddiqui #faisalSiddiqui #ginni_soni17 #DomesticViolence #BanTikTokInIndia,@NCWIndia @sharmarekha @TikTok_IN,,"Jodhpur, India",Jodhpur,Rajasthan,India
3433,CloutNewsMedia,aaliya siddiqui open up on nawazuddin siddiqui s family torture her physically and mentally nawazuddinsiddiqui aaliyasiddiqui bollywood bollywoodnews https cloutnewscomaaliyasiddiquiopensuponnawazuddinsiddiquisfamilytorturingherphysicallyandmentally,0,0,0,1263053046130651136,1159135892252045312,2020-05-20 10:24:47+00:00,#NawazuddinSiddiqui #AaliyaSiddiqui #Bollywood #BollywoodNews,,,India,,Madhya Pradesh,India
3448,DineshS80158123,nawazuddin_s what can we except from a musdomestic violencehalalatriple talaal shame on you vl ensure that no 1 watch your moviesur downfall startsthis be what happen when success go inside headyou dont deserve her zee5shows vl b uninstalled 4 show his movie,0,0,0,1263167475790876682,901351160635772928,2020-05-20 17:59:29+00:00,,@Nawazuddin_S @ZEE5Shows,,"Chennai, India",சென்னை - Chennai,Tamil Nadu,India
3452,subodhd2110,tiktok be a platform to promote sexual abuse acid attack rap and so many bully material so tiktok should be ban in india bantiktokinindia pmoindia narendramodi amitshah prakashjavdekar cmomaharashtra officeofut,0,0,0,1263103930239553537,962650350732939264,2020-05-20 13:46:58+00:00,#BanTikTokInIndia,@PMOIndia @narendramodi @AmitShah @PrakashJavdekar @CMOMaharashtra @OfficeofUT,,"Solapur, India",,Maharashtra,India
3470,mikyroxx,you be the biggest purveyor of terrorism you motherfucker you re no different than the mushharfs and zardaris violence be in your dna and blood you twat kashmir be ours be ours and will forever remain ours eid ke time to tauba karo khan sahab,0,0,0,1263181013779267584,382802339,2020-05-20 18:53:17+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
3476,Pipalkoti,former justice of delhi high court shiv narayan dhingra have admit that this law be be use by women to harass their husband and inlaws he have term misuse of these laws legal terrorism,0,0,1,1230126665587556352,105063303,2020-02-19 13:47:06+00:00,,,,New Delhi,New Delhi,Delhi,India
3490,shekharsingh85,she can put a case of cyber bully on you your tweet will be consider as sexual offence and her as funnyinocent remember the case of bois locker room the rape chat who create all the anger be from women and she be give clean chit but the boys be still in jail,0,2,0,1263045863850508288,245031834,2020-05-20 09:56:14+00:00,,,,india,,Madhya Pradesh,India
3537,shivamchaudhar0,another explicit content tere jism par bas haq hai ek mera nahi to rape acid this time promote rape even the girl in these videos they want such duet or what bantiktoklnlndia prakashjavdekar,1,1,0,1262630489325617152,2834758555,2020-05-19 06:25:41+00:00,#BanTikToklnlndia,@PrakashJavdekar,,"Meerut, India",,Uttar Pradesh,India
3544,AvonIndia,accord to who 1 in every 3 women worldwide be a victim of domestic abuse what be the reason behind this sad state of affairs who be these abusers it s time to speakout your query about domestic violence get all your question about domestic violence answer at this,4,6,1,1263215227115655171,2708421565,2020-05-20 21:09:14+00:00,#SpeakOut,,,India,,Madhya Pradesh,India
3571,OMKAR_BORKHADE_,nawazuddin siddiqui s wife accuse actor of mental torture,0,0,0,1263093507989942272,922122259073925120,2020-05-20 13:05:34+00:00,,,,"Maharashtra, India",,Maharashtra,India
3577,Alokgupta_7,tik tokiyas be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they do nt you think they should be ban bantiktoklnlndia tiktokban tiktokdown av aur niche jayega keep it up,17,48,5,1262605018479439872,815750422963032064,2020-05-19 04:44:29+00:00,#BanTikToklnlndia #tiktokban #tiktokdown,,,"Renukoot, India",,Uttar Pradesh,India
3581,sexologistpk,erectile problems such as impotence affect the majority of men at least once in their life often transient they be cause by physical or psychological factor what be the different erectile dysfunction and how to counter it what be a male erection a https wwbestsexologistinkeepingagooderectioneverythingtocountererectionproblems,0,1,0,1263038938954022913,819157349369679872,2020-05-20 09:28:43+00:00,,,,"Delhi, India",Delhi,Delhi,India
3583,uchchil,what r u try to tell dont u get that lockdown save lakhs of live economy will grow can u get d dead ones back get treatedelse in ur sleep u may bite ur husband amp he may die of venom,0,0,0,1263097391701467137,301506181,2020-05-20 13:21:00+00:00,,,,"Bengaluru, India",Bengaluru,Karnataka,India
3593,tempestjune,worth explore though i have hear that in india women have take the help of pharmacies ad safe shelter can not verify this information though in plan india s safer cities program there be safe house where girls can reach out to incase they feel unsafe,1,1,0,1262693233903058944,44578054,2020-05-19 10:35:01+00:00,,,,"New Delhi, India. ",New Delhi,Delhi,India
3623,saurabhbanku,google ads sexually explicit pornographic content disaprooved link https youtubeddnrtor3uc rajatsharmalive narendramodi sudhirchaudhary,0,0,1,1262239483904188416,1012737276,2020-05-18 04:31:58+00:00,,@RajatSharmaLive @narendramodi @sudhirchaudhary,,India,,Madhya Pradesh,India
3649,RSR_MeriDuniya,congtrollabuse where be the firs from 6 state when soniagande be call with her antoniamainosonia incindia cry a lot but with the same mouth how they can abuse padmashri award winner and involve her family into blady chemchagiri politics,11,14,2,1263136091101487105,225829559,2020-05-20 15:54:46+00:00,#CongTrollAbuse #FIRs #SoniaGande,@INCIndia,,hyderabad,Hyderabad,Telangana,India
3676,iChannelVision,justin 616 corona covid19 lockdown4 domesticviolence ichannelvision,0,0,0,1263043764936835073,1249763587523891201,2020-05-20 09:47:54+00:00,#JUSTIN #Corona #COVID19 #LockDown4 #DomesticViolence #ichannelvision,,,"Tamil Nadu, India",,Tamil Nadu,India
3685,KajriiFashion,legal notice to anushka sharma on the use of racist abuse in web series visit https tinyurlcomyc5wenuc extendlockdown paatallok covid19 covid_19 justiceforcarry,0,0,0,1263167398456160256,912596645992210433,2020-05-20 17:59:10+00:00,#extendlockdown #PaatalLok #PaatalLok #COVID19 #Covid_19 #justiceforcarry,,,India,,Madhya Pradesh,India
3701,DivyanshuB10,tiktok as a platform be very dangerous for users even if we leave aside it be chinese and share personal user data with the ccp it be fill teenagers mind with bullshit and they re make sexually explicit videos for get a few followers so it need to be ban,0,3,1,1262804110954229761,1231585840712732672,2020-05-19 17:55:36+00:00,,,,Bandikui,,Rajasthan,India
3706,BlazeJagan,every one be just use this tag tiktokbanindia for adult content but you know one thing even twitter have porn account sexual videos etc then we should take action on twitter also twitter note in youtube also some app advertisement have adult content,0,2,0,1263038076181495810,728597825479643136,2020-05-20 09:25:18+00:00,#tiktokbanindia #twitter,,,"Tamil Nadu, India",,Tamil Nadu,India
3713,pikuu0410,sir my mausaji be critical corona positive seek help from u coz try many hospitals but no bed available he be very very critical sir he be at home with his wife mausi and 3 kid v all be worry n afraid pls help he stay at khar east teacher s colony,0,0,0,1263171892648828933,2809263452,2020-05-20 18:17:02+00:00,,,,"India,Mumbai",Mumbai,Maharashtra,India
3731,sahu_ji_,domestic violence be not the solution of any problem,0,2,0,1263093380982210560,1242194344439734272,2020-05-20 13:05:03+00:00,,,,"Bilaspur, India",,Uttar Pradesh,India
3743,engineeac,biggest scamster expose when they can not do anythng for the migrant worker but yes indeed they do nt fail to discourage the one who want to help shame to the people in power who could not accept this defeat by priyankagandhi kudos to you mam for extend support,0,1,0,1263225642788835329,939070194378567680,2020-05-20 21:50:37+00:00,,@priyankagandhi,,"Patna, India",Patna,Bihar,India
3749,ReSt_AsSuReD2,i do nt know how tiktok work but be nt it that users be allow to link their videos with other videos this woman appear in numerous cringe worthy videos so that woman might have make the video in some other context this have be use by pervert to glorify rape culture,0,1,1,1262567145449287680,909614647300329472,2020-05-19 02:13:59+00:00,,,,India,,Madhya Pradesh,India
3767,indiacom,here be a list of celebrities who have experience domesticviolence and have show courage to talk about it publicly https bitly2zqbo3e,0,0,0,1263080165468286977,22793955,2020-05-20 12:12:32+00:00,#celebrities #domesticviolence,,,India,,Madhya Pradesh,India
3770,choudhurypijush,look at her face she be lie she be force by her inlaws to go to shaheen bag to earn 500 daily,0,0,0,1225001986635862016,251223071,2020-02-05 10:23:27+00:00,,,,India,,Madhya Pradesh,India
3780,karishmj,waah chaman inter faith marriage me buraai hain to intra faith waale sabhi sukhi hain kya you be basically advertise domestic violence and honor kill be better to deal with than be force to convert whn both act be equally disgust,0,0,1,1262751637992427528,1200196204308713472,2020-05-19 14:27:05+00:00,,,,Delhi,Delhi,Delhi,India
3782,AshutoshSrijan,violence must not have a place in our society or any part of the world during such time children and their future be at stake early child development have direct impact on the stability and prosperity of the larger community in the future peacehasnosubsitute srijan,0,0,0,1263191917711560704,728652122082795520,2020-05-20 19:36:36+00:00,#PeaceHasNoSubsitute,,,भारत🇮🇳,,Madhya Pradesh,India
3797,ShortpediaApp,india see a surge in domesticviolence during the covid19 lockdown,1,0,1,1262630538524815360,879300018070409217,2020-05-19 06:25:53+00:00,#domesticviolence #COVID19 #lockdown,,,"New Delhi, India",New Delhi,Delhi,India
3822,peacockhelp,crimeagainsthumanity genderequality humananglestories sexualviolence womensafety violenceagainstwomen supportindependentjournalism an urgent appeal donate and get 50 cash back plus a book on terrorism worth rs 200 28,0,0,0,1263229335739260929,2985388466,2020-05-20 22:05:17+00:00,#CrimeAgainstHumanity #GenderEquality #HumanAngleStories #SexualViolence #WomenSafety #ViolenceAgainstWomen #SupportIndependentJournalism,,,"Kolkata, India",Kolkata,West Bengal,India
