,Country name,Country Code,Region,Region Code,Year of Survey,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
2724,Hungary,HUN,Europe and Central Asia,ECS,2007,hbs,Old worker,5605769,0.0,0.0,1.0,0.0,0.67,1.0,0.29,0.17,0.12,4034187.0,0.72,0.65,,0.66,,0.91,0.09,,,0.88,0.07,0.02,,,,,,0.0,0.06,0.32,0.61,0.97,,0.0,0.22,0.02,0.09,0.17,0.08,0.08,0.08,0.2,0.06,0.12,0.14,0.06,0.15,0.04,0.21,0.12,0.09,0.0,,,,424.38,491.97,2.97,76325.23,88553.84,533.56,54160.32,69274.67,86618.48,1.18,,0.0,0.02,0.46,0.52
2725,Hungary,HUN,Europe and Central Asia,ECS,2007,hbs,Rural,3381060,0.18,0.13,0.55,0.14,0.0,0.68,0.29,0.17,0.12,1435203.0,0.62,0.54,0.07,0.55,,0.87,0.13,0.79,0.21,0.88,0.09,0.02,,,,,,0.0,0.13,0.37,0.5,0.93,0.92,0.0,0.26,0.02,0.09,0.14,0.08,0.05,0.08,0.15,0.04,0.06,0.09,0.05,0.15,0.08,0.23,0.17,0.12,0.0,,,,347.6,402.95,2.43,62404.02,72531.78,436.24,48915.52,59918.45,65729.4,1.18,,0.0,0.03,0.5,0.47
2726,Hungary,HUN,Europe and Central Asia,ECS,2007,hbs,Total,9907011,0.16,0.13,0.57,0.14,0.66,0.7,0.43,0.23,0.21,4441392.0,0.64,0.58,0.05,0.58,,0.9,0.1,0.78,0.22,0.89,0.07,0.02,,,,,,0.0,0.06,0.33,0.61,0.97,0.96,0.0,0.23,0.02,0.09,0.18,0.08,0.08,0.08,0.19,0.06,0.12,0.14,0.06,0.16,0.04,0.21,0.12,0.09,0.0,,,,423.85,491.36,2.96,76226.21,88444.4,532.86,51146.61,69274.67,86618.48,1.18,,0.0,0.02,0.5,0.48
2727,Hungary,HUN,Europe and Central Asia,ECS,2007,hbs,Urban,6525951,0.15,0.13,0.57,0.15,1.0,0.71,0.29,0.17,0.12,3006189.0,0.65,0.6,0.04,0.59,,0.91,0.09,0.78,0.22,0.89,0.06,0.02,,,,,,0.0,0.03,0.32,0.65,0.98,0.98,0.0,0.21,0.02,0.09,0.2,0.07,0.1,0.07,0.21,0.07,0.15,0.16,0.06,0.16,0.02,0.2,0.1,0.07,0.01,,,,466.73,541.06,3.26,83973.67,97391.09,587.02,55253.67,73089.82,94534.51,1.18,,0.0,0.02,0.5,0.48
2728,Hungary,HUN,Europe and Central Asia,ECS,2007,hbs,Young worker,1302741,0.0,1.0,0.0,0.0,0.67,1.0,0.29,0.17,0.12,407205.0,0.31,0.27,0.05,0.24,,0.78,0.22,0.78,0.22,0.97,0.03,0.0,,,,,,0.0,0.04,0.46,0.5,0.98,0.96,0.0,0.3,0.01,0.15,0.24,0.05,0.05,0.04,0.12,0.02,0.07,0.14,0.05,0.21,0.02,0.25,0.14,0.11,0.0,,,,371.26,430.39,2.6,66827.27,77470.22,467.16,19311.26,62567.27,83360.73,1.18,,0.0,0.04,0.65,0.32
2729,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Female,68594286,0.16,0.25,0.54,0.05,0.31,0.79,0.21,0.16,0.04,28406644.0,0.52,0.52,0.59,0.51,,0.97,0.03,0.92,0.08,0.23,0.76,0.0,,,,,,,0.56,0.12,0.32,0.44,0.49,0.0,0.12,0.0,0.0,0.2,0.0,0.0,0.07,0.04,,,,,,,,,,,38.0,0.57,0.15,216.67,1712.45,0.05,38400.0,303498.06,9.58,21429.0,40714.0,60000.0,,,,,,
2730,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Higher education,135662439,0.16,0.25,0.54,0.05,0.31,0.79,0.21,0.16,0.04,72782194.0,0.68,0.52,0.49,0.66,,0.97,0.03,0.92,0.08,0.29,0.7,0.01,,,,,,,0.55,0.14,0.31,0.44,0.45,0.01,0.1,0.0,0.03,0.15,0.03,0.01,0.09,0.03,,,,,,,,,,,38.0,0.41,0.22,341.88,2702.08,0.09,67000.0,529540.88,16.72,34000.0,72000.0,90000.0,0.53,,,,,
2731,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Male,67068153,0.17,0.25,0.53,0.05,0.31,0.78,0.21,0.16,0.04,44375550.0,0.84,,0.39,0.82,,0.97,0.03,0.92,0.08,0.33,0.66,0.01,,,,,,,0.54,0.15,0.31,,0.41,0.01,0.09,0.0,0.05,0.12,0.05,0.01,0.1,0.03,,,,,,,,,,,38.0,0.31,0.27,395.06,3122.41,0.1,80000.0,632287.63,19.97,45000.0,80000.0,100000.0,,,,,,
2732,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Old worker,73090637,0.0,0.0,1.0,0.0,0.3,1.0,0.21,0.16,0.04,55411252.0,0.76,0.57,,0.75,,0.99,0.01,,,0.28,0.71,0.01,,,,,,,0.55,0.13,0.33,0.42,,0.01,0.09,0.0,0.03,0.16,0.03,0.01,0.1,0.03,,,,,,,,,,,38.0,0.39,0.23,403.79,3191.42,0.1,80000.0,632287.63,19.97,34286.0,84000.0,105000.0,0.53,,,,,
2733,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Rural,94155764,0.17,0.24,0.55,0.05,0.0,0.78,0.21,0.16,0.04,54009033.0,0.73,0.58,0.42,0.72,,0.99,0.01,0.96,0.04,0.2,0.79,0.01,,,,,,,0.69,0.11,0.2,0.31,0.31,0.01,0.08,0.0,0.02,0.1,0.02,0.0,0.05,0.02,,,,,,,,,,,38.0,0.48,0.18,285.71,2258.17,0.07,53571.0,423403.5,13.37,32143.0,60000.0,83850.0,0.53,,,,,
2734,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Total,135662439,0.16,0.25,0.54,0.05,0.31,0.79,0.27,0.21,0.06,72782194.0,0.68,0.52,0.49,0.66,,0.97,0.03,0.92,0.08,0.29,0.7,0.01,,,,,,,0.55,0.14,0.31,0.44,0.45,0.01,0.1,0.0,0.03,0.15,0.03,0.01,0.09,0.03,,,,,,,,,,,38.0,0.41,0.22,341.88,2702.08,0.09,67000.0,529540.88,16.72,34000.0,72000.0,90000.0,0.53,,,,,
2735,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Urban,41506675,0.15,0.29,0.52,0.04,1.0,0.81,0.21,0.16,0.04,18773161.0,0.56,0.39,0.63,0.53,,0.94,0.06,0.82,0.18,0.55,0.43,0.01,,,,,,,0.11,0.24,0.66,0.91,0.91,0.01,0.17,0.01,0.05,0.29,0.07,0.02,0.2,0.08,,,,,,,,,,,38.0,0.2,0.35,432.43,3417.77,0.11,90000.0,711323.56,22.46,45000.0,80000.0,98000.0,0.53,,,,,
2736,Indonesia,IDN,East Asia and Pacific,EAS,1990,saker,Young worker,34072467,0.0,1.0,0.0,0.0,0.35,1.0,0.21,0.16,0.04,17370942.0,0.51,0.41,0.49,0.47,,0.92,0.08,0.92,0.08,0.34,0.66,0.0,,,,,,,0.55,0.19,0.26,0.49,0.45,0.01,0.15,0.0,0.03,0.12,0.03,0.01,0.06,0.05,,,,,,,,,,,38.0,0.47,0.21,238.1,1881.81,0.06,45000.0,355661.78,11.23,31200.0,55714.0,45000.0,0.53,,,,,
2737,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Female,71059429,0.15,0.25,0.55,0.05,0.34,0.8,0.21,0.16,0.05,29446079.0,0.52,0.52,0.58,0.5,,0.97,0.03,0.91,0.09,0.25,0.74,0.0,,,,,,,0.54,0.13,0.32,0.46,0.53,0.0,0.13,0.0,0.0,0.2,0.0,0.01,0.07,0.04,,,,,,,,,,,,,,305.56,2052.68,,55000.0,369482.28,,30000.0,60000.0,84992.0,,,,,,
2738,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Higher education,140674721,0.16,0.25,0.54,0.05,0.34,0.79,0.21,0.16,0.05,75519500.0,0.68,0.52,0.49,0.66,,0.97,0.03,0.91,0.09,0.31,0.69,0.01,,,,,,,0.52,0.15,0.33,0.46,0.48,0.01,0.11,0.0,0.03,0.15,0.03,0.01,0.09,0.04,,,,,,,,,,,,,,500.0,3358.93,,90000.0,604607.38,,45000.0,90000.0,120000.0,0.52,,,,,
2739,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Male,69615292,0.17,0.25,0.54,0.05,0.33,0.78,0.21,0.16,0.05,46073421.0,0.84,,0.39,0.82,,0.97,0.03,0.92,0.08,0.34,0.65,0.01,,,,,,,0.51,0.16,0.33,,0.44,0.01,0.09,0.0,0.05,0.12,0.06,0.01,0.1,0.04,,,,,,,,,,,,,,571.38,3838.44,,102848.0,690918.5,,59800.0,102848.0,134976.0,,,,,,
2740,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Old worker,76536401,0.0,0.0,1.0,0.0,0.32,1.0,0.21,0.16,0.05,57652060.0,0.75,0.56,,0.75,,0.99,0.01,,,0.29,0.7,0.01,,,,,,,0.52,0.13,0.34,0.44,,0.01,0.09,0.0,0.03,0.16,0.04,0.01,0.1,0.04,,,,,,,,,,,,,,583.29,3918.45,,104992.0,705321.5,,45000.0,104992.0,142496.0,0.52,,,,,
2741,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Rural,93526226,0.16,0.23,0.55,0.05,0.0,0.78,0.21,0.16,0.05,53786670.0,0.73,0.58,0.41,0.72,,0.98,0.02,0.95,0.05,0.21,0.78,0.01,,,,,,,0.69,0.11,0.2,0.3,0.32,0.01,0.08,0.0,0.02,0.1,0.02,0.0,0.05,0.02,,,,,,,,,,,,,,380.89,2558.76,,68560.0,460576.44,,43712.0,77136.0,104992.0,0.52,,,,,
2742,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Total,140674721,0.16,0.25,0.54,0.05,0.34,0.79,0.26,0.2,0.06,75519500.0,0.68,0.52,0.49,0.66,,0.97,0.03,0.91,0.09,0.31,0.69,0.01,,,,,,,0.52,0.15,0.33,0.46,0.48,0.01,0.11,0.0,0.03,0.15,0.03,0.01,0.09,0.04,,,,,,,,,,,,,,500.0,3358.93,,90000.0,604607.38,,45000.0,90000.0,120000.0,0.52,,,,,
2743,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Urban,47148495,0.15,0.28,0.53,0.04,1.0,0.81,0.21,0.16,0.05,21732830.0,0.57,0.4,0.61,0.54,,0.94,0.06,0.82,0.18,0.55,0.44,0.02,,,,,,,0.1,0.25,0.65,0.91,0.91,0.01,0.18,0.01,0.06,0.28,0.07,0.02,0.19,0.08,,,,,,,,,,,,,,655.56,4403.93,,118000.0,792707.44,,63208.0,100000.0,130000.0,0.52,,,,,
2744,Indonesia,IDN,East Asia and Pacific,EAS,1992,saker,Young worker,34721875,0.0,1.0,0.0,0.0,0.38,1.0,0.21,0.16,0.05,17867440.0,0.51,0.42,0.49,0.47,,0.91,0.09,0.91,0.09,0.37,0.63,0.0,,,,,,,0.52,0.21,0.26,0.53,0.48,0.01,0.17,0.0,0.03,0.12,0.02,0.01,0.06,0.05,,,,,,,,,,,,,,335.69,2255.11,,60424.0,405919.94,,45000.0,72000.0,60000.0,0.52,,,,,
2745,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Female,75135503,0.15,0.25,0.55,0.05,0.35,0.8,0.2,0.15,0.05,31631855.0,0.52,0.52,0.56,0.5,,0.95,0.05,0.85,0.15,0.27,0.72,0.0,,,,,,,0.47,0.16,0.37,0.53,0.61,0.0,0.16,0.0,0.0,0.23,0.0,0.01,0.08,0.05,,,,,,,,,,,38.0,0.55,0.17,428.53,2418.54,0.11,74992.0,423237.19,18.72,42856.0,85712.0,104992.0,,,,,,
2746,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Higher education,147801451,0.15,0.25,0.55,0.05,0.36,0.8,0.2,0.15,0.05,80827162.0,0.69,0.52,0.47,0.65,,0.95,0.05,0.86,0.14,0.34,0.65,0.01,,,,,,,0.45,0.19,0.36,0.53,0.57,0.01,0.13,0.0,0.05,0.17,0.04,0.01,0.09,0.04,,,,,,,,,,,38.0,0.42,0.22,609.09,3437.55,0.15,122560.0,691699.75,30.59,64280.0,124992.0,149984.0,0.59,,,,,
2747,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Male,72665948,0.16,0.24,0.55,0.05,0.36,0.79,0.2,0.15,0.05,49195307.0,0.85,,0.37,0.82,,0.96,0.04,0.87,0.13,0.39,0.6,0.01,,,,,,,0.44,0.21,0.35,,0.54,0.01,0.12,0.0,0.07,0.13,0.07,0.01,0.1,0.04,,,,,,,,,,,38.0,0.33,0.26,689.66,3892.25,0.17,144992.0,818300.69,36.19,77136.0,140000.0,174976.0,,,,,,
2748,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Old worker,81674541,0.0,0.0,1.0,0.0,0.34,1.0,0.2,0.15,0.05,61600993.0,0.75,0.56,,0.74,,0.98,0.02,,,0.32,0.67,0.01,,,,,,,0.45,0.17,0.38,0.51,,0.01,0.11,0.0,0.05,0.18,0.05,0.01,0.1,0.04,,,,,,,,,,,38.0,0.41,0.23,712.89,4023.38,0.18,149984.0,846474.38,37.44,64280.0,149984.0,180000.0,0.59,,,,,
2749,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Rural,95303901,0.16,0.23,0.56,0.05,0.0,0.79,0.2,0.15,0.05,55253319.0,0.73,0.58,0.41,0.71,,0.97,0.03,0.91,0.09,0.25,0.75,0.01,,,,,,,0.61,0.16,0.23,0.37,0.41,0.01,0.11,0.0,0.04,0.12,0.03,0.0,0.05,0.03,,,,,,,,,,,38.0,0.5,0.18,512.77,2893.93,0.13,96000.0,541801.38,23.96,64280.0,107136.0,145984.0,0.59,,,,,
2750,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Total,147801451,0.15,0.25,0.55,0.05,0.36,0.8,0.25,0.19,0.06,80827162.0,0.69,0.52,0.47,0.65,,0.95,0.05,0.86,0.14,0.34,0.65,0.01,,,,,,,0.45,0.19,0.36,0.53,0.57,0.01,0.13,0.0,0.05,0.17,0.04,0.01,0.09,0.04,,,,,,,,,,,38.0,0.42,0.22,609.09,3437.55,0.15,122560.0,691699.75,30.59,64280.0,124992.0,149984.0,0.59,,,,,
2751,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Urban,52497550,0.14,0.28,0.53,0.04,1.0,0.81,0.2,0.15,0.05,25573843.0,0.6,0.43,0.56,0.55,,0.92,0.08,0.77,0.23,0.56,0.42,0.02,,,,,,,0.08,0.27,0.65,0.94,0.94,0.01,0.19,0.01,0.06,0.29,0.08,0.02,0.18,0.09,,,,,,,,,,,38.0,0.23,0.32,740.74,4180.57,0.18,149984.0,846474.38,37.44,90000.0,141408.0,167136.0,0.59,,,,,
2752,Indonesia,IDN,East Asia and Pacific,EAS,1994,saker,Young worker,36293089,0.0,1.0,0.0,0.0,0.41,1.0,0.2,0.15,0.05,19226169.0,0.53,0.44,0.47,0.46,,0.86,0.14,0.86,0.14,0.42,0.57,0.0,,,,,,,0.43,0.27,0.3,0.61,0.57,0.01,0.21,0.0,0.04,0.15,0.04,0.01,0.05,0.06,,,,,,,,,,,38.0,0.44,0.22,451.98,2550.85,0.11,90000.0,507938.81,22.46,64280.0,100000.0,80000.0,0.59,,,,,
2753,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Female,96983736,0.33,0.19,0.43,0.04,0.35,0.63,0.39,0.35,0.04,23010430.0,0.4,0.4,0.37,0.36,,0.91,0.09,0.78,0.22,0.34,0.49,0.01,,,,,,0.21,0.43,0.15,0.42,0.57,0.66,0.01,0.14,0.0,0.01,0.23,0.0,0.01,0.17,0.0,0.0,0.06,0.0,0.05,0.22,0.44,0.0,0.0,0.03,0.0,39.0,0.42,0.22,,,,,,,,,,,,0.18,0.26,0.47,0.09
2754,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Higher education,57748586,0.32,0.29,0.39,0.01,0.52,0.67,0.39,0.35,0.04,23560201.0,0.63,0.39,0.13,0.52,,0.82,0.18,0.63,0.37,0.63,0.21,0.02,,,,,,0.36,0.15,0.23,0.62,0.91,0.78,0.01,0.16,0.01,0.05,0.18,0.05,0.02,0.35,0.01,0.02,0.13,0.0,0.19,0.17,0.15,0.0,0.0,0.12,0.0,39.0,0.21,0.28,,,,,,,,,,,,0.0,0.0,0.56,0.44
2755,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Lower education,134964074,0.35,0.15,0.45,0.06,0.28,0.6,0.39,0.35,0.04,49009223.0,0.64,0.4,0.25,0.59,,0.92,0.08,0.82,0.18,0.26,0.42,0.01,,,,,,0.04,0.56,0.16,0.28,0.46,0.49,0.01,0.1,0.0,0.05,0.16,0.04,0.0,0.08,0.0,0.0,0.01,0.0,0.01,0.16,0.56,0.0,0.0,0.13,0.0,39.0,0.37,0.26,,,,,,,,,,,,0.17,0.34,0.49,0.0
2756,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Male,95728924,0.35,0.19,0.42,0.04,0.35,0.61,0.39,0.35,0.04,49558994.0,0.89,,0.01,0.78,,0.88,0.12,0.72,0.28,0.38,0.29,0.02,,,,,,0.2,0.44,0.19,0.37,,0.55,0.01,0.1,0.01,0.07,0.14,0.06,0.01,0.16,0.0,0.01,0.04,0.0,0.07,0.13,0.45,0.0,0.0,0.17,0.0,39.0,0.28,0.29,,,,,,,,,,,,0.08,0.24,0.54,0.14
2757,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Old worker,82714486,0.0,0.0,1.0,0.0,0.35,1.0,0.39,0.35,0.04,55647794.0,0.7,0.42,,0.65,,0.93,0.07,,,0.35,0.34,0.01,,,,,,0.25,0.44,0.16,0.4,0.54,,0.01,0.09,0.0,0.05,0.18,0.04,0.01,0.17,0.0,0.01,0.05,0.0,0.07,0.17,0.45,0.0,0.0,0.12,0.0,39.0,0.32,0.27,,,,,,,,,,,,0.18,0.31,0.42,0.1
2758,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Rural,124912917,0.36,0.17,0.43,0.04,0.0,0.6,0.39,0.35,0.04,47418214.0,0.66,0.41,0.24,0.6,,0.9,0.1,0.77,0.23,0.26,0.41,0.01,,,,,,0.18,0.62,0.14,0.25,0.38,0.42,0.01,0.08,0.0,0.04,0.12,0.03,0.0,0.1,0.0,0.0,0.04,0.0,0.02,0.11,0.62,0.0,0.0,0.11,0.0,39.0,0.4,0.22,,,,,,,,,,,,0.16,0.29,0.49,0.06
2759,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Total,192712660,0.34,0.19,0.43,0.04,0.35,0.62,0.62,0.55,0.07,72569424.0,0.61,0.4,0.2,0.54,,0.89,0.11,0.74,0.26,0.37,0.36,0.01,,,,,,0.2,0.44,0.18,0.38,0.57,0.59,0.01,0.11,0.0,0.05,0.17,0.04,0.01,0.16,0.0,0.01,0.05,0.0,0.06,0.16,0.44,0.0,0.0,0.13,0.0,39.0,0.33,0.27,,,,,,,,,,,,0.13,0.25,0.51,0.11
2760,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Urban,67799743,0.31,0.22,0.43,0.04,1.0,0.65,0.39,0.35,0.04,25151210.0,0.6,0.37,0.14,0.52,,0.86,0.14,0.69,0.31,0.58,0.26,0.02,,,,,,0.23,0.09,0.26,0.65,0.94,0.94,0.01,0.18,0.01,0.07,0.27,0.07,0.02,0.29,0.01,0.01,0.07,0.0,0.14,0.25,0.09,0.0,0.0,0.17,0.0,39.0,0.17,0.36,,,,,,,,,,,,0.07,0.16,0.54,0.22
2761,Indonesia,IDN,East Asia and Pacific,EAS,1995,susen,Young worker,36487291,0.0,1.0,0.0,0.0,0.41,1.0,0.39,0.35,0.04,16921630.0,0.5,0.35,0.2,0.37,,0.74,0.26,0.74,0.26,0.46,0.44,0.01,,,,,,0.05,0.41,0.27,0.32,0.66,0.59,0.01,0.2,0.0,0.05,0.14,0.03,0.01,0.14,0.0,0.0,0.02,0.0,0.05,0.13,0.42,0.0,0.0,0.14,0.0,39.0,0.33,0.27,,,,,,,,,,,,0.02,0.12,0.7,0.15
2762,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Female,98580275,0.33,0.19,0.44,0.04,0.36,0.63,0.38,0.34,0.04,22190983.0,0.37,0.37,0.38,0.34,,0.92,0.08,0.79,0.21,0.35,0.49,0.01,,,,,,0.22,0.4,0.16,0.45,0.6,0.68,0.01,0.14,0.0,0.01,0.25,0.0,0.01,0.18,0.0,0.0,0.06,0.0,0.06,0.24,0.4,0.0,0.0,0.03,0.0,39.0,0.4,0.23,1442.31,6889.46,0.36,249230.78,1254488.38,62.21,84115.39,218076.92,389423.06,,1.85,0.16,0.24,0.5,0.1
2763,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Higher education,61201224,0.3,0.28,0.41,0.01,0.53,0.69,0.38,0.34,0.04,24913597.0,0.62,0.37,0.14,0.53,,0.85,0.15,0.67,0.33,0.62,0.23,0.02,,,,,,0.36,0.15,0.23,0.62,0.9,0.78,0.01,0.15,0.01,0.05,0.18,0.06,0.02,0.35,0.01,0.02,0.13,0.0,0.19,0.17,0.16,0.0,0.0,0.12,0.0,39.0,0.22,0.26,1923.08,9185.95,0.48,346153.84,1736144.25,86.4,194728.84,311538.44,373846.16,1.04,1.85,0.0,0.0,0.55,0.45
2764,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Lower education,134323660,0.35,0.14,0.45,0.06,0.28,0.59,0.38,0.34,0.04,47076704.0,0.62,0.37,0.26,0.58,,0.93,0.07,0.83,0.17,0.26,0.43,0.01,,,,,,0.04,0.55,0.16,0.29,0.49,0.49,0.01,0.1,0.0,0.05,0.17,0.04,0.0,0.08,0.0,0.0,0.01,0.0,0.01,0.16,0.55,0.0,0.0,0.13,0.0,39.0,0.36,0.27,830.38,3966.49,0.21,151615.39,748195.5,37.84,93461.54,174461.53,186923.08,1.04,1.85,0.17,0.31,0.52,0.0
2765,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Male,96944609,0.34,0.18,0.43,0.04,0.36,0.61,0.38,0.34,0.04,49799318.0,0.88,,0.01,0.79,,0.9,0.1,0.75,0.25,0.39,0.31,0.02,,,,,,0.21,0.43,0.2,0.38,,0.56,0.01,0.1,0.01,0.07,0.13,0.07,0.01,0.16,0.0,0.01,0.04,0.0,0.07,0.13,0.43,0.0,0.0,0.18,0.0,39.0,0.27,0.28,1282.05,6123.97,0.32,242307.69,1240103.13,60.48,108173.08,227163.47,311538.44,,1.85,0.07,0.22,0.56,0.15
2766,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Old worker,85172278,0.0,0.0,1.0,0.0,0.37,1.0,0.38,0.34,0.04,56245306.0,0.69,0.4,,0.65,,0.94,0.06,,,0.36,0.35,0.02,,,,,,0.26,0.42,0.16,0.41,0.58,,0.01,0.1,0.0,0.05,0.18,0.05,0.01,0.17,0.0,0.01,0.05,0.0,0.07,0.17,0.43,0.0,0.0,0.13,0.0,39.0,0.31,0.26,1404.68,6709.74,0.35,259615.39,1260771.5,64.8,98653.84,237862.39,328846.16,1.04,1.85,0.17,0.28,0.45,0.11
2767,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Rural,125086185,0.35,0.17,0.43,0.05,0.0,0.6,0.38,0.34,0.04,46287764.0,0.64,0.38,0.25,0.59,,0.92,0.08,0.79,0.21,0.27,0.42,0.01,,,,,,0.19,0.6,0.14,0.26,0.42,0.43,0.01,0.08,0.0,0.05,0.12,0.03,0.0,0.1,0.0,0.0,0.04,0.0,0.03,0.12,0.6,0.0,0.0,0.11,0.0,39.0,0.39,0.22,865.38,4133.68,0.22,150576.92,752329.19,37.58,88528.84,155769.22,223269.22,1.04,1.85,0.15,0.27,0.51,0.06
2768,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Total,195524884,0.33,0.19,0.44,0.04,0.36,0.62,0.6,0.54,0.07,71990301.0,0.59,0.37,0.2,0.53,,0.9,0.1,0.76,0.24,0.38,0.37,0.01,,,,,,0.21,0.42,0.18,0.4,0.6,0.6,0.01,0.12,0.0,0.05,0.17,0.05,0.01,0.17,0.0,0.01,0.05,0.0,0.07,0.16,0.42,0.0,0.0,0.13,0.0,39.0,0.31,0.26,1326.26,6335.14,0.33,244038.47,1240103.13,60.91,99519.23,224653.84,311538.44,1.04,1.85,0.12,0.23,0.53,0.12
2769,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Urban,70438699,0.3,0.22,0.44,0.04,1.0,0.66,0.38,0.34,0.04,25702537.0,0.58,0.36,0.14,0.52,,0.88,0.12,0.71,0.29,0.58,0.27,0.02,,,,,,0.23,0.08,0.26,0.66,0.94,0.94,0.01,0.17,0.01,0.07,0.26,0.07,0.02,0.3,0.0,0.01,0.06,0.0,0.15,0.25,0.09,0.0,0.0,0.16,0.0,39.0,0.18,0.34,1678.32,8016.83,0.42,311538.44,1537727.88,77.76,150144.22,263076.94,363461.56,1.04,1.85,0.06,0.14,0.56,0.24
2770,Indonesia,IDN,East Asia and Pacific,EAS,1996,susen,Young worker,36661842,0.0,1.0,0.0,0.0,0.42,1.0,0.38,0.34,0.04,15744995.0,0.47,0.32,0.2,0.36,,0.76,0.24,0.76,0.24,0.46,0.44,0.01,,,,,,0.05,0.4,0.27,0.33,0.68,0.6,0.01,0.2,0.0,0.06,0.14,0.04,0.01,0.14,0.0,0.0,0.02,0.0,0.05,0.13,0.4,0.0,0.0,0.14,0.0,39.0,0.32,0.27,1105.97,5282.86,0.28,199038.47,1044373.5,49.68,102548.08,201461.53,256500.0,1.04,1.85,0.02,0.11,0.71,0.16
