Country name,Country Code,Region,Year of Survey,Survey Type,Subsample,Total population, Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces
Comoros,COM,Sub-Saharan Africa,2013,eim,Young worker,136513,0.22,0.41,0.38,0.77,0.78,0.0,0.22,0.02,0.17,0.19,0.12,0.0,0.03,0.04,0.0,0.01,0.03,0.06,0.24,0.23,0.41,0.0,0.02,0.01
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Female,40293803,0.71,0.04,0.25,0.29,0.26,0.0,0.03,0.0,0.0,0.17,0.0,0.02,0.01,0.05,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Higher education,37743429,0.43,0.09,0.49,0.51,0.48,0.02,0.05,0.0,0.02,0.18,0.03,0.06,0.05,0.16,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Lower education,41492804,0.79,0.06,0.15,0.18,0.23,0.02,0.04,0.0,0.01,0.09,0.01,0.01,0.01,0.03,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Male,38942429,0.58,0.11,0.32,,0.4,0.03,0.05,0.0,0.02,0.08,0.04,0.05,0.04,0.11,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Old worker,27538069,0.63,0.07,0.3,0.3,,0.02,0.04,0.0,0.01,0.13,0.02,0.04,0.03,0.09,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Rural,48449144,0.84,0.05,0.11,0.1,0.17,0.02,0.03,0.0,0.0,0.04,0.0,0.01,0.01,0.05,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Total,79236232,0.64,0.07,0.29,0.29,0.32,0.02,0.04,0.0,0.01,0.13,0.02,0.03,0.02,0.08,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Urban,30787088,0.19,0.12,0.68,0.78,0.83,0.02,0.07,0.01,0.03,0.32,0.06,0.1,0.06,0.15,,,,,,,,,,
Congo (Dem. Rep.),COD,Sub-Saharan Africa,2012,e123,Young worker,13462512,0.68,0.08,0.23,0.26,0.32,0.02,0.05,0.0,0.01,0.13,0.02,0.02,0.0,0.06,,,,,,,,,,
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Female,2481262,0.04,0.11,0.86,0.96,0.96,0.0,0.09,0.01,0.01,0.27,0.02,0.11,0.05,0.41,0.01,0.16,0.09,0.11,0.3,0.01,0.05,0.02,0.25,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Higher education,2720933,0.05,0.17,0.78,0.98,0.9,0.0,0.11,0.02,0.05,0.25,0.07,0.15,0.06,0.25,0.03,0.18,0.14,0.12,0.22,0.01,0.09,0.06,0.15,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Lower education,2107962,0.22,0.21,0.57,0.92,0.72,0.0,0.1,0.01,0.1,0.23,0.06,0.07,0.02,0.2,0.0,0.0,0.03,0.02,0.2,0.06,0.14,0.1,0.44,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Male,2347633,0.16,0.24,0.6,,0.8,0.0,0.11,0.02,0.1,0.22,0.09,0.13,0.05,0.12,0.02,0.09,0.11,0.07,0.16,0.05,0.15,0.11,0.25,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Old worker,2470984,0.11,0.19,0.71,0.96,,0.0,0.11,0.02,0.06,0.23,0.07,0.12,0.05,0.25,0.02,0.13,0.1,0.08,0.2,0.03,0.11,0.08,0.24,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Rural,1320609,0.3,0.15,0.55,0.89,0.66,0.0,0.07,0.02,0.06,0.21,0.04,0.07,0.03,0.2,0.01,0.06,0.05,0.04,0.2,0.09,0.09,0.06,0.4,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Total,4828895,0.11,0.19,0.7,0.96,0.86,0.0,0.11,0.01,0.06,0.24,0.06,0.12,0.05,0.23,0.02,0.12,0.1,0.09,0.21,0.03,0.11,0.08,0.25,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Urban,3508286,0.05,0.2,0.76,0.98,0.94,0.0,0.12,0.01,0.07,0.25,0.07,0.14,0.05,0.24,0.02,0.14,0.11,0.1,0.22,0.01,0.11,0.08,0.2,0.0
Costa Rica,CRI,Latin America and Caribbean,2015,enaho,Young worker,857791,0.14,0.18,0.68,0.96,0.86,0.0,0.11,0.01,0.07,0.32,0.05,0.15,0.02,0.15,0.0,0.05,0.08,0.14,0.26,0.01,0.08,0.05,0.33,0.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Female,11455551,0.48,0.09,0.42,0.52,0.53,0.0,0.09,0.0,0.0,0.29,0.01,0.01,0.04,0.07,0.01,0.02,0.02,0.02,0.77,0.01,0.04,0.01,0.11,0.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Higher education,5919898,0.28,0.14,0.58,0.87,0.67,0.0,0.11,0.0,0.03,0.18,0.04,0.08,0.22,0.06,0.02,0.15,0.1,0.08,0.44,0.02,0.07,0.02,0.08,0.01
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Lower education,17190603,0.6,0.11,0.29,0.46,0.42,0.0,0.09,0.0,0.01,0.2,0.02,0.01,0.01,0.04,0.0,0.01,0.01,0.01,0.75,0.02,0.07,0.01,0.1,0.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Male,11654950,0.57,0.13,0.3,,0.41,0.0,0.09,0.0,0.03,0.13,0.04,0.03,0.07,0.03,0.01,0.05,0.04,0.03,0.63,0.03,0.1,0.02,0.08,0.01
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Old worker,9193259,0.54,0.11,0.35,0.51,,0.0,0.08,0.0,0.02,0.19,0.03,0.03,0.07,0.04,0.01,0.04,0.03,0.03,0.7,0.02,0.06,0.01,0.09,0.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Rural,12850865,0.77,0.06,0.17,0.29,0.25,0.0,0.05,0.0,0.01,0.1,0.01,0.01,0.03,0.02,0.0,0.02,0.01,0.01,0.8,0.02,0.03,0.0,0.1,0.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Total,23110501,0.54,0.11,0.35,0.52,0.47,0.0,0.09,0.0,0.02,0.19,0.03,0.02,0.06,0.05,0.01,0.04,0.03,0.03,0.69,0.02,0.07,0.01,0.1,0.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Urban,10259636,0.25,0.18,0.57,0.79,0.76,0.0,0.14,0.0,0.03,0.31,0.05,0.05,0.09,0.07,0.01,0.06,0.05,0.04,0.56,0.02,0.12,0.02,0.09,0.01
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,env,Young worker,3866709,0.53,0.13,0.33,0.53,0.47,0.01,0.11,0.0,0.01,0.2,0.03,0.01,0.02,0.08,0.01,0.01,0.01,0.02,0.66,0.03,0.11,0.01,0.13,0.0
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Female,5223389,0.02,0.09,0.89,0.98,0.98,0.0,0.08,0.0,0.01,0.3,0.03,0.06,0.05,0.46,0.05,0.12,0.08,0.13,0.28,0.01,0.03,0.03,0.27,0.0
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Higher education,5084718,0.05,0.18,0.78,0.99,0.93,0.0,0.11,0.01,0.05,0.29,0.07,0.09,0.07,0.27,0.05,0.13,0.11,0.13,0.2,0.03,0.11,0.08,0.15,0.01
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Lower education,5384530,0.21,0.21,0.58,0.96,0.74,0.0,0.09,0.01,0.11,0.26,0.08,0.03,0.02,0.19,0.01,0.0,0.01,0.03,0.18,0.11,0.16,0.11,0.37,0.01
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Male,5245859,0.18,0.25,0.58,,0.83,0.0,0.11,0.01,0.12,0.26,0.11,0.06,0.05,0.1,0.03,0.05,0.06,0.06,0.14,0.1,0.2,0.13,0.23,0.02
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Old worker,4823492,0.11,0.18,0.7,0.98,,0.0,0.1,0.01,0.08,0.27,0.08,0.06,0.05,0.25,0.04,0.09,0.07,0.07,0.19,0.07,0.13,0.1,0.24,0.01
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Rural,3420875,0.29,0.16,0.55,0.95,0.68,0.0,0.08,0.01,0.07,0.23,0.05,0.02,0.03,0.21,0.01,0.03,0.04,0.06,0.18,0.15,0.12,0.08,0.33,0.01
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Total,10469248,0.12,0.19,0.7,0.98,0.88,0.0,0.1,0.01,0.07,0.28,0.08,0.06,0.05,0.23,0.03,0.08,0.07,0.09,0.19,0.06,0.13,0.09,0.24,0.01
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Urban,7048373,0.04,0.2,0.76,0.99,0.97,0.0,0.11,0.01,0.07,0.3,0.09,0.08,0.06,0.24,0.04,0.1,0.08,0.1,0.2,0.02,0.14,0.1,0.2,0.01
Dominican Republic,DOM,Latin America and Caribbean,2015,enft,Young worker,2047201,0.12,0.21,0.67,0.98,0.88,0.0,0.12,0.01,0.07,0.32,0.07,0.07,0.03,0.17,0.0,0.02,0.08,0.17,0.21,0.04,0.14,0.07,0.25,0.01
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Female,8305249,0.2,0.11,0.7,0.8,0.74,0.0,0.09,0.0,0.01,0.34,0.02,0.06,0.04,0.24,0.07,0.08,0.1,0.08,0.23,0.09,0.06,0.01,0.27,0.0
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Higher education,10081294,0.14,0.19,0.67,0.9,0.76,0.01,0.12,0.01,0.06,0.28,0.08,0.07,0.07,0.17,0.08,0.09,0.1,0.09,0.15,0.06,0.12,0.09,0.21,0.01
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Lower education,6323106,0.43,0.2,0.37,0.6,0.45,0.01,0.09,0.0,0.11,0.21,0.06,0.02,0.01,0.07,0.02,0.0,0.0,0.01,0.12,0.25,0.15,0.07,0.37,0.0
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Male,8099151,0.26,0.26,0.48,,0.67,0.01,0.12,0.01,0.13,0.19,0.11,0.06,0.06,0.06,0.04,0.05,0.05,0.05,0.08,0.15,0.17,0.13,0.27,0.01
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Old worker,7306305,0.22,0.2,0.58,0.81,,0.01,0.11,0.01,0.08,0.25,0.08,0.06,0.05,0.15,0.05,0.07,0.07,0.06,0.15,0.14,0.13,0.09,0.23,0.01
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Rural,5250669,0.59,0.15,0.26,0.43,0.37,0.01,0.08,0.0,0.07,0.11,0.04,0.02,0.03,0.06,0.02,0.02,0.03,0.02,0.08,0.32,0.09,0.06,0.36,0.0
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Total,16404400,0.24,0.2,0.57,0.8,0.7,0.01,0.11,0.01,0.08,0.25,0.07,0.06,0.05,0.13,0.06,0.06,0.07,0.06,0.14,0.13,0.13,0.08,0.27,0.01
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Urban,11153731,0.08,0.22,0.71,0.96,0.92,0.01,0.12,0.01,0.08,0.32,0.09,0.08,0.06,0.17,0.07,0.08,0.09,0.08,0.17,0.04,0.14,0.09,0.23,0.01
Ecuador,ECU,Latin America and Caribbean,2015,enemd,Young worker,2966852,0.3,0.21,0.49,0.74,0.7,0.01,0.11,0.0,0.09,0.28,0.05,0.06,0.02,0.08,0.08,0.01,0.05,0.08,0.11,0.07,0.1,0.04,0.44,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Female,35200305,0.63,0.07,0.29,0.37,0.26,0.0,0.07,0.0,0.0,0.07,0.01,0.01,0.19,0.01,0.04,0.1,0.07,0.03,0.06,0.63,0.05,0.02,0.0,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Higher education,70322840,0.38,0.19,0.43,0.37,0.51,0.0,0.12,0.01,0.06,0.14,0.06,0.02,0.2,0.01,0.07,0.11,0.07,0.03,0.12,0.37,0.14,0.06,0.02,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Male,35122535,0.23,0.26,0.51,,0.68,0.0,0.15,0.01,0.1,0.18,0.09,0.03,0.2,0.0,0.08,0.12,0.08,0.03,0.15,0.22,0.2,0.08,0.04,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Old worker,29160434,0.34,0.19,0.47,0.4,,0.0,0.12,0.01,0.06,0.14,0.06,0.03,0.24,0.01,0.08,0.13,0.09,0.04,0.11,0.33,0.13,0.06,0.02,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Rural,40602997,0.54,0.16,0.3,0.2,0.38,0.0,0.09,0.01,0.06,0.1,0.04,0.01,0.14,0.0,0.04,0.06,0.05,0.02,0.1,0.54,0.13,0.05,0.02,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Total,70322840,0.38,0.19,0.43,0.37,0.51,0.0,0.12,0.01,0.06,0.14,0.06,0.02,0.2,0.01,0.07,0.11,0.07,0.03,0.12,0.37,0.14,0.06,0.02,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Urban,29719843,0.09,0.26,0.65,0.77,0.86,0.0,0.17,0.01,0.07,0.22,0.08,0.04,0.3,0.01,0.12,0.2,0.12,0.05,0.15,0.09,0.17,0.07,0.03,0.0
Egypt (Arab Rep.),EGY,Middle East and North Africa,2005,elmps,Young worker,15752178,0.49,0.22,0.28,0.26,0.51,0.0,0.13,0.0,0.09,0.16,0.05,0.01,0.06,0.0,0.01,0.03,0.03,0.02,0.13,0.49,0.2,0.06,0.03,0.0
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Female,3374505,0.04,0.18,0.78,0.96,0.95,0.0,0.18,0.0,0.0,0.43,0.01,0.04,0.03,0.27,0.01,0.08,0.05,0.05,0.39,0.01,0.1,0.05,0.26,0.0
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Higher education,2287501,0.06,0.19,0.75,0.99,0.86,0.0,0.15,0.01,0.03,0.32,0.05,0.09,0.09,0.2,0.03,0.15,0.1,0.1,0.27,0.01,0.12,0.07,0.14,0.0
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Lower education,4113914,0.27,0.23,0.51,0.93,0.59,0.0,0.15,0.0,0.07,0.29,0.04,0.03,0.02,0.13,0.0,0.0,0.01,0.01,0.25,0.11,0.16,0.08,0.38,0.0
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Male,3026910,0.29,0.24,0.48,,0.59,0.0,0.13,0.01,0.1,0.21,0.07,0.06,0.06,0.08,0.02,0.05,0.05,0.04,0.16,0.11,0.17,0.09,0.3,0.01
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Old worker,2800274,0.15,0.21,0.63,0.96,,0.0,0.15,0.01,0.06,0.29,0.05,0.06,0.06,0.18,0.02,0.08,0.06,0.04,0.26,0.08,0.15,0.08,0.24,0.0
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Rural,2412149,0.42,0.17,0.4,0.89,0.5,0.0,0.11,0.0,0.06,0.2,0.02,0.02,0.04,0.12,0.0,0.02,0.02,0.02,0.2,0.17,0.1,0.06,0.42,0.01
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Total,6401415,0.18,0.21,0.61,0.96,0.72,0.0,0.15,0.01,0.06,0.3,0.04,0.05,0.05,0.16,0.02,0.06,0.05,0.05,0.26,0.07,0.14,0.07,0.28,0.0
El Salvador,SLV,Latin America and Caribbean,2014,ehpm,Young worker,1341039,0.28,0.21,0.51,0.95,0.72,0.0,0.15,0.0,0.05,0.32,0.04,0.04,0.02,0.09,0.0,0.01,0.03,0.05,0.25,0.05,0.12,0.06,0.42,0.01
Estonia,EST,Europe and Central Asia,2004,hbs,Female,729195,0.04,0.25,0.71,0.96,1.0,0.01,0.22,0.01,0.01,0.24,0.04,0.07,0.06,0.29,0.1,0.16,0.16,0.08,0.2,0.03,0.04,0.12,0.11,0.0
Estonia,EST,Europe and Central Asia,2004,hbs,Higher education,1340458,0.06,0.35,0.58,0.96,0.96,0.01,0.24,0.02,0.08,0.18,0.09,0.07,0.06,0.18,0.13,0.11,0.12,0.05,0.13,0.03,0.16,0.16,0.09,0.01
Estonia,EST,Europe and Central Asia,2004,hbs,Male,611263,0.08,0.46,0.46,,0.92,0.02,0.26,0.03,0.15,0.12,0.13,0.06,0.06,0.08,0.16,0.06,0.07,0.03,0.06,0.04,0.29,0.21,0.08,0.01
Estonia,EST,Europe and Central Asia,2004,hbs,Old worker,684094,0.06,0.36,0.58,0.95,,0.01,0.24,0.02,0.08,0.17,0.09,0.07,0.06,0.19,0.14,0.11,0.12,0.05,0.12,0.03,0.16,0.17,0.09,0.01
Estonia,EST,Europe and Central Asia,2004,hbs,Rural,346103,0.19,0.32,0.49,0.85,0.9,0.01,0.23,0.01,0.07,0.15,0.07,0.03,0.07,0.18,0.11,0.07,0.1,0.03,0.13,0.1,0.13,0.2,0.11,0.01
Estonia,EST,Europe and Central Asia,2004,hbs,Total,1340458,0.06,0.35,0.58,0.96,0.96,0.01,0.24,0.02,0.08,0.18,0.09,0.07,0.06,0.18,0.13,0.11,0.12,0.05,0.13,0.03,0.16,0.16,0.09,0.01
Estonia,EST,Europe and Central Asia,2004,hbs,Urban,608926,0.01,0.37,0.61,1.0,0.98,0.01,0.26,0.02,0.07,0.19,0.11,0.08,0.05,0.18,0.12,0.13,0.12,0.06,0.12,0.0,0.17,0.16,0.1,0.01
Estonia,EST,Europe and Central Asia,2004,hbs,Young worker,221773,0.04,0.34,0.62,1.0,0.96,0.0,0.21,0.03,0.1,0.28,0.06,0.09,0.03,0.16,0.03,0.1,0.12,0.09,0.23,0.03,0.2,0.11,0.09,0.01
Eswatini,SWZ,Sub-Saharan Africa,2009,hies,Female,534520,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Sub-Saharan Africa,2009,hies,Higher education,432910,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Sub-Saharan Africa,2000,hies,Lower education,276371,0.23,0.26,0.51,0.86,0.75,0.02,0.16,0.0,0.08,0.21,0.05,0.01,0.05,0.19,0.03,0.01,0.03,0.01,0.1,0.06,0.18,0.09,0.48,0.01
Eswatini,SWZ,Sub-Saharan Africa,2000,hies,Male,450725,0.22,0.28,0.5,,0.77,0.03,0.13,0.02,0.1,0.13,0.07,0.02,0.12,0.15,0.06,0.07,0.07,0.04,0.15,0.05,0.17,0.13,0.25,0.01
Eswatini,SWZ,Sub-Saharan Africa,2000,hies,Old worker,288635,0.16,0.25,0.59,0.9,,0.02,0.16,0.01,0.06,0.21,0.04,0.03,0.09,0.22,0.05,0.09,0.09,0.05,0.13,0.05,0.17,0.08,0.28,0.0
Eswatini,SWZ,Sub-Saharan Africa,2000,hies,Rural,714516,0.2,0.25,0.55,0.87,0.78,0.02,0.17,0.01,0.06,0.21,0.04,0.01,0.06,0.23,0.03,0.06,0.08,0.03,0.12,0.06,0.19,0.09,0.34,0.01
Eswatini,SWZ,Sub-Saharan Africa,2009,hies,Total,1017406,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Sub-Saharan Africa,2000,hies,Urban,226824,0.13,0.25,0.62,0.94,0.88,0.02,0.15,0.02,0.06,0.19,0.04,0.04,0.13,0.22,0.06,0.11,0.07,0.08,0.15,0.04,0.15,0.07,0.26,0.0
Eswatini,SWZ,Sub-Saharan Africa,2009,hies,Young worker,229556,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Female,45209606,0.67,0.06,0.26,0.33,0.37,0.06,0.0,0.0,0.01,0.1,0.02,0.01,0.0,0.14,0.0,0.02,0.02,0.01,0.11,0.53,0.05,0.0,0.26,0.0
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Higher education,53080847,0.7,0.06,0.24,0.32,0.37,0.04,0.0,0.0,0.02,0.08,0.01,0.01,0.0,0.13,0.0,0.04,0.04,0.01,0.08,0.59,0.04,0.01,0.18,0.0
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Lower education,36371238,0.74,0.06,0.2,0.35,0.23,0.03,0.0,0.0,0.02,0.09,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.64,0.04,0.01,0.21,0.0
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Male,44242479,0.75,0.06,0.19,,0.21,0.02,0.0,0.0,0.03,0.07,0.01,0.01,0.0,0.09,0.0,0.03,0.03,0.0,0.06,0.68,0.03,0.02,0.13,0.0
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Old worker,29623504,0.72,0.06,0.22,0.31,,0.04,0.0,0.0,0.02,0.09,0.01,0.01,0.0,0.11,0.0,0.03,0.03,0.0,0.09,0.64,0.04,0.01,0.15,0.0
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Rural,72394512,0.86,0.03,0.11,0.19,0.16,0.03,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.04,0.74,0.03,0.0,0.18,0.0
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Total,89452085,0.72,0.06,0.22,0.33,0.29,0.04,0.0,0.0,0.02,0.09,0.01,0.01,0.0,0.11,0.0,0.03,0.03,0.0,0.09,0.61,0.04,0.01,0.19,0.0
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Urban,17057573,0.1,0.18,0.72,0.93,0.9,0.09,0.01,0.01,0.07,0.28,0.05,0.04,0.0,0.35,0.01,0.12,0.09,0.02,0.29,0.07,0.1,0.04,0.25,0.01
Ethiopia,ETH,Sub-Saharan Africa,2015,hices,Young worker,16696110,0.71,0.05,0.24,0.37,0.29,0.03,0.0,0.0,0.02,0.08,0.02,0.01,0.0,0.14,0.0,0.01,0.02,0.0,0.09,0.54,0.03,0.01,0.3,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Female,412692,0.11,0.14,0.74,0.89,0.89,0.0,0.13,0.0,0.01,0.32,0.03,0.07,0.25,0.08,0.0,0.04,0.21,0.17,0.21,0.08,0.06,0.05,0.18,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Higher education,833132,0.25,0.18,0.57,0.89,0.73,0.0,0.1,0.01,0.06,0.22,0.08,0.05,0.2,0.03,0.01,0.04,0.16,0.08,0.14,0.19,0.11,0.09,0.18,0.0
Fiji,FJI,East Asia and Pacific,1996,censu,Lower education,384874,0.51,0.19,0.29,0.7,0.42,0.01,0.12,0.01,0.06,0.11,0.06,0.01,0.1,0.01,0.02,0.01,0.01,0.02,0.07,0.33,0.13,0.11,0.3,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Male,420441,0.31,0.19,0.5,,0.66,0.01,0.09,0.01,0.08,0.17,0.1,0.04,0.18,0.01,0.02,0.04,0.13,0.05,0.12,0.23,0.12,0.11,0.18,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Old worker,390471,0.25,0.17,0.58,0.89,,0.0,0.1,0.01,0.06,0.2,0.09,0.05,0.21,0.03,0.01,0.05,0.16,0.07,0.14,0.19,0.1,0.1,0.18,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Rural,412368,0.5,0.13,0.37,0.72,0.49,0.01,0.06,0.01,0.05,0.18,0.04,0.01,0.11,0.02,0.01,0.01,0.07,0.03,0.1,0.37,0.09,0.08,0.23,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Total,833132,0.25,0.18,0.57,0.89,0.73,0.0,0.1,0.01,0.06,0.22,0.08,0.05,0.2,0.03,0.01,0.04,0.16,0.08,0.14,0.19,0.11,0.09,0.18,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Urban,420764,0.04,0.22,0.74,0.98,0.96,0.0,0.14,0.01,0.07,0.24,0.11,0.07,0.27,0.04,0.02,0.07,0.23,0.12,0.18,0.03,0.12,0.1,0.14,0.0
Fiji,FJI,East Asia and Pacific,2008,hies,Young worker,156529,0.27,0.21,0.52,0.89,0.73,0.0,0.11,0.01,0.09,0.3,0.04,0.04,0.12,0.01,0.01,0.01,0.12,0.12,0.19,0.18,0.13,0.04,0.21,0.0
Gabon,GAB,Sub-Saharan Africa,2005,egep,Female,666739,0.34,0.14,0.52,0.66,0.71,0.0,0.01,0.11,0.01,0.25,0.01,0.0,0.26,0.0,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,2005,egep,Higher education,726799,0.13,0.28,0.6,0.87,0.85,0.02,0.06,0.13,0.06,0.19,0.06,0.0,0.36,0.0,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,2005,egep,Lower education,585667,0.45,0.1,0.45,0.41,0.59,0.01,0.03,0.01,0.04,0.23,0.04,0.0,0.18,0.0,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,2005,egep,Male,645727,0.18,0.26,0.56,,0.76,0.02,0.07,0.07,0.09,0.17,0.08,0.0,0.31,0.0,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,2005,egep,Old worker,490221,0.25,0.22,0.54,0.65,,0.02,0.05,0.1,0.05,0.2,0.05,0.0,0.29,0.0,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,2005,egep,Rural,260629,0.7,0.11,0.19,0.2,0.28,0.01,0.04,0.04,0.02,0.09,0.02,0.0,0.08,0.0,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,2005,egep,Total,1312467,0.25,0.21,0.54,0.66,0.74,0.01,0.05,0.09,0.06,0.2,0.05,0.0,0.29,0.0,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,2005,egep,Urban,1051837,0.12,0.24,0.64,0.83,0.87,0.02,0.05,0.1,0.07,0.23,0.06,0.0,0.35,0.0,,,,,,,,,,
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Female,1007593,0.53,0.03,0.44,0.47,0.32,0.0,0.03,0.0,0.0,0.27,0.03,0.01,0.07,0.07,0.01,0.05,0.01,0.01,0.32,0.52,0.03,0.0,0.05,0.0
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Higher education,530626,0.18,0.16,0.67,0.76,0.59,0.0,0.07,0.02,0.07,0.2,0.11,0.02,0.27,0.07,0.02,0.18,0.05,0.03,0.31,0.17,0.15,0.04,0.02,0.01
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Lower education,1392293,0.53,0.13,0.35,0.37,0.28,0.0,0.08,0.0,0.04,0.22,0.05,0.0,0.03,0.04,0.0,0.01,0.01,0.0,0.25,0.52,0.13,0.05,0.04,0.0
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Male,915326,0.31,0.22,0.47,,0.47,0.0,0.12,0.01,0.09,0.17,0.1,0.01,0.14,0.04,0.01,0.08,0.03,0.01,0.23,0.3,0.22,0.08,0.02,0.01
