LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CHE,PPP,TOT,NATUSD,A,1975,2.55882,
CHE,PPP,TOT,NATUSD,A,1976,2.491552,
CHE,PPP,TOT,NATUSD,A,1977,2.351852,
CHE,PPP,TOT,NATUSD,A,1978,2.27668,
CHE,PPP,TOT,NATUSD,A,1979,2.144065,
CHE,PPP,TOT,NATUSD,A,1980,2.019661,
CHE,PPP,TOT,NATUSD,A,1981,1.949529,
CHE,PPP,TOT,NATUSD,A,1982,1.971007,
CHE,PPP,TOT,NATUSD,A,1983,1.94161,
CHE,PPP,TOT,NATUSD,A,1984,1.944457,
CHE,PPP,TOT,NATUSD,A,1985,1.92765,
CHE,PPP,TOT,NATUSD,A,1986,1.946937,
CHE,PPP,TOT,NATUSD,A,1987,1.941636,
CHE,PPP,TOT,NATUSD,A,1988,1.92781,
CHE,PPP,TOT,NATUSD,A,1989,1.919242,
CHE,PPP,TOT,NATUSD,A,1990,1.935157,
CHE,PPP,TOT,NATUSD,A,1991,1.973106,
CHE,PPP,TOT,NATUSD,A,1992,1.97013,
CHE,PPP,TOT,NATUSD,A,1993,1.96922,
CHE,PPP,TOT,NATUSD,A,1994,1.950885,
CHE,PPP,TOT,NATUSD,A,1995,1.924915,
CHE,PPP,TOT,NATUSD,A,1996,1.889922,
CHE,PPP,TOT,NATUSD,A,1997,1.844312,
CHE,PPP,TOT,NATUSD,A,1998,1.827624,
CHE,PPP,TOT,NATUSD,A,1999,1.802836,
CHE,PPP,TOT,NATUSD,A,2000,1.788217,
CHE,PPP,TOT,NATUSD,A,2001,1.768387,
CHE,PPP,TOT,NATUSD,A,2002,1.70976,
CHE,PPP,TOT,NATUSD,A,2003,1.717124,
CHE,PPP,TOT,NATUSD,A,2004,1.693341,
CHE,PPP,TOT,NATUSD,A,2005,1.686548,
CHE,PPP,TOT,NATUSD,A,2006,1.600778,
CHE,PPP,TOT,NATUSD,A,2007,1.533726,
CHE,PPP,TOT,NATUSD,A,2008,1.493049,
CHE,PPP,TOT,NATUSD,A,2009,1.468648,
CHE,PPP,TOT,NATUSD,A,2010,1.465083,
CHE,PPP,TOT,NATUSD,A,2011,1.397498,
CHE,PPP,TOT,NATUSD,A,2012,1.354072,
CHE,PPP,TOT,NATUSD,A,2013,1.312477,
CHE,PPP,TOT,NATUSD,A,2014,1.281761,
CHE,PPP,TOT,NATUSD,A,2015,1.235456,
CHE,PPP,TOT,NATUSD,A,2016,1.202086,
CHE,PPP,TOT,NATUSD,A,2017,1.179916,
CHE,PPP,TOT,NATUSD,A,2018,1.167667,
CHE,PPP,TOT,NATUSD,A,2019,1.155471,
TUR,PPP,TOT,NATUSD,A,1960,0.000004,
TUR,PPP,TOT,NATUSD,A,1961,0.000005,
TUR,PPP,TOT,NATUSD,A,1962,0.000005,
TUR,PPP,TOT,NATUSD,A,1963,0.000005,
TUR,PPP,TOT,NATUSD,A,1964,0.000005,
TUR,PPP,TOT,NATUSD,A,1965,0.000005,
TUR,PPP,TOT,NATUSD,A,1966,0.000005,
TUR,PPP,TOT,NATUSD,A,1967,0.000006,
TUR,PPP,TOT,NATUSD,A,1968,0.000006,
TUR,PPP,TOT,NATUSD,A,1969,0.000006,
TUR,PPP,TOT,NATUSD,A,1970,0.000005,
TUR,PPP,TOT,NATUSD,A,1971,0.000005,
TUR,PPP,TOT,NATUSD,A,1972,0.000005,
TUR,PPP,TOT,NATUSD,A,1973,0.000006,
TUR,PPP,TOT,NATUSD,A,1974,0.000007,
TUR,PPP,TOT,NATUSD,A,1975,0.000008,
TUR,PPP,TOT,NATUSD,A,1976,0.000009,
TUR,PPP,TOT,NATUSD,A,1977,0.00001,
TUR,PPP,TOT,NATUSD,A,1978,0.000014,
TUR,PPP,TOT,NATUSD,A,1979,0.000023,
TUR,PPP,TOT,NATUSD,A,1980,0.00004,
TUR,PPP,TOT,NATUSD,A,1981,0.000052,
TUR,PPP,TOT,NATUSD,A,1982,0.000063,
TUR,PPP,TOT,NATUSD,A,1983,0.000076,
TUR,PPP,TOT,NATUSD,A,1984,0.000109,
TUR,PPP,TOT,NATUSD,A,1985,0.000162,
TUR,PPP,TOT,NATUSD,A,1986,0.000216,
TUR,PPP,TOT,NATUSD,A,1987,0.000282,
TUR,PPP,TOT,NATUSD,A,1988,0.000461,
TUR,PPP,TOT,NATUSD,A,1989,0.000778,
TUR,PPP,TOT,NATUSD,A,1990,0.001187,
TUR,PPP,TOT,NATUSD,A,1991,0.001824,
TUR,PPP,TOT,NATUSD,A,1992,0.002919,
TUR,PPP,TOT,NATUSD,A,1993,0.004784,
TUR,PPP,TOT,NATUSD,A,1994,0.00967,
TUR,PPP,TOT,NATUSD,A,1995,0.017731,
TUR,PPP,TOT,NATUSD,A,1996,0.031021,
TUR,PPP,TOT,NATUSD,A,1997,0.055384,
TUR,PPP,TOT,NATUSD,A,1998,0.128875,
TUR,PPP,TOT,NATUSD,A,1999,0.196465,
TUR,PPP,TOT,NATUSD,A,2000,0.281525,
TUR,PPP,TOT,NATUSD,A,2001,0.414894,
TUR,PPP,TOT,NATUSD,A,2002,0.591251,
TUR,PPP,TOT,NATUSD,A,2003,0.737352,
TUR,PPP,TOT,NATUSD,A,2004,0.792891,
TUR,PPP,TOT,NATUSD,A,2005,0.834589,
TUR,PPP,TOT,NATUSD,A,2006,0.842822,
TUR,PPP,TOT,NATUSD,A,2007,0.852195,
TUR,PPP,TOT,NATUSD,A,2008,0.87996,
TUR,PPP,TOT,NATUSD,A,2009,0.903759,
TUR,PPP,TOT,NATUSD,A,2010,0.919695,
TUR,PPP,TOT,NATUSD,A,2011,0.966176,
TUR,PPP,TOT,NATUSD,A,2012,1.019856,
TUR,PPP,TOT,NATUSD,A,2013,1.070294,
TUR,PPP,TOT,NATUSD,A,2014,1.104504,
TUR,PPP,TOT,NATUSD,A,2015,1.162141,
TUR,PPP,TOT,NATUSD,A,2016,1.241177,
TUR,PPP,TOT,NATUSD,A,2017,1.373044,
TUR,PPP,TOT,NATUSD,A,2018,1.60783,
TUR,PPP,TOT,NATUSD,A,2019,1.831953,
GBR,PPP,TOT,NATUSD,A,1960,0.228426,
GBR,PPP,TOT,NATUSD,A,1961,0.233865,
GBR,PPP,TOT,NATUSD,A,1962,0.237129,
GBR,PPP,TOT,NATUSD,A,1963,0.238316,
GBR,PPP,TOT,NATUSD,A,1964,0.24361,
GBR,PPP,TOT,NATUSD,A,1965,0.248356,
GBR,PPP,TOT,NATUSD,A,1966,0.250347,
GBR,PPP,TOT,NATUSD,A,1967,0.250387,
GBR,PPP,TOT,NATUSD,A,1968,0.248822,
GBR,PPP,TOT,NATUSD,A,1969,0.249482,
GBR,PPP,TOT,NATUSD,A,1970,0.273372,
GBR,PPP,TOT,NATUSD,A,1971,0.281015,
GBR,PPP,TOT,NATUSD,A,1972,0.288788,
GBR,PPP,TOT,NATUSD,A,1973,0.296867,
GBR,PPP,TOT,NATUSD,A,1974,0.313305,
GBR,PPP,TOT,NATUSD,A,1975,0.360666,
GBR,PPP,TOT,NATUSD,A,1976,0.393522,
GBR,PPP,TOT,NATUSD,A,1977,0.42136,
GBR,PPP,TOT,NATUSD,A,1978,0.438784,
GBR,PPP,TOT,NATUSD,A,1979,0.462194,
GBR,PPP,TOT,NATUSD,A,1980,0.50741,
GBR,PPP,TOT,NATUSD,A,1981,0.517091,
GBR,PPP,TOT,NATUSD,A,1982,0.523053,
GBR,PPP,TOT,NATUSD,A,1983,0.529124,
GBR,PPP,TOT,NATUSD,A,1984,0.53635,
GBR,PPP,TOT,NATUSD,A,1985,0.54831,
GBR,PPP,TOT,NATUSD,A,1986,0.560841,
GBR,PPP,TOT,NATUSD,A,1987,0.57759,
GBR,PPP,TOT,NATUSD,A,1988,0.591983,
GBR,PPP,TOT,NATUSD,A,1989,0.61491,
GBR,PPP,TOT,NATUSD,A,1990,0.639431,
GBR,PPP,TOT,NATUSD,A,1991,0.658116,
GBR,PPP,TOT,NATUSD,A,1992,0.66502,
GBR,PPP,TOT,NATUSD,A,1993,0.667146,
GBR,PPP,TOT,NATUSD,A,1994,0.661989,
GBR,PPP,TOT,NATUSD,A,1995,0.714214,
GBR,PPP,TOT,NATUSD,A,1996,0.714138,
GBR,PPP,TOT,NATUSD,A,1997,0.708911,
GBR,PPP,TOT,NATUSD,A,1998,0.720727,
GBR,PPP,TOT,NATUSD,A,1999,0.725819,
GBR,PPP,TOT,NATUSD,A,2000,0.704348,
GBR,PPP,TOT,NATUSD,A,2001,0.694385,
GBR,PPP,TOT,NATUSD,A,2002,0.689877,
GBR,PPP,TOT,NATUSD,A,2003,0.696639,
GBR,PPP,TOT,NATUSD,A,2004,0.688463,
GBR,PPP,TOT,NATUSD,A,2005,0.707619,
GBR,PPP,TOT,NATUSD,A,2006,0.697328,
GBR,PPP,TOT,NATUSD,A,2007,0.709976,
GBR,PPP,TOT,NATUSD,A,2008,0.701691,
GBR,PPP,TOT,NATUSD,A,2009,0.709391,
GBR,PPP,TOT,NATUSD,A,2010,0.701774,
GBR,PPP,TOT,NATUSD,A,2011,0.706052,
GBR,PPP,TOT,NATUSD,A,2012,0.701634,
GBR,PPP,TOT,NATUSD,A,2013,0.695248,
GBR,PPP,TOT,NATUSD,A,2014,0.698444,
GBR,PPP,TOT,NATUSD,A,2015,0.692365,
GBR,PPP,TOT,NATUSD,A,2016,0.688672,
GBR,PPP,TOT,NATUSD,A,2017,0.682132,
GBR,PPP,TOT,NATUSD,A,2018,0.687119,
GBR,PPP,TOT,NATUSD,A,2019,0.689107,
USA,PPP,TOT,NATUSD,A,1960,1,
USA,PPP,TOT,NATUSD,A,1961,1,
USA,PPP,TOT,NATUSD,A,1962,1,
USA,PPP,TOT,NATUSD,A,1963,1,
USA,PPP,TOT,NATUSD,A,1964,1,
USA,PPP,TOT,NATUSD,A,1965,1,
USA,PPP,TOT,NATUSD,A,1966,1,
USA,PPP,TOT,NATUSD,A,1967,1,
USA,PPP,TOT,NATUSD,A,1968,1,
USA,PPP,TOT,NATUSD,A,1969,1,
USA,PPP,TOT,NATUSD,A,1970,1,
USA,PPP,TOT,NATUSD,A,1971,1,
USA,PPP,TOT,NATUSD,A,1972,1,
USA,PPP,TOT,NATUSD,A,1973,1,
USA,PPP,TOT,NATUSD,A,1974,1,
USA,PPP,TOT,NATUSD,A,1975,1,
USA,PPP,TOT,NATUSD,A,1976,1,
USA,PPP,TOT,NATUSD,A,1977,1,
USA,PPP,TOT,NATUSD,A,1978,1,
USA,PPP,TOT,NATUSD,A,1979,1,
USA,PPP,TOT,NATUSD,A,1980,1,
USA,PPP,TOT,NATUSD,A,1981,1,
USA,PPP,TOT,NATUSD,A,1982,1,
USA,PPP,TOT,NATUSD,A,1983,1,
USA,PPP,TOT,NATUSD,A,1984,1,
USA,PPP,TOT,NATUSD,A,1985,1,
USA,PPP,TOT,NATUSD,A,1986,1,
USA,PPP,TOT,NATUSD,A,1987,1,
USA,PPP,TOT,NATUSD,A,1988,1,
USA,PPP,TOT,NATUSD,A,1989,1,
USA,PPP,TOT,NATUSD,A,1990,1,
USA,PPP,TOT,NATUSD,A,1991,1,
USA,PPP,TOT,NATUSD,A,1992,1,
USA,PPP,TOT,NATUSD,A,1993,1,
USA,PPP,TOT,NATUSD,A,1994,1,
USA,PPP,TOT,NATUSD,A,1995,1,
USA,PPP,TOT,NATUSD,A,1996,1,
USA,PPP,TOT,NATUSD,A,1997,1,
USA,PPP,TOT,NATUSD,A,1998,1,
USA,PPP,TOT,NATUSD,A,1999,1,
USA,PPP,TOT,NATUSD,A,2000,1,
USA,PPP,TOT,NATUSD,A,2001,1,
USA,PPP,TOT,NATUSD,A,2002,1,
USA,PPP,TOT,NATUSD,A,2003,1,
USA,PPP,TOT,NATUSD,A,2004,1,
USA,PPP,TOT,NATUSD,A,2005,1,
USA,PPP,TOT,NATUSD,A,2006,1,
USA,PPP,TOT,NATUSD,A,2007,1,
USA,PPP,TOT,NATUSD,A,2008,1,
USA,PPP,TOT,NATUSD,A,2009,1,
USA,PPP,TOT,NATUSD,A,2010,1,
USA,PPP,TOT,NATUSD,A,2011,1,
USA,PPP,TOT,NATUSD,A,2012,1,
USA,PPP,TOT,NATUSD,A,2013,1,
USA,PPP,TOT,NATUSD,A,2014,1,
USA,PPP,TOT,NATUSD,A,2015,1,
USA,PPP,TOT,NATUSD,A,2016,1,
USA,PPP,TOT,NATUSD,A,2017,1,
USA,PPP,TOT,NATUSD,A,2018,1,
USA,PPP,TOT,NATUSD,A,2019,1,
BRA,PPP,TOT,NATUSD,A,1993,0.012316,
BRA,PPP,TOT,NATUSD,A,1994,0.289742,
BRA,PPP,TOT,NATUSD,A,1995,0.537778,
BRA,PPP,TOT,NATUSD,A,1996,0.625585,
BRA,PPP,TOT,NATUSD,A,1997,0.662512,
BRA,PPP,TOT,NATUSD,A,1998,0.6874,
BRA,PPP,TOT,NATUSD,A,1999,0.731897,
BRA,PPP,TOT,NATUSD,A,2000,0.756027,
BRA,PPP,TOT,NATUSD,A,2001,0.800649,
BRA,PPP,TOT,NATUSD,A,2002,0.865409,
BRA,PPP,TOT,NATUSD,A,2003,0.969352,
BRA,PPP,TOT,NATUSD,A,2004,1.017114,
BRA,PPP,TOT,NATUSD,A,2005,1.05969,
BRA,PPP,TOT,NATUSD,A,2006,1.098241,
BRA,PPP,TOT,NATUSD,A,2007,1.138377,
BRA,PPP,TOT,NATUSD,A,2008,1.214683,
BRA,PPP,TOT,NATUSD,A,2009,1.293656,
BRA,PPP,TOT,NATUSD,A,2010,1.386469,
BRA,PPP,TOT,NATUSD,A,2011,1.471075,
BRA,PPP,TOT,NATUSD,A,2012,1.558043,
BRA,PPP,TOT,NATUSD,A,2013,1.64608,
BRA,PPP,TOT,NATUSD,A,2014,1.742282,
BRA,PPP,TOT,NATUSD,A,2015,1.854277,
BRA,PPP,TOT,NATUSD,A,2016,1.982791,
BRA,PPP,TOT,NATUSD,A,2017,2.01338,
BRA,PPP,TOT,NATUSD,A,2018,2.028544,
BRA,PPP,TOT,NATUSD,A,2019,2.071297,
CHL,PPP,TOT,NATUSD,A,1986,93.523684,
CHL,PPP,TOT,NATUSD,A,1987,113.700879,
CHL,PPP,TOT,NATUSD,A,1988,133.388997,
CHL,PPP,TOT,NATUSD,A,1989,144.265358,
CHL,PPP,TOT,NATUSD,A,1990,168.599472,
CHL,PPP,TOT,NATUSD,A,1991,197.68851,
CHL,PPP,TOT,NATUSD,A,1992,216.035681,
CHL,PPP,TOT,NATUSD,A,1993,233.489515,
CHL,PPP,TOT,NATUSD,A,1994,257.413897,
CHL,PPP,TOT,NATUSD,A,1995,275.63403,
CHL,PPP,TOT,NATUSD,A,1996,275.297282,
CHL,PPP,TOT,NATUSD,A,1997,278.916345,
CHL,PPP,TOT,NATUSD,A,1998,278.687422,
CHL,PPP,TOT,NATUSD,A,1999,280.983092,
CHL,PPP,TOT,NATUSD,A,2000,286.579747,
CHL,PPP,TOT,NATUSD,A,2001,291.255851,
CHL,PPP,TOT,NATUSD,A,2002,296.446429,
CHL,PPP,TOT,NATUSD,A,2003,304.367805,
CHL,PPP,TOT,NATUSD,A,2004,319.65339,
CHL,PPP,TOT,NATUSD,A,2005,333.69,
CHL,PPP,TOT,NATUSD,A,2006,318.574722,
CHL,PPP,TOT,NATUSD,A,2007,323.878962,
CHL,PPP,TOT,NATUSD,A,2008,340.400833,
CHL,PPP,TOT,NATUSD,A,2009,354.325885,
CHL,PPP,TOT,NATUSD,A,2010,359.83702,
CHL,PPP,TOT,NATUSD,A,2011,348.016847,
CHL,PPP,TOT,NATUSD,A,2012,347.228507,
CHL,PPP,TOT,NATUSD,A,2013,349.680536,
CHL,PPP,TOT,NATUSD,A,2014,367.213907,
CHL,PPP,TOT,NATUSD,A,2015,391.360578,
CHL,PPP,TOT,NATUSD,A,2016,409.97777,
CHL,PPP,TOT,NATUSD,A,2017,411.263749,
CHL,PPP,TOT,NATUSD,A,2018,412.36037,
CHL,PPP,TOT,NATUSD,A,2019,415.682524,
CHN,PPP,TOT,NATUSD,A,1980,1.497,
CHN,PPP,TOT,NATUSD,A,1981,1.41,
CHN,PPP,TOT,NATUSD,A,1982,1.334,
CHN,PPP,TOT,NATUSD,A,1983,1.298,
CHN,PPP,TOT,NATUSD,A,1984,1.314,
CHN,PPP,TOT,NATUSD,A,1985,1.402,
CHN,PPP,TOT,NATUSD,A,1986,1.44,
CHN,PPP,TOT,NATUSD,A,1987,1.477,
CHN,PPP,TOT,NATUSD,A,1988,1.6,
CHN,PPP,TOT,NATUSD,A,1989,1.673,
CHN,PPP,TOT,NATUSD,A,1990,1.683341,
CHN,PPP,TOT,NATUSD,A,1991,1.73711,
CHN,PPP,TOT,NATUSD,A,1992,1.837645,
CHN,PPP,TOT,NATUSD,A,1993,2.06801,
CHN,PPP,TOT,NATUSD,A,1994,2.441889,
CHN,PPP,TOT,NATUSD,A,1995,2.718702,
CHN,PPP,TOT,NATUSD,A,1996,2.843385,
CHN,PPP,TOT,NATUSD,A,1997,2.840527,
CHN,PPP,TOT,NATUSD,A,1998,2.78384,
CHN,PPP,TOT,NATUSD,A,1999,2.709411,
CHN,PPP,TOT,NATUSD,A,2000,2.704799,
CHN,PPP,TOT,NATUSD,A,2001,2.700821,
CHN,PPP,TOT,NATUSD,A,2002,2.674847,
CHN,PPP,TOT,NATUSD,A,2003,2.694499,
CHN,PPP,TOT,NATUSD,A,2004,2.806331,
CHN,PPP,TOT,NATUSD,A,2005,2.827769,
CHN,PPP,TOT,NATUSD,A,2006,2.852518,
CHN,PPP,TOT,NATUSD,A,2007,2.99316,
CHN,PPP,TOT,NATUSD,A,2008,3.164821,
CHN,PPP,TOT,NATUSD,A,2009,3.134264,
CHN,PPP,TOT,NATUSD,A,2010,3.311352,
CHN,PPP,TOT,NATUSD,A,2011,3.505536,
CHN,PPP,TOT,NATUSD,A,2012,3.519888,
CHN,PPP,TOT,NATUSD,A,2013,3.533936,
CHN,PPP,TOT,NATUSD,A,2014,3.49576,
CHN,PPP,TOT,NATUSD,A,2015,3.460943,
CHN,PPP,TOT,NATUSD,A,2016,3.460232,
CHN,PPP,TOT,NATUSD,A,2017,3.527582,
CHN,PPP,TOT,NATUSD,A,2018,3.549872,
CHN,PPP,TOT,NATUSD,A,2019,3.53862,
COL,PPP,TOT,NATUSD,A,1980,20.265684,
COL,PPP,TOT,NATUSD,A,1981,22.750417,
COL,PPP,TOT,NATUSD,A,1982,26.754763,
COL,PPP,TOT,NATUSD,A,1983,30.984518,
COL,PPP,TOT,NATUSD,A,1984,36.485068,
COL,PPP,TOT,NATUSD,A,1985,44.22165,
COL,PPP,TOT,NATUSD,A,1986,55.863859,
COL,PPP,TOT,NATUSD,A,1987,66.959564,
COL,PPP,TOT,NATUSD,A,1988,82.665736,
COL,PPP,TOT,NATUSD,A,1989,99.329946,
COL,PPP,TOT,NATUSD,A,1990,144.736099,
COL,PPP,TOT,NATUSD,A,1991,177.8101,
COL,PPP,TOT,NATUSD,A,1992,213.249895,
COL,PPP,TOT,NATUSD,A,1993,260.062915,
COL,PPP,TOT,NATUSD,A,1994,310.888749,
COL,PPP,TOT,NATUSD,A,1995,361.905702,
COL,PPP,TOT,NATUSD,A,1996,415.348173,
COL,PPP,TOT,NATUSD,A,1997,477.065716,
COL,PPP,TOT,NATUSD,A,1998,541.448735,
COL,PPP,TOT,NATUSD,A,1999,601.116547,
COL,PPP,TOT,NATUSD,A,2000,785.974513,
COL,PPP,TOT,NATUSD,A,2001,819.238471,
COL,PPP,TOT,NATUSD,A,2002,854.614213,
COL,PPP,TOT,NATUSD,A,2003,896.330238,
COL,PPP,TOT,NATUSD,A,2004,936.400384,
COL,PPP,TOT,NATUSD,A,2005,949.521692,
COL,PPP,TOT,NATUSD,A,2006,974.933882,
COL,PPP,TOT,NATUSD,A,2007,998.136036,
COL,PPP,TOT,NATUSD,A,2008,1054.887088,
COL,PPP,TOT,NATUSD,A,2009,1091.342593,
COL,PPP,TOT,NATUSD,A,2010,1119.134943,
COL,PPP,TOT,NATUSD,A,2011,1161.909895,
COL,PPP,TOT,NATUSD,A,2012,1182.009726,
COL,PPP,TOT,NATUSD,A,2013,1190.54079,
COL,PPP,TOT,NATUSD,A,2014,1192.720766,
COL,PPP,TOT,NATUSD,A,2015,1209.005486,
COL,PPP,TOT,NATUSD,A,2016,1257.498069,
COL,PPP,TOT,NATUSD,A,2017,1297.106509,
COL,PPP,TOT,NATUSD,A,2018,1310.66515,
COL,PPP,TOT,NATUSD,A,2019,1340.511055,
EST,PPP,TOT,NATUSD,A,1993,0.174907,
EST,PPP,TOT,NATUSD,A,1994,0.239184,
EST,PPP,TOT,NATUSD,A,1995,0.30797,
EST,PPP,TOT,NATUSD,A,1996,0.377883,
EST,PPP,TOT,NATUSD,A,1997,0.409633,
EST,PPP,TOT,NATUSD,A,1998,0.435428,
EST,PPP,TOT,NATUSD,A,1999,0.462332,
EST,PPP,TOT,NATUSD,A,2000,0.468744,
EST,PPP,TOT,NATUSD,A,2001,0.487804,
EST,PPP,TOT,NATUSD,A,2002,0.486245,
EST,PPP,TOT,NATUSD,A,2003,0.486304,
EST,PPP,TOT,NATUSD,A,2004,0.494097,
EST,PPP,TOT,NATUSD,A,2005,0.503328,
EST,PPP,TOT,NATUSD,A,2006,0.52142,
EST,PPP,TOT,NATUSD,A,2007,0.551755,
EST,PPP,TOT,NATUSD,A,2008,0.545055,
EST,PPP,TOT,NATUSD,A,2009,0.516622,
EST,PPP,TOT,NATUSD,A,2010,0.511755,
EST,PPP,TOT,NATUSD,A,2011,0.5116,
EST,PPP,TOT,NATUSD,A,2012,0.521063,
EST,PPP,TOT,NATUSD,A,2013,0.522424,
EST,PPP,TOT,NATUSD,A,2014,0.52689,
EST,PPP,TOT,NATUSD,A,2015,0.537436,
EST,PPP,TOT,NATUSD,A,2016,0.527902,
EST,PPP,TOT,NATUSD,A,2017,0.533627,
EST,PPP,TOT,NATUSD,A,2018,0.541686,
EST,PPP,TOT,NATUSD,A,2019,0.550226,
IND,PPP,TOT,NATUSD,A,1980,3.664,
IND,PPP,TOT,NATUSD,A,1981,3.752,
IND,PPP,TOT,NATUSD,A,1982,3.84,
IND,PPP,TOT,NATUSD,A,1983,4.093,
IND,PPP,TOT,NATUSD,A,1984,4.266,
IND,PPP,TOT,NATUSD,A,1985,4.431,
IND,PPP,TOT,NATUSD,A,1986,4.638,
IND,PPP,TOT,NATUSD,A,1987,4.944,
IND,PPP,TOT,NATUSD,A,1988,5.17,
IND,PPP,TOT,NATUSD,A,1989,5.397,
IND,PPP,TOT,NATUSD,A,1990,5.334555,
IND,PPP,TOT,NATUSD,A,1991,5.869656,
IND,PPP,TOT,NATUSD,A,1992,6.253371,
IND,PPP,TOT,NATUSD,A,1993,6.711061,
IND,PPP,TOT,NATUSD,A,1994,7.226514,
IND,PPP,TOT,NATUSD,A,1995,7.719565,
IND,PPP,TOT,NATUSD,A,1996,8.155003,
IND,PPP,TOT,NATUSD,A,1997,8.53595,
IND,PPP,TOT,NATUSD,A,1998,9.117079,
IND,PPP,TOT,NATUSD,A,1999,9.263087,
IND,PPP,TOT,NATUSD,A,2000,9.390795,
IND,PPP,TOT,NATUSD,A,2001,9.484726,
IND,PPP,TOT,NATUSD,A,2002,9.683971,
IND,PPP,TOT,NATUSD,A,2003,9.875137,
IND,PPP,TOT,NATUSD,A,2004,10.166816,
IND,PPP,TOT,NATUSD,A,2005,10.413996,
IND,PPP,TOT,NATUSD,A,2006,10.957279,
IND,PPP,TOT,NATUSD,A,2007,11.411648,
IND,PPP,TOT,NATUSD,A,2008,12.223076,
IND,PPP,TOT,NATUSD,A,2009,12.984639,
IND,PPP,TOT,NATUSD,A,2010,14.186101,
IND,PPP,TOT,NATUSD,A,2011,15.109435,
IND,PPP,TOT,NATUSD,A,2012,16.001393,
IND,PPP,TOT,NATUSD,A,2013,16.698279,
IND,PPP,TOT,NATUSD,A,2014,16.934248,
IND,PPP,TOT,NATUSD,A,2015,17.137026,
IND,PPP,TOT,NATUSD,A,2016,17.481263,
IND,PPP,TOT,NATUSD,A,2017,17.813169,
IND,PPP,TOT,NATUSD,A,2018,18.149283,
IND,PPP,TOT,NATUSD,A,2019,18.380962,
IDN,PPP,TOT,NATUSD,A,1980,272.368,
IDN,PPP,TOT,NATUSD,A,1981,260.402,
IDN,PPP,TOT,NATUSD,A,1982,257.744,
IDN,PPP,TOT,NATUSD,A,1983,296.536,
IDN,PPP,TOT,NATUSD,A,1984,309.313,
IDN,PPP,TOT,NATUSD,A,1985,315.658,
IDN,PPP,TOT,NATUSD,A,1986,309.437,
IDN,PPP,TOT,NATUSD,A,1987,349.247,
IDN,PPP,TOT,NATUSD,A,1988,363.18,
IDN,PPP,TOT,NATUSD,A,1989,390.346,
IDN,PPP,TOT,NATUSD,A,1990,359.165983,
IDN,PPP,TOT,NATUSD,A,1991,377.875383,
IDN,PPP,TOT,NATUSD,A,1992,396.384927,
IDN,PPP,TOT,NATUSD,A,1993,461.371672,
IDN,PPP,TOT,NATUSD,A,1994,486.854391,
IDN,PPP,TOT,NATUSD,A,1995,523.978614,
IDN,PPP,TOT,NATUSD,A,1996,559.202499,
IDN,PPP,TOT,NATUSD,A,1997,618.830885,
IDN,PPP,TOT,NATUSD,A,1998,1072.560241,
IDN,PPP,TOT,NATUSD,A,1999,1207.020594,
IDN,PPP,TOT,NATUSD,A,2000,1422.03635,
IDN,PPP,TOT,NATUSD,A,2001,1590.441474,
IDN,PPP,TOT,NATUSD,A,2002,1657.989265,
IDN,PPP,TOT,NATUSD,A,2003,1717.082396,
IDN,PPP,TOT,NATUSD,A,2004,1815.040679,
IDN,PPP,TOT,NATUSD,A,2005,2012.480827,
IDN,PPP,TOT,NATUSD,A,2006,2228.547145,
IDN,PPP,TOT,NATUSD,A,2007,2414.587327,
IDN,PPP,TOT,NATUSD,A,2008,2798.396423,
IDN,PPP,TOT,NATUSD,A,2009,3007.032686,
IDN,PPP,TOT,NATUSD,A,2010,3426.112194,
IDN,PPP,TOT,NATUSD,A,2011,3606.566084,
IDN,PPP,TOT,NATUSD,A,2012,3671.537654,
IDN,PPP,TOT,NATUSD,A,2013,3787.400175,
IDN,PPP,TOT,NATUSD,A,2014,3919.404112,
IDN,PPP,TOT,NATUSD,A,2015,4032.286982,
IDN,PPP,TOT,NATUSD,A,2016,4085.950493,
IDN,PPP,TOT,NATUSD,A,2017,4181.149941,
IDN,PPP,TOT,NATUSD,A,2018,4245.599038,
IDN,PPP,TOT,NATUSD,A,2019,4244.229393,
ISR,PPP,TOT,NATUSD,A,1977,0.000773,
ISR,PPP,TOT,NATUSD,A,1978,0.001127,
ISR,PPP,TOT,NATUSD,A,1979,0.001841,
ISR,PPP,TOT,NATUSD,A,1980,0.003805,
ISR,PPP,TOT,NATUSD,A,1981,0.007807,
ISR,PPP,TOT,NATUSD,A,1982,0.016709,
ISR,PPP,TOT,NATUSD,A,1983,0.040186,
ISR,PPP,TOT,NATUSD,A,1984,0.188027,
ISR,PPP,TOT,NATUSD,A,1985,0.664416,
ISR,PPP,TOT,NATUSD,A,1986,0.977991,
ISR,PPP,TOT,NATUSD,A,1987,1.146979,
ISR,PPP,TOT,NATUSD,A,1988,1.32023,
ISR,PPP,TOT,NATUSD,A,1989,1.508031,
ISR,PPP,TOT,NATUSD,A,1990,1.685208,
ISR,PPP,TOT,NATUSD,A,1991,1.958215,
ISR,PPP,TOT,NATUSD,A,1992,2.145446,
ISR,PPP,TOT,NATUSD,A,1993,2.328219,
ISR,PPP,TOT,NATUSD,A,1994,2.56535,
ISR,PPP,TOT,NATUSD,A,1995,2.740543,
