,Country Code,Year of Survey,Country name,Region,Region Code,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
528,MEX,2012,Mexico,Latin America and Caribbean,LCN,enigh,Old worker,54194064,0.0,0.0,1.0,0.0,0.79,1.0,0.37,0.29,0.08,40683193.0,0.75,0.59,,0.73,,0.97,0.03,,,0.68,0.2,0.12,0.41,0.27,0.48,0.34,0.39,0.12,0.14,0.24,0.62,0.9,,0.01,0.15,0.01,0.08,0.29,0.04,0.06,0.17,0.05,0.04,0.16,0.06,0.14,0.08,0.1,0.12,0.09,0.22,0.0,42.0,0.26,0.34,25.83,24.0,2.92,4643.44,4319.19,525.26,3204.21,4480.25,4968.75,0.96,2.36,0.07,0.17,0.6,0.16
529,MEX,2012,Mexico,Latin America and Caribbean,LCN,enigh,Rural,27214761,0.33,0.17,0.41,0.08,0.0,0.59,0.37,0.29,0.08,10916110.0,0.68,0.48,0.23,0.66,,0.97,0.03,0.93,0.07,0.51,0.33,0.16,0.43,0.08,0.22,0.11,0.16,0.06,0.47,0.2,0.33,0.65,0.55,0.01,0.11,0.0,0.08,0.18,0.01,0.01,0.07,0.05,0.01,0.05,0.01,0.09,0.05,0.29,0.09,0.05,0.34,0.0,42.0,0.4,0.27,19.17,17.8,2.17,3450.26,3204.8,390.29,3091.61,3881.54,3618.88,0.96,2.36,0.1,0.22,0.61,0.07
530,MEX,2012,Mexico,Latin America and Caribbean,LCN,enigh,Total,117449649,0.28,0.19,0.46,0.07,0.77,0.65,0.55,0.43,0.11,52170558.0,0.69,0.53,0.15,0.66,,0.96,0.04,0.92,0.08,0.7,0.2,0.1,0.65,0.35,0.44,0.32,0.35,0.1,0.14,0.24,0.62,0.91,0.86,0.0,0.15,0.01,0.08,0.3,0.04,0.07,0.16,0.05,0.04,0.15,0.06,0.14,0.08,0.09,0.11,0.08,0.25,0.0,42.0,0.27,0.34,23.85,22.16,2.7,4286.43,3988.43,484.88,3204.21,4222.92,4480.25,0.96,2.36,0.05,0.13,0.66,0.16
531,MEX,2012,Mexico,Latin America and Caribbean,LCN,enigh,Urban,90234888,0.27,0.19,0.48,0.07,1.0,0.67,0.37,0.29,0.08,41254448.0,0.69,0.55,0.12,0.66,,0.95,0.05,0.91,0.09,0.76,0.16,0.08,0.46,0.29,0.48,0.37,0.39,0.11,0.05,0.25,0.69,0.97,0.95,0.0,0.17,0.01,0.08,0.33,0.05,0.08,0.18,0.05,0.04,0.17,0.07,0.16,0.09,0.03,0.11,0.1,0.22,0.0,42.0,0.24,0.35,24.77,23.0,2.8,4457.7,4140.57,504.25,3343.28,4297.38,4554.47,0.96,2.36,0.03,0.1,0.68,0.19
532,MEX,2012,Mexico,Latin America and Caribbean,LCN,enigh,Young worker,21779801,0.0,1.0,0.0,0.0,0.78,1.0,0.37,0.29,0.08,11487365.0,0.53,0.39,0.15,0.48,,0.92,0.08,0.92,0.08,0.79,0.19,0.02,0.62,0.17,0.32,0.24,0.22,0.05,0.14,0.25,0.61,0.94,0.86,0.0,0.16,0.0,0.08,0.35,0.03,0.07,0.11,0.04,0.01,0.11,0.07,0.17,0.09,0.05,0.07,0.07,0.35,0.0,42.0,0.32,0.32,18.57,17.25,2.1,3328.58,3105.43,376.53,3189.75,3375.0,3315.39,0.96,2.36,0.01,0.04,0.81,0.14
533,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Higher education,1118133,0.14,0.22,0.6,0.04,0.74,0.81,0.3,0.2,0.1,656700.36,0.73,0.66,0.04,0.53,,0.73,0.27,0.42,0.58,0.88,0.08,0.03,,,,0.97,,,,,,,,,,,,,,,,,0.05,0.13,0.13,0.12,0.16,0.09,0.15,0.12,0.05,0.0,,,,,,,,,,,,,,,0.0,0.0,0.29,0.71
534,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Lower education,923808,0.24,0.09,0.47,0.2,0.49,0.56,0.3,0.2,0.1,261542.96,0.53,0.31,0.4,0.41,,0.78,0.22,0.63,0.37,0.46,0.33,0.21,,,,0.92,,,,,,,,,,,,,,,,,0.01,0.01,0.0,0.0,0.09,0.43,0.2,0.1,0.16,0.0,,,,,,,,,,,,,,,0.05,0.17,0.79,0.0
535,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Male,1023739,0.19,0.16,0.54,0.1,0.63,0.71,0.3,0.2,0.1,561411.34,0.79,,0.03,0.61,,0.77,0.23,0.53,0.47,0.78,0.11,0.1,,,,0.94,,,,,,,,,,,,,,,,,0.05,0.08,0.08,0.05,0.14,0.17,0.21,0.12,0.09,0.0,,,,,,,,,,,,,,,0.01,0.05,0.5,0.44
536,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Old worker,1099086,0.0,0.0,1.0,0.0,0.65,1.0,0.3,0.2,0.1,804285.77,0.73,0.58,,0.57,,0.78,0.22,,,0.78,0.13,0.08,,,,0.95,,,,,,,,,,,,,,,,,0.04,0.1,0.09,0.09,0.13,0.19,0.16,0.12,0.08,0.0,,,,,,,,,,,,,,,0.02,0.08,0.47,0.43
537,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Rural,758191,0.2,0.16,0.51,0.12,0.0,0.67,0.3,0.2,0.1,313411.92,0.63,0.42,0.19,0.5,,0.8,0.2,0.56,0.44,0.51,0.29,0.19,,,,0.92,,,,,,,,,,,,,,,,,0.02,0.04,0.04,0.02,0.08,0.42,0.18,0.11,0.08,0.0,,,,,,,,,,,,,,,0.02,0.11,0.63,0.25
538,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Total,2041941,0.19,0.16,0.54,0.11,0.63,0.7,0.43,0.27,0.16,918243.31,0.64,0.52,0.12,0.48,,0.75,0.25,0.48,0.52,0.77,0.15,0.08,,,,0.95,,,,,,,,,,,,,,,,,0.04,0.09,0.09,0.08,0.14,0.19,0.16,0.12,0.08,0.0,,,,,,,,,,,,,,,0.02,0.07,0.5,0.41
539,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Urban,1283750,0.18,0.16,0.55,0.11,1.0,0.71,0.3,0.2,0.1,604831.39,0.67,0.57,0.07,0.48,,0.72,0.28,0.42,0.58,0.92,0.07,0.02,,,,0.97,,,,,,,,,,,,,,,,,0.05,0.12,0.12,0.12,0.17,0.06,0.15,0.12,0.09,0.0,,,,,,,,,,,,,,,0.02,0.05,0.42,0.51
540,MKD,2006,North Macedonia,Europe and Central Asia,ECS,hbs,Young worker,326979,0.0,1.0,0.0,0.0,0.62,1.0,0.3,0.2,0.1,113957.54,0.38,0.29,0.12,0.18,,0.48,0.52,0.48,0.52,0.63,0.34,0.04,,,,0.91,,,,,,,,,,,,,,,,,0.02,0.02,0.08,0.02,0.19,0.26,0.21,0.07,0.13,0.0,,,,,,,,,,,,,,,0.01,0.05,0.63,0.31
541,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Female,7547114,0.49,0.18,0.31,0.02,0.22,0.49,0.53,0.5,0.03,2702060.86,0.78,0.78,0.19,0.75,0.35,0.96,0.04,0.96,0.04,0.13,0.85,0.01,0.87,0.02,0.27,0.01,0.02,0.04,0.52,0.29,0.19,0.48,0.43,0.0,0.08,0.0,0.2,0.03,0.0,0.01,0.03,0.12,,,,,,,,,,,39.0,0.45,0.23,177.78,177.78,0.8,8000.0,28000.0,35.95,0.0,16000.0,60000.0,,3.6,0.77,0.03,0.2,0.01
542,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Higher education,7881169,0.71,0.14,0.14,0.01,0.29,0.28,0.53,0.5,0.03,1496142.3,0.73,0.65,0.15,0.69,0.29,0.95,0.05,0.94,0.06,0.32,0.63,0.02,0.73,0.09,0.54,0.02,0.1,0.11,0.48,0.24,0.28,0.6,0.29,0.01,0.09,0.0,0.14,0.02,0.03,0.02,0.16,0.05,,,,,,,,,,,39.0,0.33,0.31,423.28,423.28,1.9,50000.0,75000.0,224.7,10000.0,40000.0,75000.0,0.31,3.6,0.0,0.0,0.95,0.05
543,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Lower education,7149827,0.28,0.18,0.49,0.05,0.14,0.67,0.53,0.5,0.03,3990699.12,0.87,0.82,0.13,0.85,0.37,0.97,0.03,0.97,0.03,0.18,0.8,0.01,0.89,0.01,0.2,0.01,0.01,0.03,0.69,0.2,0.11,0.45,0.27,0.01,0.07,0.0,0.13,0.01,0.01,0.0,0.03,0.06,,,,,,,,,,,39.0,0.38,0.32,162.04,162.04,0.73,16000.0,30000.0,71.9,10000.0,50000.0,32000.0,0.31,3.6,0.91,0.06,0.03,0.0
544,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Male,7483883,0.52,0.15,0.3,0.03,0.22,0.45,0.53,0.5,0.03,2784780.56,0.88,,0.07,0.85,0.35,0.97,0.03,0.95,0.05,0.3,0.66,0.02,0.83,0.05,0.38,0.01,0.05,0.06,0.7,0.16,0.14,,0.16,0.01,0.07,0.0,0.08,0.0,0.02,0.01,0.09,0.01,,,,,,,,,,,39.0,0.28,0.4,272.11,272.11,1.22,30000.0,50000.0,134.82,16000.0,60000.0,75000.0,,3.6,0.58,0.06,0.33,0.02
545,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Old worker,4630378,0.0,0.0,1.0,0.0,0.25,1.0,0.53,0.5,0.03,3850454.16,0.87,0.82,,0.85,0.37,0.97,0.03,,,0.23,0.74,0.02,0.84,0.04,0.37,0.01,0.05,0.06,0.6,0.23,0.17,0.5,,0.01,0.08,0.0,0.14,0.01,0.02,0.01,0.08,0.05,,,,,,,,,,,39.0,0.36,0.32,294.78,294.78,1.32,30000.0,50000.0,134.82,20000.0,65001.0,75000.0,0.31,3.6,0.77,0.05,0.18,0.01
546,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Rural,11744658,0.52,0.15,0.3,0.03,0.0,0.45,0.53,0.5,0.03,4383877.64,0.88,0.85,0.09,0.86,0.39,0.98,0.02,0.97,0.03,0.18,0.8,0.01,0.91,0.01,0.25,0.01,0.01,0.04,0.77,0.14,0.09,0.37,0.2,0.01,0.05,0.0,0.09,0.01,0.0,0.0,0.02,0.05,,,,,,,,,,,39.0,0.35,0.31,181.41,181.41,0.82,15000.0,35000.0,67.41,10000.0,50000.0,45000.0,0.31,3.6,0.74,0.04,0.21,0.01
547,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Total,15030997,0.51,0.16,0.31,0.03,0.22,0.47,1.13,1.08,0.06,5486841.42,0.78,0.78,0.14,0.75,0.35,0.96,0.04,0.96,0.04,0.21,0.76,0.02,0.96,0.04,0.34,0.01,0.04,0.05,0.63,0.21,0.16,0.48,0.28,0.01,0.07,0.0,0.13,0.01,0.01,0.01,0.06,0.06,,,,,,,,,,,39.0,0.36,0.32,250.0,250.0,1.12,25000.0,43000.0,112.35,10000.0,50000.0,70000.0,0.31,3.6,0.68,0.04,0.26,0.01
548,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Urban,3286338,0.44,0.18,0.35,0.02,1.0,0.53,0.53,0.5,0.03,1102963.78,0.67,0.57,0.29,0.62,0.15,0.92,0.08,0.86,0.14,0.35,0.57,0.04,0.61,0.12,0.46,0.03,0.15,0.11,0.08,0.5,0.42,0.96,0.88,0.01,0.17,0.01,0.32,0.02,0.06,0.04,0.22,0.08,,,,,,,,,,,39.0,0.41,0.33,416.67,416.67,1.87,60000.0,70000.0,269.64,9000.0,50000.0,75000.0,0.31,3.6,0.45,0.06,0.45,0.04
549,MLI,2010,Mali,Sub-Saharan Africa,SSF,epam,Young worker,2418840,0.0,1.0,0.0,0.0,0.25,1.0,0.53,0.5,0.03,1636387.26,0.74,0.72,0.14,0.7,0.28,0.96,0.04,0.96,0.04,0.18,0.79,0.01,0.87,0.02,0.22,0.01,0.01,0.04,0.72,0.17,0.11,0.43,0.28,0.01,0.06,0.0,0.1,0.02,0.01,0.0,0.02,0.07,,,,,,,,,,,39.0,0.37,0.3,147.39,147.39,0.66,8000.0,25000.0,35.95,0.0,20000.0,20000.0,0.31,3.6,0.52,0.04,0.42,0.02
550,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Female,21438471,0.23,0.19,0.5,0.07,0.27,0.7,0.32,0.25,0.07,8717411.72,0.58,0.58,0.24,0.57,0.02,0.97,0.03,0.95,0.05,0.21,0.69,0.06,,,,,,,0.5,0.08,0.42,0.5,0.42,0.01,0.07,0.0,0.01,0.24,0.01,0.01,0.14,0.03,0.04,0.03,0.03,0.03,0.21,0.38,0.06,0.0,0.21,0.0,51.0,0.12,0.62,,,,,,,,,,,,0.09,0.23,0.61,0.07
551,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Higher education,20070946,0.26,0.27,0.44,0.03,0.38,0.71,0.32,0.25,0.07,10010953.53,0.7,0.58,0.17,0.68,0.03,0.97,0.03,0.94,0.06,0.29,0.6,0.07,,,,,,,0.38,0.13,0.49,0.69,0.5,0.02,0.06,0.01,0.04,0.23,0.05,0.01,0.16,0.03,0.06,0.04,0.06,0.04,0.21,0.31,0.08,0.03,0.16,0.0,51.0,0.11,0.62,,,,,,,,,,,,0.0,0.0,0.83,0.17
552,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Lower education,21155557,0.24,0.13,0.53,0.1,0.15,0.66,0.32,0.25,0.07,10202479.74,0.73,0.59,0.16,0.72,0.03,0.99,0.01,0.97,0.03,0.12,0.75,0.08,,,,,,,0.69,0.08,0.23,0.35,0.3,0.01,0.04,0.0,0.03,0.13,0.02,0.0,0.07,0.01,0.02,0.0,0.01,0.0,0.11,0.52,0.06,0.01,0.26,0.0,51.0,0.1,0.68,,,,,,,,,,,,0.16,0.36,0.48,0.0
553,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Male,19788032,0.26,0.2,0.47,0.06,0.25,0.67,0.32,0.25,0.07,11496021.55,0.86,,0.09,0.85,0.03,0.98,0.02,0.96,0.04,0.21,0.65,0.09,,,,,,,0.57,0.13,0.31,,0.4,0.02,0.04,0.01,0.05,0.13,0.06,0.0,0.09,0.02,0.04,0.02,0.03,0.02,0.12,0.45,0.08,0.03,0.22,0.0,51.0,0.09,0.68,,,,,,,,,,,,0.08,0.16,0.67,0.09
554,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Old worker,20114280,0.0,0.0,1.0,0.0,0.29,1.0,0.32,0.25,0.07,14876468.1,0.74,0.58,,0.73,0.03,0.99,0.01,,,0.2,0.68,0.09,,,,,,,0.52,0.1,0.38,0.53,,0.01,0.05,0.0,0.04,0.19,0.04,0.01,0.12,0.02,0.05,0.03,0.04,0.02,0.16,0.41,0.07,0.02,0.19,0.0,51.0,0.11,0.64,,,,,,,,,,,,0.1,0.23,0.62,0.05
555,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Rural,30481537,0.27,0.21,0.47,0.06,0.0,0.67,0.32,0.25,0.07,15197200.12,0.74,0.61,0.15,0.73,0.04,0.99,0.01,0.97,0.03,0.15,0.73,0.08,,,,,,,0.68,0.08,0.24,0.36,0.32,0.01,0.04,0.0,0.03,0.11,0.02,0.0,0.08,0.02,0.03,0.01,0.02,0.01,0.1,0.53,0.05,0.01,0.23,0.0,51.0,0.1,0.67,,,,,,,,,,,,0.1,0.23,0.63,0.05
556,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Total,41226503,0.25,0.2,0.49,0.07,0.26,0.69,0.46,0.36,0.1,20213433.28,0.72,0.58,0.16,0.7,0.03,0.98,0.02,0.95,0.05,0.21,0.67,0.07,,,,,,,0.54,0.11,0.36,0.5,0.41,0.02,0.05,0.0,0.04,0.18,0.04,0.01,0.11,0.02,0.04,0.02,0.03,0.02,0.16,0.42,0.07,0.02,0.21,0.0,51.0,0.1,0.65,,,,,,,,,,,,0.09,0.2,0.64,0.08
557,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Urban,10744967,0.19,0.18,0.55,0.09,1.0,0.72,0.32,0.25,0.07,5016233.15,0.65,0.52,0.22,0.62,0.01,0.95,0.05,0.87,0.13,0.38,0.5,0.07,,,,,,,0.08,0.18,0.74,0.95,0.92,0.02,0.09,0.01,0.06,0.39,0.09,0.02,0.21,0.04,0.09,0.05,0.07,0.06,0.33,0.06,0.12,0.05,0.16,0.0,51.0,0.11,0.58,,,,,,,,,,,,0.04,0.11,0.68,0.17
558,MMR,2010,Myanmar,East Asia and Pacific,EAS,ihlca,Young worker,8138745,0.0,1.0,0.0,0.0,0.23,1.0,0.32,0.25,0.07,5336965.17,0.66,0.58,0.16,0.63,0.02,0.95,0.05,0.95,0.05,0.26,0.65,0.04,,,,,,,0.59,0.12,0.29,0.42,0.41,0.02,0.06,0.01,0.03,0.13,0.03,0.0,0.11,0.02,0.02,0.01,0.02,0.02,0.13,0.43,0.07,0.02,0.27,0.0,51.0,0.09,0.67,,,,,,,,,,,,0.04,0.13,0.69,0.14
559,MNE,2010,Montenegro,Europe and Central Asia,ECS,hies,Higher education,565807,0.15,0.15,0.52,0.18,0.65,0.67,0.34,0.16,0.18,234317.58,0.62,0.5,0.67,0.44,,0.71,0.29,0.43,0.57,0.87,0.12,0.01,,,,,,,,,,,,,,,,,,,,,0.0,0.17,0.18,0.34,0.0,0.09,0.17,0.0,0.04,0.0,,,,,,,,,,,,,,,,,,
560,MNE,2010,Montenegro,Europe and Central Asia,ECS,hies,Male,274598,0.17,0.16,0.51,0.15,0.64,0.67,0.34,0.16,0.18,137015.56,0.74,,0.61,0.53,,0.72,0.28,0.38,0.62,0.84,0.14,0.02,,,,,,,,,,,,,,,,,,,,,0.0,0.16,0.17,0.24,0.0,0.1,0.28,0.0,0.06,0.0,,,,,,,,,,,,,,,,,,
561,MNE,2010,Montenegro,Europe and Central Asia,ECS,hies,Old worker,292333,0.0,0.0,1.0,0.0,0.67,1.0,0.34,0.16,0.18,205852.2,0.7,0.57,,0.53,,0.75,0.25,,,0.87,0.12,0.01,,,,,,,,,,,,,,,,,,,,,0.0,0.18,0.18,0.33,0.0,0.09,0.18,0.0,0.04,0.0,,,,,,,,,,,,,,,,,,
562,MNE,2010,Montenegro,Europe and Central Asia,ECS,hies,Rural,199926,0.16,0.12,0.48,0.24,0.0,0.61,0.34,0.16,0.18,70137.51,0.58,0.41,0.64,0.39,,0.68,0.32,0.3,0.7,0.69,0.3,0.01,,,,,,,,,,,,,,,,,,,,,0.0,0.12,0.07,0.28,0.0,0.28,0.19,0.0,0.06,0.0,,,,,,,,,,,,,,,,,,
563,MNE,2010,Montenegro,Europe and Central Asia,ECS,hies,Total,565807,0.15,0.15,0.52,0.18,0.65,0.67,0.5,0.23,0.26,234317.58,0.62,0.5,0.67,0.44,,0.71,0.29,0.43,0.57,0.87,0.12,0.01,,,,,,,,,,,,,,,,,,,,,0.0,0.17,0.18,0.34,0.0,0.09,0.17,0.0,0.04,0.0,,,,,,,,,,,,,,,,,,
564,MNE,2010,Montenegro,Europe and Central Asia,ECS,hies,Urban,365881,0.15,0.17,0.54,0.14,1.0,0.7,0.34,0.16,0.18,164180.07,0.64,0.55,0.68,0.46,,0.73,0.27,0.48,0.52,0.94,0.04,0.01,,,,,,,,,,,,,,,,,,,,,0.0,0.2,0.23,0.37,0.0,0.01,0.17,0.0,0.03,0.0,,,,,,,,,,,,,,,,,,
565,MNE,2010,Montenegro,Europe and Central Asia,ECS,hies,Young worker,85961,0.0,1.0,0.0,0.0,0.71,1.0,0.34,0.16,0.18,28465.38,0.33,0.26,0.67,0.14,,0.43,0.57,0.43,0.57,0.96,0.04,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.11,0.18,0.5,0.0,0.04,0.12,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,
566,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Female,1400446,0.28,0.15,0.52,0.05,0.65,0.67,0.34,0.3,0.04,544835.66,0.58,0.58,0.16,0.55,0.01,0.96,0.04,0.87,0.13,0.53,0.22,0.01,0.06,0.47,0.07,,0.89,0.33,0.02,0.18,0.8,0.98,0.99,0.02,0.1,0.02,0.04,0.32,0.05,0.06,0.07,0.29,0.05,0.23,0.03,0.05,0.25,0.25,0.07,0.01,0.06,0.0,48.0,0.11,0.32,2.67,1.73,0.0,524.7,339.55,0.94,281.25,571.5,522.0,,0.9,0.04,0.0,0.61,0.35
567,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Higher education,2552869,0.31,0.15,0.5,0.03,0.66,0.66,0.34,0.3,0.04,1063083.0,0.63,0.58,0.13,0.6,0.01,0.95,0.05,0.87,0.13,0.54,0.24,0.02,0.07,0.47,0.08,,0.87,0.27,0.03,0.28,0.7,0.98,0.98,0.05,0.1,0.03,0.1,0.25,0.11,0.06,0.08,0.2,0.06,0.18,0.03,0.03,0.19,0.22,0.11,0.1,0.07,0.01,48.0,0.07,0.4,2.9,1.88,0.01,562.5,364.01,1.01,337.5,675.0,526.5,0.85,0.9,0.0,0.0,0.66,0.34
568,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Lower education,185555,0.0,0.18,0.61,0.21,0.3,0.79,0.34,0.3,0.04,91307.39,0.62,0.52,0.21,0.6,0.01,0.96,0.04,0.94,0.06,0.1,0.07,0.0,0.05,0.04,0.15,,0.45,0.07,0.23,0.35,0.42,0.74,0.64,0.05,0.12,0.04,0.14,0.22,0.05,0.01,0.02,0.11,0.01,0.0,0.0,0.0,0.02,0.86,0.03,0.01,0.07,0.0,48.0,0.21,0.48,1.34,0.87,0.0,315.0,203.84,0.57,157.5,419.85,315.0,0.85,0.9,0.38,0.0,0.62,0.0
569,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Male,1337978,0.3,0.16,0.5,0.04,0.63,0.66,0.34,0.3,0.04,609554.73,0.69,,0.12,0.66,0.01,0.95,0.05,0.88,0.12,0.47,0.24,0.02,0.07,0.4,0.1,,0.84,0.2,0.04,0.37,0.59,,0.96,0.08,0.1,0.04,0.15,0.18,0.16,0.06,0.09,0.11,0.07,0.11,0.02,0.01,0.11,0.28,0.14,0.16,0.08,0.01,48.0,0.06,0.49,2.92,1.89,0.01,630.0,407.69,1.13,315.0,720.0,562.5,,0.9,0.05,0.0,0.7,0.25
570,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Old worker,1396491,0.0,0.0,1.0,0.0,0.64,1.0,0.34,0.3,0.04,1023800.08,0.73,0.67,,0.7,0.01,0.96,0.04,,,0.5,0.24,0.02,0.06,0.43,0.08,,0.88,0.27,0.03,0.27,0.7,0.98,,0.05,0.1,0.03,0.09,0.25,0.11,0.06,0.08,0.2,0.06,0.17,0.03,0.03,0.18,0.26,0.1,0.09,0.07,0.0,48.0,0.08,0.41,2.9,1.88,0.01,562.5,364.01,1.01,315.0,675.0,539.55,0.85,0.9,0.05,0.0,0.71,0.24
571,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Rural,986859,0.32,0.14,0.5,0.04,0.0,0.64,0.34,0.3,0.04,465100.3,0.73,0.69,0.13,0.7,0.02,0.96,0.04,0.89,0.11,0.26,0.15,0.01,0.03,0.23,0.06,,0.89,0.38,0.09,0.19,0.72,0.94,0.89,0.05,0.08,0.02,0.03,0.22,0.08,0.04,0.1,0.27,0.03,0.08,0.01,0.01,0.09,0.62,0.05,0.04,0.05,0.0,48.0,0.14,0.43,2.5,1.62,0.0,472.5,305.77,0.85,243.0,558.0,472.5,0.85,0.9,0.07,0.0,0.69,0.23
572,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Total,2738424,0.29,0.16,0.51,0.04,0.64,0.67,0.5,0.44,0.06,1154390.39,0.63,0.58,0.14,0.6,0.01,0.95,0.05,0.88,0.12,0.5,0.23,0.02,0.13,0.87,0.08,,0.87,0.27,0.03,0.28,0.69,0.98,0.97,0.05,0.1,0.03,0.1,0.25,0.11,0.06,0.08,0.19,0.06,0.17,0.03,0.03,0.18,0.27,0.1,0.09,0.07,0.01,48.0,0.08,0.41,2.86,1.85,0.01,562.5,364.01,1.01,315.0,675.0,526.5,0.85,0.9,0.04,0.0,0.66,0.3
573,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Urban,1751566,0.28,0.16,0.51,0.05,1.0,0.68,0.34,0.3,0.04,689290.1,0.58,0.52,0.14,0.55,0.01,0.95,0.05,0.87,0.13,0.67,0.29,0.02,0.09,0.57,0.09,,0.86,0.23,0.01,0.3,0.68,0.99,0.99,0.05,0.11,0.03,0.12,0.26,0.11,0.06,0.07,0.17,0.08,0.22,0.04,0.04,0.24,0.03,0.14,0.12,0.08,0.01,48.0,0.04,0.39,2.92,1.89,0.01,621.0,401.86,1.12,450.0,675.0,562.5,0.85,0.9,0.02,0.0,0.63,0.35
574,MNG,2014,Mongolia,East Asia and Pacific,EAS,lfs,Young worker,426691,0.0,1.0,0.0,0.0,0.68,1.0,0.34,0.3,0.04,130590.31,0.31,0.25,0.14,0.27,0.0,0.88,0.12,0.88,0.12,0.54,0.12,0.0,0.11,0.42,0.14,,0.79,0.18,0.03,0.37,0.6,0.99,0.97,0.06,0.12,0.02,0.18,0.22,0.1,0.07,0.07,0.14,0.02,0.16,0.03,0.03,0.15,0.36,0.12,0.05,0.06,0.01,48.0,0.13,0.39,2.6,1.69,0.0,524.7,339.55,0.94,337.5,630.0,522.0,0.85,0.9,0.03,0.0,0.52,0.45
